,player_name,pitcher,pitch_type,PC,%,Velo,SwStr%,Strike%,Ball%,GB%
0,A.J. Blubaugh,805123,CH,8,0.056,83.1,0.0,0.25,0.625,0.0
1,A.J. Blubaugh,805123,CU,8,0.056,77.8,0.125,0.375,0.25,0.667
2,A.J. Blubaugh,805123,FC,14,0.097,86.8,0.143,0.429,0.429,0.5
3,A.J. Blubaugh,805123,FF,78,0.542,92.4,0.218,0.513,0.321,0.385
4,A.J. Blubaugh,805123,ST,36,0.25,81.8,0.306,0.528,0.361,0.5
5,A.J. Wilson,687954,SL,84,1.0,80.4,0.131,0.488,0.369,0.333
6,AJ Blubaugh,805123,CH,22,0.1,85.3,0.045,0.227,0.455,0.429
7,AJ Blubaugh,805123,CU,29,0.132,76.1,0.0,0.31,0.655,0.0
8,AJ Blubaugh,805123,FC,15,0.068,86.1,0.133,0.4,0.4,0.0
9,AJ Blubaugh,805123,FF,113,0.516,93.9,0.15,0.522,0.381,0.273
10,AJ Blubaugh,805123,ST,40,0.183,81.4,0.225,0.475,0.325,0.5
11,AJ Smith-Shawver,700363,CU,14,0.08,76.0,0.286,0.643,0.357,
12,AJ Smith-Shawver,700363,FF,87,0.494,94.5,0.103,0.655,0.23,0.4
13,AJ Smith-Shawver,700363,FS,44,0.25,82.7,0.227,0.386,0.409,0.333
14,AJ Smith-Shawver,700363,SL,31,0.176,85.1,0.097,0.452,0.419,0.5
15,Aaron Brown,676345,CH,89,0.247,80.1,0.135,0.438,0.292,0.25
16,Aaron Brown,676345,CU,37,0.102,78.3,0.0,0.459,0.432,0.25
17,Aaron Brown,676345,FC,48,0.133,86.3,0.042,0.396,0.396,0.2
18,Aaron Brown,676345,FF,126,0.349,90.6,0.079,0.476,0.373,0.421
19,Aaron Brown,676345,SL,61,0.169,80.7,0.049,0.295,0.443,0.125
20,Aaron Holiday,701569,CH,1,0.024,87.7,0.0,0.0,1.0,
21,Aaron Holiday,701569,FC,2,0.049,85.6,0.0,0.5,0.5,
22,Aaron Holiday,701569,FF,29,0.707,94.8,0.276,0.621,0.31,0.0
23,Aaron Holiday,701569,SL,9,0.22,83.3,0.111,0.111,0.333,0.4
24,Aaron Wilkerson,658792,CH,34,0.118,82.0,0.176,0.5,0.265,0.375
25,Aaron Wilkerson,658792,CU,17,0.059,76.6,0.118,0.412,0.529,0.0
26,Aaron Wilkerson,658792,FC,53,0.183,85.7,0.208,0.453,0.264,0.267
27,Aaron Wilkerson,658792,FF,141,0.488,88.7,0.128,0.511,0.305,0.269
28,Aaron Wilkerson,658792,SL,44,0.152,82.0,0.091,0.455,0.5,0.0
29,Adam Mazur,800049,CH,20,0.071,90.2,0.05,0.55,0.45,
30,Adam Mazur,800049,CU,37,0.131,82.7,0.135,0.324,0.351,0.667
31,Adam Mazur,800049,FF,87,0.307,94.5,0.057,0.437,0.333,0.4
32,Adam Mazur,800049,SI,14,0.049,94.9,0.214,0.571,0.214,1.0
33,Adam Mazur,800049,SL,125,0.442,85.8,0.2,0.584,0.28,0.412
34,Adisyn Coffey,676249,CH,55,0.267,83.2,0.255,0.418,0.455,0.571
35,Adisyn Coffey,676249,FC,59,0.286,87.0,0.271,0.542,0.356,0.667
36,Adisyn Coffey,676249,FF,74,0.359,94.2,0.149,0.581,0.311,0.375
37,Adisyn Coffey,676249,SL,18,0.087,85.9,0.167,0.5,0.389,0.5
38,Adolfo Oviedo,801743,CU,1,0.011,80.6,1.0,1.0,0.0,
39,Adolfo Oviedo,801743,FC,11,0.126,86.1,0.091,0.636,0.182,0.5
40,Adolfo Oviedo,801743,FF,21,0.241,91.7,0.048,0.381,0.476,0.0
41,Adolfo Oviedo,801743,SI,18,0.207,90.2,0.111,0.333,0.278,0.143
42,Adolfo Oviedo,801743,SL,36,0.414,83.0,0.167,0.417,0.389,0.714
43,Adonis Medina,658431,CH,36,0.2,86.7,0.139,0.306,0.611,0.667
44,Adonis Medina,658431,FF,3,0.017,91.8,0.0,0.667,0.333,
45,Adonis Medina,658431,SI,86,0.478,91.8,0.07,0.523,0.267,0.556
46,Adonis Medina,658431,ST,53,0.294,83.2,0.075,0.34,0.453,0.364
47,Adrian Herrera,805155,CH,7,0.031,86.7,0.0,0.286,0.571,1.0
48,Adrian Herrera,805155,CU,18,0.079,78.8,0.278,0.5,0.333,0.667
