,BatterName,batter,PA_flag,AB_flag,Is_Hit,PitchesThrown,SwungOn,ContactMade_Foul,IsStrikeout,IsWalk,IsHBP,IsBIP,IsGB,IsLD,IsFB,IsSingle,IsDouble,IsTriple,IsHomer,Cont%,Swing%,K%,BB%,AVG,OBP,SLG,Split,Statcast PC,Statcast BBE,GB%,LD%,FB%,SwtSpot%,Chase%,Brl%,EV 90,xwOBA,xBA
639,Jacob Wilson,805779,76.0,76.0,26.0,221,126,111,3,0,0,73,34,22,12,20,4,0,2,0.8809523809523809,0.5701357466063348,0.039473684210526314,0.0,0.34210526315789475,0.34210526315789475,0.47368421052631576,RHP,270,85,0.5176470588235295,0.2823529411764706,0.1411764705882353,0.36470588235294116,0.3706896551724138,0.023529411764705882,98.75,0.3314444444444445,0.3399438202247191
640,Jacob Young,696285,48.0,40.0,9.0,174,65,56,5,5,1,37,27,5,4,8,1,0,0,0.8615384615384616,0.3735632183908046,0.10416666666666667,0.10416666666666667,0.225,0.3125,0.25,RHP,232,46,0.717391304347826,0.17391304347826086,0.08695652173913043,0.2391304347826087,0.11224489795918367,0.0,100.53999999999999,0.31700711666666664,0.23015384615384615
641,Jake Bauers,641343,26.0,23.0,7.0,100,39,26,10,3,0,13,4,5,3,4,1,0,2,0.6666666666666666,0.39,0.38461538461538464,0.11538461538461539,0.30434782608695654,0.38461538461538464,0.6086956521739131,RHP,113,13,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.23636363636363636,0.23076923076923078,107.44,0.35262068965517246,0.22024000000000002
642,Jake Burger,669394,63.0,61.0,11.0,210,115,77,20,0,2,41,18,7,13,7,2,0,2,0.6695652173913044,0.5476190476190477,0.31746031746031744,0.0,0.18032786885245902,0.20634920634920634,0.3114754098360656,RHP,260,51,0.45098039215686275,0.1568627450980392,0.29411764705882354,0.23529411764705882,0.3643410852713178,0.11764705882352941,106.52,0.2954616103896104,0.20994520547945206
643,Jake Cronenworth,630105,26.0,19.0,5.0,122,45,35,5,6,1,14,4,3,7,4,0,0,1,0.7777777777777778,0.36885245901639346,0.19230769230769232,0.23076923076923078,0.2631578947368421,0.46153846153846156,0.42105263157894735,RHP,188,26,0.38461538461538464,0.19230769230769232,0.4230769230769231,0.19230769230769232,0.1958762886597938,0.038461538461538464,101.74000000000001,0.31821425,0.2008
644,Jake Fraley,641584,65.0,59.0,13.0,234,114,83,12,6,0,47,16,13,13,8,3,0,2,0.7280701754385965,0.48717948717948717,0.18461538461538463,0.09230769230769231,0.22033898305084745,0.2923076923076923,0.3728813559322034,RHP,259,49,0.3469387755102041,0.2857142857142857,0.2653061224489796,0.3877551020408163,0.2937062937062937,0.061224489795918366,105.59,0.32827142857142855,0.2538870967741935
645,Jake Mangum,663968,51.0,47.0,16.0,187,114,93,5,4,0,42,26,8,7,13,3,0,0,0.8157894736842105,0.6096256684491979,0.09803921568627451,0.0784313725490196,0.3404255319148936,0.39215686274509803,0.40425531914893614,RHP,258,59,0.5932203389830508,0.22033898305084745,0.15254237288135594,0.288135593220339,0.3695652173913043,0.03389830508474576,98.3,0.32654929577464786,0.27115151515151514
646,Jake McCarthy,664983,32.0,26.0,1.0,131,59,47,5,4,1,22,10,2,8,1,0,0,0,0.7966101694915254,0.45038167938931295,0.15625,0.125,0.038461538461538464,0.1875,0.038461538461538464,RHP,174,36,0.5,0.1111111111111111,0.3055555555555556,0.2777777777777778,0.32222222222222224,0.0,95.66,0.23236495744680852,0.15766666666666668
647,Jake Meyers,676694,58.0,52.0,15.0,220,112,86,13,5,0,40,25,6,9,12,3,0,0,0.7678571428571429,0.509090909090909,0.22413793103448276,0.08620689655172414,0.28846153846153844,0.3448275862068966,0.34615384615384615,RHP,270,52,0.6153846153846154,0.17307692307692307,0.21153846153846154,0.28846153846153844,0.2619047619047619,0.038461538461538464,102.69,0.2946164383561644,0.24630882352941175
648,Jake Rogers,668670,16.0,15.0,4.0,59,24,18,4,1,0,11,4,3,3,3,0,1,0,0.75,0.4067796610169492,0.25,0.0625,0.26666666666666666,0.3125,0.4,RHP,89,13,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.6153846153846154,0.1836734693877551,0.15384615384615385,96.16000000000001,0.3438636363636363,0.23811111111111108
649,James Wood,695578,67.0,56.0,14.0,304,108,81,16,10,1,40,27,4,9,6,3,0,5,0.75,0.35526315789473684,0.23880597014925373,0.14925373134328357,0.25,0.373134328358209,0.5714285714285714,RHP,476,63,0.6031746031746031,0.14285714285714285,0.25396825396825395,0.2698412698412698,0.26639344262295084,0.20634920634920634,108.71,0.4108846346153846,0.25285555555555556
650,Jared Triolo,669707,24.0,23.0,3.0,81,45,34,5,1,0,18,7,3,5,1,2,0,0,0.7555555555555555,0.5555555555555556,0.20833333333333334,0.041666666666666664,0.13043478260869565,0.16666666666666666,0.21739130434782608,RHP,126,26,0.4230769230769231,0.19230769230769232,0.2692307692307692,0.23076923076923078,0.27586206896551724,0.038461538461538464,101.0,0.2585488235294117,0.199
651,Jarred Kelenic,672284,59.0,54.0,10.0,231,119,71,19,5,0,35,16,2,12,6,2,0,2,0.5966386554621849,0.5151515151515151,0.3220338983050847,0.0847457627118644,0.18518518518518517,0.2542372881355932,0.3333333333333333,RHP,258,37,0.4594594594594595,0.05405405405405406,0.35135135135135137,0.2702702702702703,0.2727272727272727,0.13513513513513514,104.04,0.29696923076923076,0.19475
652,Jarren Duran,680776,87.0,78.0,24.0,292,139,109,15,6,2,64,29,18,13,16,6,1,1,0.7841726618705036,0.476027397260274,0.1724137931034483,0.06896551724137931,0.3076923076923077,0.367816091954023,0.44871794871794873,RHP,409,84,0.44047619047619047,0.2857142857142857,0.21428571428571427,0.36904761904761907,0.2985781990521327,0.08333333333333333,104.34,0.3152768319327731,0.251
653,Jason Heyward,518792,40.0,35.0,6.0,146,70,51,9,3,0,27,11,1,11,4,1,0,1,0.7285714285714285,0.4794520547945205,0.225,0.075,0.17142857142857143,0.225,0.2857142857142857,RHP,176,32,0.40625,0.0625,0.34375,0.25,0.3402061855670103,0.0625,101.12,0.25548936170212766,0.18537209302325583
654,Jasson Dominguez,691176,52.0,48.0,15.0,187,95,70,16,4,0,32,14,9,7,10,3,0,2,0.7368421052631579,0.5080213903743316,0.3076923076923077,0.07692307692307693,0.3125,0.36538461538461536,0.5,RHP,334,49,0.42857142857142855,0.22448979591836735,0.22448979591836735,0.2653061224489796,0.30057803468208094,0.08163265306122448,102.0,0.3117635287356322,0.22929870129870128
655,Javier Baez,595879,41.0,39.0,8.0,161,81,58,9,1,1,30,13,8,9,6,2,0,0,0.7160493827160493,0.5031055900621118,0.21951219512195122,0.024390243902439025,0.20512820512820512,0.24390243902439024,0.2564102564102564,RHP,267,49,0.5306122448979592,0.2653061224489796,0.1836734693877551,0.3877551020408163,0.3706293706293706,0.02040816326530612,98.75,0.2537072142857143,0.22096969696969695
656,Javier Sanoja,691594,23.0,22.0,7.0,87,38,31,5,1,0,17,6,5,4,6,0,0,1,0.8157894736842105,0.4367816091954023,0.21739130434782608,0.043478260869565216,0.3181818181818182,0.34782608695652173,0.45454545454545453,RHP,177,35,0.42857142857142855,0.2571428571428571,0.2,0.37142857142857144,0.345679012345679,0.02857142857142857,99.1,0.27517021276595743,0.2426086956521739
657,Jazz Chisholm,665862,72.0,62.0,10.0,319,138,91,22,9,0,41,14,7,15,3,1,0,6,0.6594202898550725,0.43260188087774293,0.3055555555555556,0.125,0.16129032258064516,0.2638888888888889,0.46774193548387094,RHP,463,59,0.3389830508474576,0.15254237288135594,0.3898305084745763,0.3220338983050847,0.2575107296137339,0.1694915254237288,102.5,0.3420897547169811,0.20821739130434783
658,Jeimer Candelario,600869,63.0,56.0,6.0,259,131,80,25,7,0,31,18,4,9,5,1,0,0,0.6106870229007634,0.5057915057915058,0.3968253968253968,0.1111111111111111,0.10714285714285714,0.20634920634920634,0.125,RHP,354,51,0.5294117647058824,0.13725490196078433,0.27450980392156865,0.21568627450980393,0.30726256983240224,0.0784313725490196,100.0,0.2264597701149425,0.1409102564102564
659,Jeremy Pena,665161,79.0,71.0,17.0,295,144,110,12,5,2,60,25,18,14,11,3,0,3,0.7638888888888888,0.488135593220339,0.1518987341772152,0.06329113924050633,0.23943661971830985,0.3037974683544304,0.4084507042253521,RHP,353,70,0.45714285714285713,0.2714285714285714,0.22857142857142856,0.32857142857142857,0.32608695652173914,0.11428571428571428,103.42,0.3733317634408602,0.2890714285714286
660,Jesse Winker,608385,47.0,42.0,9.0,178,75,55,14,4,0,29,9,8,5,3,4,1,1,0.7333333333333333,0.42134831460674155,0.2978723404255319,0.0851063829787234,0.21428571428571427,0.2765957446808511,0.42857142857142855,RHP,200,32,0.3125,0.28125,0.1875,0.34375,0.20652173913043478,0.125,103.64,0.2897843137254902,0.21346808510638296
661,Jesus Sanchez,660821,25.0,21.0,4.0,95,44,33,4,4,0,17,6,4,2,3,1,0,0,0.75,0.4631578947368421,0.16,0.16,0.19047619047619047,0.32,0.23809523809523808,RHP,120,21,0.38095238095238093,0.23809523809523808,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.09523809523809523,106.1,0.35646875,0.24637037037037038
662,Jhonkensy Noel,678877,19.0,18.0,4.0,65,39,24,4,1,0,14,6,2,2,3,1,0,0,0.6153846153846154,0.6,0.21052631578947367,0.05263157894736842,0.2222222222222222,0.2631578947368421,0.2777777777777778,RHP,157,31,0.4838709677419355,0.0967741935483871,0.22580645161290322,0.06451612903225806,0.42168674698795183,0.03225806451612903,110.94000000000001,0.1790222222222222,0.15234883720930234
663,Jhonny Pereda,640902,11.0,11.0,3.0,48,25,14,5,0,0,6,4,1,1,2,1,0,0,0.56,0.5208333333333334,0.45454545454545453,0.0,0.2727272727272727,0.2727272727272727,0.36363636363636365,RHP,66,8,0.75,0.125,0.125,0.25,0.2962962962962963,0.0,101.06,0.13620000000000002,0.15446666666666667
664,Ji Hwan Bae,678225,3.0,3.0,0.0,12,6,2,2,0,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,RHP,15,1,0.0,0.0,0.0,0.0,0.5,0.0,81.07,0.0,0.00025
665,Jo Adell,666176,53.0,49.0,13.0,190,94,72,12,3,1,37,16,9,9,8,3,0,2,0.7659574468085106,0.49473684210526314,0.22641509433962265,0.05660377358490566,0.2653061224489796,0.32075471698113206,0.4489795918367347,RHP,243,48,0.4791666666666667,0.22916666666666666,0.22916666666666666,0.3541666666666667,0.3185840707964602,0.14583333333333334,106.21,0.3518177826086957,0.27055384615384614
666,Joc Pederson,592626,63.0,58.0,4.0,241,119,91,16,3,1,42,22,6,10,2,2,0,0,0.7647058823529411,0.49377593360995853,0.25396825396825395,0.047619047619047616,0.06896551724137931,0.12698412698412698,0.10344827586206896,RHP,257,43,0.5348837209302325,0.13953488372093023,0.23255813953488372,0.16279069767441862,0.24793388429752067,0.06976744186046512,106.12,0.2044834923076923,0.149
667,Joey Bart,663698,51.0,44.0,12.0,201,77,51,15,5,2,29,13,9,7,10,1,1,0,0.6623376623376623,0.38308457711442784,0.29411764705882354,0.09803921568627451,0.2727272727272727,0.37254901960784315,0.3409090909090909,RHP,273,38,0.4473684210526316,0.2894736842105263,0.2631578947368421,0.42105263157894735,0.23129251700680273,0.13157894736842105,103.7,0.3258964347826087,0.20866101694915254
668,Joey Ortiz,687401,53.0,45.0,7.0,192,81,66,8,7,0,38,10,13,10,7,0,0,0,0.8148148148148148,0.421875,0.1509433962264151,0.1320754716981132,0.15555555555555556,0.2641509433962264,0.15555555555555556,RHP,349,69,0.43478260869565216,0.2318840579710145,0.21739130434782608,0.2753623188405797,0.2823529411764706,0.014492753623188406,100.5,0.269683,0.21310843373493973
669,Johan Rojas,679032,25.0,23.0,7.0,94,50,32,10,2,0,13,10,1,1,6,1,0,0,0.64,0.5319148936170213,0.4,0.08,0.30434782608695654,0.36,0.34782608695652173,RHP,160,29,0.7241379310344828,0.06896551724137931,0.1724137931034483,0.13793103448275862,0.35064935064935066,0.034482758620689655,104.62,0.22772727272727272,0.18273809523809523
670,Johnathan Rodriguez,671286,1.0,1.0,0.0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,RHP,17,2,0.0,0.0,0.5,0.0,0.45454545454545453,0.0,95.26,0.021,0.017599999999999998
671,Jon Berti,542932,31.0,27.0,6.0,114,46,31,8,2,2,19,14,2,2,6,0,0,0,0.6739130434782609,0.40350877192982454,0.25806451612903225,0.06451612903225806,0.2222222222222222,0.3225806451612903,0.2222222222222222,RHP,131,23,0.7391304347826086,0.13043478260869565,0.08695652173913043,0.21739130434782608,0.1875,0.043478260869565216,101.63,0.2879126111111111,0.21425
672,Jonah Bride,681146,24.0,22.0,2.0,109,37,25,10,2,0,12,9,1,2,2,0,0,0,0.6756756756756757,0.3394495412844037,0.4166666666666667,0.08333333333333333,0.09090909090909091,0.16666666666666666,0.09090909090909091,RHP,218,26,0.5384615384615384,0.07692307692307693,0.23076923076923078,0.3076923076923077,0.21904761904761905,0.038461538461538464,99.0,0.2083478260869565,0.15719047619047619
673,Jonah Heim,641680,44.0,42.0,8.0,178,88,60,11,2,0,31,11,7,11,6,0,0,2,0.6818181818181818,0.4943820224719101,0.25,0.045454545454545456,0.19047619047619047,0.22727272727272727,0.3333333333333333,RHP,238,39,0.38461538461538464,0.2564102564102564,0.3076923076923077,0.41025641025641024,0.2926829268292683,0.10256410256410256,103.04,0.3291578947368421,0.265188679245283
674,Jonathan Aranda,666018,62.0,54.0,21.0,274,134,100,8,6,1,47,18,11,16,9,8,0,4,0.746268656716418,0.48905109489051096,0.12903225806451613,0.0967741935483871,0.3888888888888889,0.45161290322580644,0.7592592592592593,RHP,331,53,0.39622641509433965,0.22641509433962265,0.32075471698113206,0.4528301886792453,0.24561403508771928,0.18867924528301888,106.7,0.4731364545454545,0.32953846153846156
675,Jonathan India,663697,81.0,71.0,14.0,348,143,121,10,9,1,61,17,12,23,10,4,0,0,0.8461538461538461,0.4109195402298851,0.12345679012345678,0.1111111111111111,0.19718309859154928,0.2962962962962963,0.2535211267605634,RHP,399,69,0.3333333333333333,0.18840579710144928,0.34782608695652173,0.3188405797101449,0.20540540540540542,0.028985507246376812,101.35,0.31017663440860216,0.23974390243902438
676,Jonathan Ornelas,680716,3.0,3.0,0.0,12,9,4,3,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.75,1.0,0.0,0.0,0.0,0.0,RHP,19,1,1.0,0.0,0.0,0.0,0.45454545454545453,0.0,100.16,0.18839999999999998,0.0685
677,Jonny DeLuca,676356,23.0,21.0,10.0,89,46,36,3,2,0,18,8,3,5,9,0,1,0,0.782608695652174,0.5168539325842697,0.13043478260869565,0.08695652173913043,0.47619047619047616,0.5217391304347826,0.5714285714285714,RHP,95,19,0.47368421052631576,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.4166666666666667,0.0,97.49000000000001,0.31356,0.282
678,Jordan Beck,687597,23.0,20.0,3.0,105,47,24,10,3,0,10,5,3,2,3,0,0,0,0.5106382978723404,0.44761904761904764,0.43478260869565216,0.13043478260869565,0.15,0.2608695652173913,0.15,RHP,152,16,0.4375,0.25,0.25,0.25,0.3291139240506329,0.0,100.8,0.19076470588235295,0.11046666666666667
679,Jordan Walker,691023,70.0,63.0,10.0,296,144,92,21,6,1,42,18,9,10,8,0,0,2,0.6388888888888888,0.4864864864864865,0.3,0.08571428571428572,0.15873015873015872,0.24285714285714285,0.25396825396825395,RHP,394,58,0.4482758620689655,0.20689655172413793,0.22413793103448276,0.29310344827586204,0.357487922705314,0.034482758620689655,104.1,0.26082369148936174,0.194
680,Jordan Westburg,676059,64.0,60.0,12.0,231,115,88,14,3,1,46,23,7,14,6,1,1,4,0.7652173913043478,0.49783549783549785,0.21875,0.046875,0.2,0.25,0.45,RHP,308,61,0.4426229508196721,0.16393442622950818,0.3114754098360656,0.26229508196721313,0.21481481481481482,0.14754098360655737,104.7,0.34401678823529414,0.25334177215189874
681,Jorge Mateo,622761,6.0,6.0,0.0,28,17,8,3,0,0,3,1,0,2,0,0,0,0,0.47058823529411764,0.6071428571428571,0.5,0.0,0.0,0.0,0.0,RHP,64,11,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.5172413793103449,0.09090909090909091,98.54,0.15205882352941177,0.12041176470588236
682,Jorge Polanco,593871,54.0,50.0,17.0,197,92,70,6,2,0,46,18,14,11,11,2,0,4,0.7608695652173914,0.467005076142132,0.1111111111111111,0.037037037037037035,0.34,0.35185185185185186,0.62,RHP,216,50,0.38,0.34,0.22,0.44,0.29357798165137616,0.14,105.42,0.4241016949152543,0.35000000000000003
683,Jorge Soler,624585,80.0,71.0,19.0,306,142,96,25,4,3,48,14,16,12,11,4,0,4,0.676056338028169,0.46405228758169936,0.3125,0.05,0.2676056338028169,0.325,0.49295774647887325,RHP,378,55,0.3090909090909091,0.32727272727272727,0.23636363636363636,0.43636363636363634,0.22033898305084745,0.14545454545454545,105.08000000000003,0.3077025319148936,0.22291860465116278
684,Jose Altuve,514888,87.0,82.0,24.0,310,157,120,19,4,0,64,37,6,15,19,2,0,3,0.7643312101910829,0.5064516129032258,0.21839080459770116,0.04597701149425287,0.2926829268292683,0.3218390804597701,0.4268292682926829,RHP,347,74,0.5540540540540541,0.10810810810810811,0.22972972972972974,0.1891891891891892,0.40625,0.05405405405405406,99.69,0.2575959595959596,0.21338947368421052
685,Jose Azocar,640492,2.0,2.0,1.0,4,2,2,0,0,0,2,1,1,0,1,0,0,0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,RHP,22,7,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.0,100.55,0.40757142857142853,0.43142857142857144
686,Jose Caballero,676609,30.0,24.0,6.0,134,50,38,10,6,0,14,2,6,6,5,1,0,0,0.76,0.373134328358209,0.3333333333333333,0.2,0.25,0.4,0.2916666666666667,RHP,214,23,0.17391304347826086,0.43478260869565216,0.34782608695652173,0.6086956521739131,0.20512820512820512,0.043478260869565216,93.35,0.28412765957446806,0.20932499999999998
687,Jose Herrera,645444,23.0,20.0,3.0,111,41,34,8,1,0,14,4,3,6,2,0,0,1,0.8292682926829268,0.36936936936936937,0.34782608695652173,0.043478260869565216,0.15,0.17391304347826086,0.3,RHP,130,17,0.35294117647058826,0.17647058823529413,0.4117647058823529,0.23529411764705882,0.1724137931034483,0.0,90.81,0.17371999999999999,0.1416923076923077
688,Jose Iglesias,578428,43.0,39.0,10.0,174,78,59,8,2,2,31,26,3,2,10,0,0,0,0.7564102564102564,0.4482758620689655,0.18604651162790697,0.046511627906976744,0.2564102564102564,0.32558139534883723,0.2564102564102564,RHP,252,48,0.7708333333333334,0.125,0.08333333333333333,0.16666666666666666,0.36923076923076925,0.0,96.95,0.2626062096774194,0.2291206896551724
689,Jose Miranda,669304,21.0,21.0,5.0,66,32,25,5,0,0,16,9,3,4,4,0,0,1,0.78125,0.48484848484848486,0.23809523809523808,0.0,0.23809523809523808,0.23809523809523808,0.38095238095238093,RHP,127,23,0.5652173913043478,0.17391304347826086,0.2608695652173913,0.2608695652173913,0.3898305084745763,0.043478260869565216,101.2,0.20580555555555555,0.21252777777777776
690,Jose Ramirez,608070,69.0,61.0,14.0,273,129,100,9,5,1,54,15,11,21,9,1,0,4,0.7751937984496124,0.4725274725274725,0.13043478260869565,0.07246376811594203,0.22950819672131148,0.2898550724637681,0.4426229508196721,RHP,362,76,0.2631578947368421,0.23684210526315788,0.3684210526315789,0.40789473684210525,0.2864864864864865,0.10526315789473684,102.4,0.3356360736842105,0.26927586206896553
691,Jose Siri,642350,22.0,18.0,1.0,91,43,27,6,4,0,12,3,1,7,0,1,0,0,0.627906976744186,0.4725274725274725,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.22727272727272727,0.1111111111111111,RHP,101,12,0.25,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.3684210526315789,0.16666666666666666,102.72,0.246375,0.11125
692,Jose Tena,677588,22.0,22.0,4.0,74,38,26,6,0,0,16,9,5,2,2,1,1,0,0.6842105263157895,0.5135135135135135,0.2727272727272727,0.0,0.18181818181818182,0.18181818181818182,0.3181818181818182,RHP,79,18,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.3888888888888889,0.42857142857142855,0.05555555555555555,100.67999999999999,0.23291666666666666,0.22
693,Jose Trevino,624431,43.0,40.0,14.0,139,60,49,6,2,0,35,19,9,5,9,4,0,1,0.8166666666666667,0.4316546762589928,0.13953488372093023,0.046511627906976744,0.35,0.37209302325581395,0.525,RHP,189,46,0.5652173913043478,0.21739130434782608,0.13043478260869565,0.32608695652173914,0.28888888888888886,0.043478260869565216,102.64,0.28148214285714285,0.2530943396226415
694,Josh Bell,605137,69.0,62.0,10.0,273,133,96,15,6,1,47,26,5,13,6,0,0,4,0.7218045112781954,0.48717948717948717,0.21739130434782608,0.08695652173913043,0.16129032258064516,0.2463768115942029,0.3548387096774194,RHP,357,62,0.5161290322580645,0.12903225806451613,0.27419354838709675,0.24193548387096775,0.28125,0.0967741935483871,103.11,0.3113380777777778,0.2121923076923077
695,Josh Jung,673962,44.0,43.0,12.0,152,74,57,11,1,0,32,16,8,5,7,3,1,1,0.7702702702702703,0.4868421052631579,0.25,0.022727272727272728,0.27906976744186046,0.29545454545454547,0.46511627906976744,RHP,212,44,0.45454545454545453,0.25,0.18181818181818182,0.38636363636363635,0.3229166666666667,0.1590909090909091,103.11,0.3036101694915254,0.24086206896551726
696,Josh Naylor,647304,71.0,62.0,24.0,214,98,79,6,8,0,57,29,16,11,15,5,0,4,0.8061224489795918,0.45794392523364486,0.08450704225352113,0.11267605633802817,0.3870967741935484,0.4507042253521127,0.6612903225806451,RHP,317,81,0.5061728395061729,0.24691358024691357,0.2345679012345679,0.32098765432098764,0.2631578947368421,0.07407407407407407,105.7,0.38231313131313127,0.3156179775280899
697,Josh Palacios,641943,24.0,20.0,5.0,81,37,25,5,3,1,15,9,5,1,5,0,0,0,0.6756756756756757,0.4567901234567901,0.20833333333333334,0.125,0.25,0.375,0.25,RHP,100,17,0.5294117647058824,0.29411764705882354,0.058823529411764705,0.29411764705882354,0.28846153846153844,0.0,105.62,0.2617383793103448,0.18852
698,Josh Smith,669701,44.0,39.0,17.0,162,73,62,7,5,0,32,15,8,9,11,4,0,2,0.8493150684931506,0.4506172839506173,0.1590909090909091,0.11363636363636363,0.4358974358974359,0.5,0.6923076923076923,RHP,225,36,0.4444444444444444,0.25,0.2777777777777778,0.4166666666666667,0.2882882882882883,0.08333333333333333,101.08,0.35673684210526313,0.27824000000000004
699,Juan Soto,665742,83.0,71.0,14.0,327,128,102,13,11,0,59,33,8,13,7,4,0,3,0.796875,0.39143730886850153,0.1566265060240964,0.13253012048192772,0.19718309859154928,0.30120481927710846,0.38028169014084506,RHP,431,75,0.5866666666666667,0.16,0.18666666666666668,0.24,0.20588235294117646,0.05333333333333334,105.9,0.3486944444444444,0.256967032967033
700,Julio Rodriguez,677594,81.0,70.0,14.0,281,158,105,17,8,3,53,29,9,12,8,2,2,2,0.6645569620253164,0.5622775800711743,0.20987654320987653,0.09876543209876543,0.2,0.30864197530864196,0.37142857142857144,RHP,385,68,0.5294117647058824,0.17647058823529413,0.25,0.29411764705882354,0.3842364532019704,0.08823529411764706,106.02,0.352578623853211,0.23240425531914893
701,Jung Hoo Lee,808982,70.0,61.0,18.0,288,132,114,9,8,0,53,21,20,11,8,8,1,1,0.8636363636363636,0.4583333333333333,0.12857142857142856,0.11428571428571428,0.29508196721311475,0.37142857142857144,0.5081967213114754,RHP,415,80,0.45,0.325,0.2,0.425,0.275,0.0625,102.09,0.37855339805825244,0.32575531914893613
702,Junior Caminero,691406,63.0,58.0,15.0,252,132,100,18,4,0,41,22,7,11,8,3,0,4,0.7575757575757576,0.5238095238095238,0.2857142857142857,0.06349206349206349,0.25862068965517243,0.30158730158730157,0.5172413793103449,RHP,345,62,0.5806451612903226,0.16129032258064516,0.22580645161290322,0.25806451612903225,0.375,0.11290322580645161,105.86,0.35161363636363635,0.275855421686747
703,Jurickson Profar,595777,16.0,15.0,3.0,90,48,42,3,1,0,12,7,1,3,3,0,0,0,0.875,0.5333333333333333,0.1875,0.0625,0.2,0.25,0.2,RHP,90,12,0.5833333333333334,0.08333333333333333,0.25,0.25,0.3902439024390244,0.0,96.94,0.1549375,0.12453333333333333
704,Justin Turner,457759,28.0,24.0,3.0,137,65,53,8,3,1,16,7,2,6,3,0,0,0,0.8153846153846154,0.4744525547445255,0.2857142857142857,0.10714285714285714,0.125,0.25,0.125,RHP,238,28,0.42857142857142855,0.17857142857142858,0.35714285714285715,0.39285714285714285,0.256198347107438,0.03571428571428571,94.44000000000001,0.2813005625,0.18414999999999998
705,Justyn-Henry Malloy,669234,33.0,26.0,5.0,140,57,42,10,5,0,18,4,7,6,3,2,0,0,0.7368421052631579,0.40714285714285714,0.30303030303030304,0.15151515151515152,0.19230769230769232,0.30303030303030304,0.2692307692307692,RHP,272,34,0.29411764705882354,0.3235294117647059,0.3235294117647059,0.38235294117647056,0.18620689655172415,0.058823529411764705,99.56,0.3285952380952381,0.20426
706,Kameron Misner,670224,52.0,46.0,18.0,220,95,74,8,4,0,40,18,9,11,10,5,1,2,0.7789473684210526,0.4318181818181818,0.15384615384615385,0.07692307692307693,0.391304347826087,0.4230769230769231,0.6739130434782609,RHP,259,46,0.43478260869565216,0.21739130434782608,0.30434782608695654,0.30434782608695654,0.24193548387096775,0.08695652173913043,102.95,0.3408922459016393,0.254125
707,Ke'Bryan Hayes,663647,71.0,64.0,16.0,268,108,86,11,6,1,53,21,18,6,13,1,1,1,0.7962962962962963,0.40298507462686567,0.15492957746478872,0.08450704225352113,0.25,0.323943661971831,0.34375,RHP,362,67,0.43283582089552236,0.29850746268656714,0.14925373134328357,0.29850746268656714,0.24352331606217617,0.05970149253731343,103.58,0.3113671195652174,0.26448809523809524
708,Keibert Ruiz,660688,61.0,56.0,19.0,193,97,84,5,3,2,51,24,14,9,14,4,0,1,0.865979381443299,0.5025906735751295,0.08196721311475409,0.04918032786885246,0.3392857142857143,0.39344262295081966,0.4642857142857143,RHP,280,72,0.4861111111111111,0.2638888888888889,0.16666666666666666,0.3611111111111111,0.37681159420289856,0.013888888888888888,99.8,0.3461378372093023,0.3324125
709,Kerry Carpenter,681481,59.0,56.0,18.0,196,115,90,10,1,2,46,15,8,15,12,3,0,3,0.782608695652174,0.5867346938775511,0.1694915254237288,0.01694915254237288,0.32142857142857145,0.3559322033898305,0.5357142857142857,RHP,276,62,0.3387096774193548,0.1935483870967742,0.3225806451612903,0.41935483870967744,0.4315068493150685,0.12903225806451613,102.9,0.36190539506172836,0.2683589743589743
710,Ketel Marte,606466,19.0,15.0,6.0,77,30,22,2,4,0,13,6,2,5,4,2,0,0,0.7333333333333333,0.38961038961038963,0.10526315789473684,0.21052631578947367,0.4,0.5263157894736842,0.5333333333333333,RHP,123,22,0.45454545454545453,0.18181818181818182,0.3181818181818182,0.2727272727272727,0.29411764705882354,0.045454545454545456,106.0,0.42259375,0.34303846153846157
711,Kevin Newman,621028,20.0,20.0,2.0,73,46,35,6,0,0,14,7,4,2,2,0,0,0,0.7608695652173914,0.6301369863013698,0.3,0.0,0.1,0.1,0.1,RHP,85,18,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.5714285714285714,0.0,100.64,0.232375,0.23764
