,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,BrlHR,Brl3B,Brl2B,Brl1B,BrlBABIP,BrlOut,SolidHR,Solid3B,Solid2B,Solid1B,SolidBABIP,SolidOut,FlareHR,Flare3B,Flare2B,Flare1B,FlareBABIP,FlareOut,UnderHR,Under3B,Under2B,Under1B,UnderBABIP,UnderOut,ToppedHR,Topped3B,Topped2B,Topped1B,ToppedBABIP,ToppedOut,WeakHR,Weak3B,Weak2B,Weak1B,WeakBABIP,WeakOut,SBAtt%,SBSuccess%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
0,Taylor Ward,621493,17548,LAA,MLB,31.4,0.233,0.091,0.119,0.063,0.231,0.29,0.274,0.022,0.459,0.026,0.204,0.006,0.695,0.30500000000000005,0.07,0.016,0.206,0.115,0.407,0.593,0.0,0.005,0.095,0.565,0.665,0.33499999999999996,0.006,0.002,0.025,0.033,0.066,0.9339999999999999,0.0,0.0,0.018,0.156,0.174,0.8260000000000001,0.0,0.0,0.002,0.214,0.216,0.784,0.06870829694323144,0.6736842105263158,3.9091698923231832,0.013429752066115703,1.0354999999999999,0.9025,0.9415,1.0150000000000001,1.037,0.9764999999999999,1.053,0.911,0.9624999999999999,1.088,0.9984999999999999,1.0015,1.0165,0.9615,0.938,1.0405
1,Luis Rengifo,650859,19858,LAA,MLB,28.2,0.158,0.069,0.047,0.051,0.265,0.225,0.379,0.032,0.594,0.005,0.108,0.0,0.707,0.29300000000000004,0.071,0.023,0.227,0.102,0.423,0.577,0.0,0.008,0.093,0.56,0.661,0.33899999999999997,0.007,0.002,0.027,0.035,0.071,0.929,0.0,0.002,0.016,0.172,0.19,0.81,0.0,0.0,0.008,0.126,0.134,0.866,0.24133846153846156,0.75,3.9091698923231832,0.011500547645125958,1.0034999999999998,0.9325,1.091,0.9285,0.9470000000000001,1.254,1.017,1.073,1.0215,0.982,0.983,0.944,1.023,1.0295,0.9125,0.9159999999999999
2,Mike Trout,545361,10155,LAA,MLB,33.7,0.269,0.116,0.164,0.068,0.239,0.287,0.196,0.046,0.589,0.035,0.132,0.002,0.758,0.242,0.076,0.016,0.209,0.118,0.419,0.581,0.0,0.007,0.098,0.545,0.65,0.35,0.005,0.004,0.03,0.033,0.072,0.928,0.0,0.0,0.014,0.183,0.197,0.8029999999999999,0.0,0.001,0.002,0.217,0.22,0.78,0.1095196261682243,0.8250000000000001,3.9091698923231832,0.017736486486486486,1.021,0.9430000000000001,0.9279999999999999,1.0565,1.061,0.901,1.0725,0.8465,0.9545,1.117,0.976,1.0695,1.007,0.986,0.9299999999999999,1.0725
3,Jorge Soler,624585,14221,LAA,MLB,33.2,0.256,0.111,0.139,0.076,0.214,0.275,0.258,0.039,0.519,0.0,0.19,0.029,0.738,0.262,0.081,0.016,0.228,0.127,0.452,0.548,0.0,0.007,0.092,0.549,0.648,0.352,0.006,0.002,0.023,0.026,0.057,0.943,0.0,0.0,0.011,0.117,0.128,0.872,0.0,0.0,0.002,0.145,0.147,0.853,0.02710593607305936,0.95,3.9091698923231832,0.0125,1.0145,0.962,0.9105000000000001,1.109,0.954,1.224,0.9884999999999999,1.0955,1.0075,0.958,1.0415,0.872,0.98,1.0675,1.0165,0.8125
4,Logan O'Hoppe,681351,24729,LAA,MLB,25.2,0.286,0.062,0.133,0.068,0.256,0.247,0.262,0.033,0.526,0.0,0.121,0.041,0.687,0.31299999999999994,0.064,0.023,0.197,0.148,0.432,0.5680000000000001,0.0,0.005,0.087,0.56,0.652,0.348,0.007,0.002,0.032,0.029,0.07,0.9299999999999999,0.0,0.0,0.005,0.154,0.159,0.841,0.0,0.0,0.0,0.143,0.143,0.857,0.052741176470588236,0.48125,3.9091698923231832,0.018971848225214197,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
5,Nolan Schanuel,694384,33189,LAA,MLB,23.2,0.164,0.114,0.045,0.046,0.294,0.224,0.35,0.04,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.088,0.571,0.664,0.33599999999999997,0.005,0.002,0.03,0.025,0.062,0.938,0.0,0.0,0.008,0.14,0.148,0.852,0.0,0.0,0.002,0.136,0.138,0.862,0.08110268199233717,0.8250000000000001,3.9091698923231832,0.016317016317016316,0.968,1.051,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.091,1.059,0.919,0.821,1.374
6,Kyren Paris,677347,26420,LAA,MLB,23.4,0.301,0.098,0.085,0.055,0.279,0.196,0.317,0.069,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.181,0.181,0.819,0.0,0.0,0.0,0.19,0.19,0.81,0.2974859504132231,0.8705882352941177,3.9091698923231832,0.019664967225054626,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
7,Jo Adell,666176,20220,LAA,MLB,26.0,0.292,0.073,0.103,0.058,0.207,0.27,0.314,0.047,0.51,0.01,0.181,0.0,0.702,0.29800000000000004,0.068,0.028,0.228,0.129,0.453,0.5469999999999999,0.0,0.017,0.1,0.551,0.668,0.33199999999999996,0.005,0.002,0.02,0.033,0.06,0.94,0.0,0.0,0.015,0.153,0.168,0.832,0.0,0.0,0.002,0.195,0.197,0.8029999999999999,0.23798181818181818,0.7425531914893617,3.9091698923231832,0.01589041095890411,1.0285,0.9315,1.024,0.812,0.9750000000000001,1.123,1.031,0.984,0.984,1.025,1.02,0.951,0.9844999999999999,1.041,1.016,0.849
8,Tim Anderson,641313,15172,LAA,MLB,31.8,0.25,0.044,0.023,0.055,0.29,0.151,0.446,0.034,0.345,0.0,0.252,0.049,0.647,0.353,0.064,0.016,0.216,0.112,0.408,0.5920000000000001,0.0,0.007,0.085,0.57,0.662,0.33799999999999997,0.005,0.004,0.04,0.028,0.077,0.923,0.0,0.002,0.009,0.164,0.175,0.825,0.0,0.0,0.025,0.198,0.223,0.777,0.13408571428571428,0.7892857142857143,3.9091698923231832,0.004843918191603875,1.012,0.971,0.9530000000000001,0.9824999999999999,0.999,1.0815000000000001,1.0299999999999998,0.9705,0.9924999999999999,1.006,1.013,0.9624999999999999,0.9924999999999999,1.0274999999999999,0.959,0.9864999999999999
9,Travis d'Arnaud,518595,7739,LAA,MLB,36.2,0.26,0.069,0.101,0.078,0.218,0.223,0.345,0.035,0.51,0.0,0.202,0.0,0.711,0.28900000000000003,0.082,0.021,0.218,0.118,0.439,0.5609999999999999,0.0,0.005,0.107,0.543,0.655,0.345,0.006,0.002,0.034,0.026,0.068,0.9319999999999999,0.0,0.0,0.011,0.138,0.149,0.851,0.0,0.0,0.002,0.081,0.083,0.917,0.027880808080808082,0.95,3.9091698923231832,0.018772563176895306,1.0270000000000001,0.9159999999999999,0.8845000000000001,1.22,1.002,1.0779999999999998,1.0345,0.9430000000000001,0.971,1.08,0.9955,1.0195,1.0325,0.891,0.9884999999999999,0.8985
10,J.D. Davis,605204,16219,LAA,MLB,32.0,0.276,0.09,0.093,0.061,0.228,0.176,0.399,0.043,0.406,0.0,0.231,0.024,0.662,0.33799999999999997,0.075,0.016,0.22,0.13,0.441,0.5589999999999999,0.0,0.005,0.092,0.573,0.67,0.32999999999999996,0.005,0.01,0.023,0.029,0.067,0.933,0.0,0.003,0.02,0.163,0.186,0.8140000000000001,0.0,0.0,0.002,0.146,0.148,0.852,0.03324537815126051,0.575,3.9091698923231832,0.016835016835016835,0.9944999999999999,1.006,0.9259999999999999,1.036,0.998,1.0715,1.1244999999999998,0.817,0.9724999999999999,1.0445,1.0295,0.9375,0.9355,1.1280000000000001,1.0465,0.8025
11,Nicky Lopez,670032,19339,LAA,MLB,30.1,0.151,0.088,0.014,0.033,0.241,0.223,0.429,0.06,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.023,0.222,0.105,0.427,0.573,0.0,0.007,0.085,0.57,0.662,0.33799999999999997,0.005,0.005,0.031,0.03,0.071,0.929,0.0,0.001,0.015,0.177,0.193,0.8069999999999999,0.0,0.0,0.012,0.108,0.12,0.88,0.10238064516129032,0.6615384615384616,3.9091698923231832,0.010688836104513063,0.99,1.003,1.1175000000000002,0.8005,1.0550000000000002,0.8254999999999999,1.0765,0.7869999999999999,1.0074999999999998,0.996,0.967,1.056,1.0425,0.915,0.887,1.268
12,Kevin Newman,621028,17696,LAA,MLB,31.7,0.149,0.053,0.018,0.036,0.289,0.253,0.35,0.053,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.067,0.021,0.243,0.097,0.428,0.5720000000000001,0.0,0.006,0.106,0.537,0.649,0.351,0.007,0.003,0.026,0.026,0.062,0.938,0.0,0.0,0.011,0.145,0.156,0.844,0.0,0.0,0.002,0.198,0.2,0.8,0.1173609756097561,0.86,3.9091698923231832,0.006253908692933083,1.068,0.8755,0.9550000000000001,0.985,0.7375,1.509,0.9284999999999999,1.165,0.9884999999999999,1.015,1.032,0.9359999999999999,0.9784999999999999,1.0455,1.0615,0.7869999999999999
13,Yoan Moncada,660162,17232,LAA,MLB,29.9,0.294,0.072,0.087,0.067,0.261,0.24,0.316,0.029,0.37,0.004,0.31,0.045,0.728,0.272,0.078,0.016,0.224,0.118,0.436,0.5640000000000001,0.0,0.007,0.099,0.565,0.671,0.32899999999999996,0.005,0.004,0.033,0.028,0.07,0.9299999999999999,0.0,0.0,0.025,0.143,0.168,0.832,0.0,0.0,0.027,0.13,0.157,0.843,0.060825641025641024,0.8,3.9091698923231832,0.011472275334608031,0.9644999999999999,1.049,1.084,0.9299999999999999,1.0635,0.9259999999999999,1.0499999999999998,0.974,1.001,1.0425,0.951,1.047,1.0615,0.8955,0.8434999999999999,1.1675
14,Anthony Rendon,543685,12861,LAA,MLB,34.9,0.155,0.114,0.03,0.074,0.247,0.303,0.312,0.033,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.068,0.016,0.232,0.105,0.421,0.579,0.0,0.005,0.097,0.559,0.661,0.33899999999999997,0.01,0.002,0.024,0.026,0.062,0.938,0.0,0.0,0.014,0.121,0.135,0.865,0.0,0.0,0.0,0.14,0.14,0.86,0.08351681415929203,0.875,4.065040650406504,0.018867924528301886,1.0114999999999998,0.973,0.897,1.1324999999999998,0.8175,1.5835,1.0379999999999998,0.9515,0.984,1.029,1.006,0.9824999999999999,1.0235,0.941,1.0025,0.864
15,Zach Neto,687263,31347,LAA,MLB,24.2,0.233,0.063,0.087,0.077,0.228,0.241,0.307,0.06,0.532,0.0,0.276,0.0,0.808,0.19199999999999995,0.072,0.016,0.216,0.113,0.417,0.583,0.0,0.005,0.108,0.559,0.672,0.32799999999999996,0.007,0.004,0.032,0.031,0.074,0.926,0.0,0.0,0.021,0.14,0.161,0.839,0.0,0.0,0.002,0.116,0.118,0.882,0.2583964912280702,0.7657894736842106,3.816793893129771,0.03859649122807018,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
16,Chuckie Robinson,642020,19824,LAA,MLB,30.4,0.272,0.05,0.064,0.062,0.278,0.232,0.296,0.068,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.159,0.159,0.841,0.0,0.0,0.0,0.125,0.125,0.875,0.03302314049586777,0.6772727272727272,3.698529411764706,0.0180623973727422,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
17,Niko Kavadas,694359,29782,LAA,MLB,26.5,0.387,0.141,0.128,0.084,0.227,0.256,0.271,0.034,0.55,0.0,0.2,0.0,0.715,0.28500000000000003,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.145,0.145,0.855,0.0,0.0,0.0,0.201,0.201,0.7989999999999999,0.028047422680412368,0.8,4.386792452830188,0.02943454686289698,0.968,1.051,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.091,1.059,0.919,0.821,1.374
18,Ryan Noda,676116,23312,LAA,MLB,29.1,0.342,0.149,0.109,0.084,0.221,0.26,0.272,0.054,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.087,0.565,0.657,0.34299999999999997,0.009,0.002,0.03,0.034,0.075,0.925,0.0,0.0,0.021,0.16,0.181,0.819,0.0,0.0,0.0,0.206,0.206,0.794,0.05601399176954733,0.8500000000000001,4.201680672268908,0.02995270625328429,0.968,1.051,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.091,1.059,0.919,0.821,1.374
19,Matthew Lugo,683090,sa1169598,LAA,MLB,24.0,0.248,0.059,0.124,0.058,0.275,0.192,0.29,0.061,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.16685882352941178,0.8363636363636364,3.9091698923231832,0.017990074441687345,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
20,Gustavo Campero,672569,22707,LAA,MLB,27.6,0.207,0.067,0.072,0.049,0.272,0.193,0.342,0.073,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.161,0.161,0.839,0.0,0.0,0.0,0.227,0.227,0.773,0.22186185567010308,0.8304347826086956,3.9091698923231832,0.044340723453908985,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.953,1.059,1.027,0.821,0.841
21,Sebastian Rivero,665861,21735,LAA,MLB,26.4,0.252,0.046,0.06,0.04,0.25,0.25,0.35,0.05,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.03192121212121212,0.575,3.7534246575342465,0.0175054704595186,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
22,Zach Humphreys,668876,sa3016853,LAA,MLB,27.5,0.243,0.107,0.042,0.062,0.236,0.22,0.369,0.071,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.1421529411764706,0.74,3.9091698923231832,0.006711409395973154,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
23,Yolmer Sanchez,570560,11602,LAA,MLB,32.8,0.251,0.111,0.061,0.059,0.254,0.28,0.302,0.044,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.206,0.206,0.794,0.0930824427480916,0.831578947368421,3.9091698923231832,0.01951854261548471,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.953,1.059,1.027,0.821,0.841
24,Carter Kieboom,666198,19958,LAA,MLB,27.6,0.287,0.064,0.048,0.057,0.263,0.218,0.351,0.063,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.09,0.503,0.598,0.402,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.016,0.184,0.2,0.8,0.0,0.0,0.0,0.143,0.143,0.857,0.08133846153846154,0.7192307692307692,3.6099706744868034,0.020114942528735632,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
25,Chad Stevens,677060,sa3017040,LAA,MLB,26.2,0.321,0.073,0.1,0.059,0.293,0.195,0.285,0.068,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.13592903225806452,0.7425531914893617,3.9091698923231832,0.01984732824427481,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
26,Scott Kingery,664068,17975,LAA,MLB,31.0,0.293,0.079,0.074,0.071,0.246,0.294,0.258,0.057,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.1716987341772152,0.9105263157894736,3.9091698923231832,0.006939625260235947,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
27,Bryce Teodosio,669326,29524,LAA,MLB,25.8,0.325,0.067,0.056,0.046,0.236,0.256,0.321,0.085,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.193,0.193,0.8069999999999999,0.0,0.0,0.0,0.23,0.23,0.77,0.33059136690647484,0.8182432432432433,3.9091698923231832,0.02358490566037736,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
28,Sonny DiChiara,800685,sa3019866,LAA,MLB,25.7,0.327,0.104,0.089,0.054,0.284,0.191,0.315,0.068,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.03291475409836066,0.95,3.9091698923231832,0.0274869109947644,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
29,Evan White,657108,20078,LAA,MLB,29.0,0.301,0.094,0.069,0.048,0.277,0.187,0.349,0.07,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.099,0.8,3.9326923076923075,0.011683837976016024,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
30,Travis Blankenhorn,663905,18395,LAA,MLB,28.7,0.267,0.078,0.102,0.058,0.227,0.28,0.293,0.04,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.145,0.145,0.855,0.0,0.0,0.0,0.201,0.201,0.7989999999999999,0.06849565217391304,0.45,3.7916666666666665,0.018442622950819672,0.968,1.051,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.091,1.059,0.919,0.821,1.374
31,Tucker Flint,687272,sa3019856,LAA,MLB,24.0,0.297,0.108,0.07,0.049,0.288,0.178,0.349,0.066,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.206,0.206,0.794,0.13279435028248587,0.66875,3.9091698923231832,0.032723772858517804,0.968,1.051,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.091,1.059,0.919,0.821,1.374
32,Caleb Ketchup,810053,sa3022436,LAA,MLB,23.3,0.29,0.097,0.059,0.049,0.285,0.219,0.288,0.099,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.143,0.143,0.857,0.46006845637583893,0.8415662650602409,3.9091698923231832,0.013282732447817837,1.016,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.016,0.953,0.995,1.027,0.964,0.841
33,Gunnar Henderson,683002,26289,BAL,MLB,23.8,0.237,0.097,0.114,0.079,0.25,0.187,0.335,0.035,0.549,0.042,0.115,0.011,0.718,0.28200000000000003,0.07,0.027,0.225,0.11,0.432,0.5680000000000001,0.0,0.013,0.102,0.542,0.657,0.34299999999999997,0.012,0.003,0.025,0.027,0.067,0.933,0.0,,0.022,0.186,,,0.0,0.0,0.011,0.172,0.183,0.817,0.12622201834862387,0.81875,3.9091698923231832,0.00974313551815766,0.9764999999999999,1.045,1.0270000000000001,1.0885,1.1155,0.673,1.105,0.734,1.041,0.901,0.9495,1.1019999999999999,0.979,1.099,0.7505,1.631
34,Adley Rutschman,668939,26288,BAL,MLB,27.2,0.156,0.101,0.067,0.059,0.277,0.295,0.273,0.029,0.492,0.0,0.215,0.022,0.729,0.271,0.073,0.016,0.22,0.107,0.416,0.5840000000000001,0.0,0.008,0.1,0.554,0.662,0.33799999999999997,0.007,0.003,0.026,0.035,0.071,0.929,0.0,0.0,0.018,0.119,0.137,0.863,0.0,0.0,0.002,0.171,0.173,0.827,0.023133333333333332,0.575,3.9091698923231832,0.008329679964927663,1.004,0.9285,1.0474999999999999,1.0434999999999999,1.0015,1.1255,1.0539999999999998,0.9775,0.9994999999999999,1.0375,0.942,1.051,1.0659999999999998,0.9175,0.948,0.821
35,Ryan O'Hearn,656811,16442,BAL,MLB,31.7,0.16,0.077,0.076,0.081,0.239,0.252,0.324,0.028,0.403,0.01,0.155,0.023,0.59,0.41000000000000003,0.072,0.016,0.213,0.127,0.428,0.5720000000000001,0.0,0.006,0.1,0.549,0.655,0.345,0.01,0.005,0.02,0.034,0.069,0.931,0.0,0.003,0.019,0.177,0.199,0.8009999999999999,0.0,0.0,0.002,0.165,0.167,0.833,0.04560645161290323,0.8136363636363637,3.9091698923231832,0.007412398921832884,0.968,1.051,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.091,1.059,0.919,0.821,1.374
36,Jordan Westburg,676059,27815,BAL,MLB,26.2,0.227,0.057,0.112,0.082,0.243,0.235,0.298,0.029,0.486,0.037,0.256,0.0,0.78,0.21999999999999997,0.066,0.019,0.225,0.119,0.429,0.571,0.0,0.023,0.095,0.541,0.659,0.34099999999999997,0.005,0.002,0.017,0.019,0.043,0.957,0.0,0.0,0.025,0.135,0.16,0.84,0.0,0.0,0.0,0.19,0.19,0.81,0.08337615894039735,0.79375,3.9091698923231832,0.019351717464925013,0.9590000000000001,1.109,0.8440000000000001,1.266,0.978,1.1455,0.9495,1.2120000000000002,0.97,1.073,1.0514999999999999,0.8445,1.013,0.966,0.87,1.2585
37,Cedric Mullins II,656775,17929,BAL,MLB,30.6,0.202,0.091,0.057,0.055,0.231,0.342,0.264,0.051,0.55,0.044,0.191,0.019,0.803,0.19699999999999995,0.086,0.021,0.22,0.109,0.436,0.5640000000000001,0.0,0.008,0.114,0.542,0.664,0.33599999999999997,0.01,0.004,0.023,0.027,0.064,0.9359999999999999,0.0,0.0,0.019,0.175,0.194,0.806,0.0,0.0,0.008,0.278,0.286,0.714,0.22669655172413794,0.8136363636363637,3.9091698923231832,0.011805859204197638,0.9724999999999999,1.0535,1.105,0.8895,1.05,0.8605,1.145,0.657,1.019,0.9655,0.9315,1.1400000000000001,1.0394999999999999,0.9345,0.873,1.279
38,Tyler O'Neill,641933,15711,BAL,MLB,29.8,0.3,0.102,0.164,0.066,0.186,0.28,0.252,0.052,0.546,0.006,0.15,0.008,0.711,0.28900000000000003,0.068,0.016,0.216,0.141,0.441,0.5589999999999999,0.0,0.005,0.098,0.551,0.654,0.346,0.006,0.004,0.025,0.034,0.069,0.931,0.0,0.0,0.009,0.187,0.196,0.804,0.0,0.0,0.002,0.138,0.14,0.86,0.04837142857142857,0.8875,3.9091698923231832,0.01647058823529412,1.0230000000000001,0.9375,0.8685,1.2309999999999999,0.9450000000000001,1.245,1.0215,0.9930000000000001,1.007,0.9624999999999999,1.009,0.973,1.0035,0.9954999999999999,1.061,0.6825
39,Heston Kjerstad,677008,31166,BAL,MLB,26.2,0.29,0.063,0.087,0.082,0.254,0.265,0.282,0.031,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.15,0.15,0.85,0.0,0.0,0.0,0.212,0.212,0.788,0.04332941176470588,0.7192307692307692,3.9091698923231832,0.03105095541401274,0.968,1.051,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.091,1.059,0.919,0.821,1.374
40,Ryan Mountcastle,663624,18373,BAL,MLB,28.2,0.224,0.059,0.104,0.072,0.248,0.218,0.329,0.029,0.448,0.007,0.19,0.027,0.672,0.32799999999999996,0.071,0.016,0.215,0.123,0.425,0.575,0.0,0.006,0.093,0.554,0.653,0.347,0.009,0.004,0.028,0.029,0.07,0.9299999999999999,0.0,0.0,0.016,0.158,0.174,0.8260000000000001,0.0,0.0,0.002,0.167,0.169,0.831,0.03470683229813665,0.8428571428571429,3.9091698923231832,0.005270092226613966,1.0285,0.935,0.9245,1.0505,0.981,1.1124999999999998,1.0265,0.992,0.9565,1.0865,1.0190000000000001,0.952,1.0295,0.9435,0.9815,0.9215
