,BatterName,batter,PA_flag,AB,IsHit,PitchesThrown,SwungOn,ContactMade,IsStrikeout,IsWalk,IsHBP,IsBIP,IsGB,IsLD,IsFB,IsSingle,IsDouble,IsTriple,IsHomer,Cont%,Swing%,K%,BB%,AVG,OBP,SLG,Split,Statcast PC,Statcast BBE,GB%,LD%,FB%,SwtSpot%,Chase%,EV 90
0,A.J. Ewing,805999,80,65,26,308,121,103,10,14,0,56,17,25,12,18,3,4,1,0.8512396694214877,0.39285714285714285,0.125,0.175,0.4,0.5,0.6153846153846154,All,308.0,56.0,0.30357142857142855,0.44642857142857145,0.21428571428571427,0.4642857142857143,0.13924050632911392,103.6
1,A.J. Vukovich,691021,72,66,21,280,138,97,18,4,1,49,22,14,8,13,3,0,5,0.7028985507246377,0.4928571428571429,0.25,0.05555555555555555,0.3181818181818182,0.3611111111111111,0.5909090909090909,All,259.0,45.0,0.4888888888888889,0.3111111111111111,0.17777777777777778,0.37777777777777777,0.2926829268292683,106.46
2,Aaron Bracho,677570,72,67,14,287,152,120,21,3,1,47,0,0,0,9,2,0,3,0.7894736842105263,0.5296167247386759,0.2916666666666667,0.041666666666666664,0.208955223880597,0.25,0.373134328358209,All,,,,,,,,
3,Aaron McKeithan,702463,37,32,5,122,53,47,3,4,1,29,0,0,0,5,0,0,0,0.8867924528301887,0.4344262295081967,0.08108108108108109,0.10810810810810811,0.15625,0.2702702702702703,0.15625,All,,,,,,,,
4,Aaron Parker,801590,51,46,13,191,107,79,11,3,2,35,0,0,0,7,4,0,2,0.7383177570093458,0.5602094240837696,0.21568627450980393,0.058823529411764705,0.2826086956521739,0.35294117647058826,0.5,All,,,,,,,,
5,Aaron Sabato,693306,53,42,9,209,94,71,13,8,2,30,5,2,7,6,2,0,1,0.7553191489361702,0.44976076555023925,0.24528301886792453,0.1509433962264151,0.21428571428571427,0.3584905660377358,0.3333333333333333,All,80.0,14.0,0.35714285714285715,0.14285714285714285,0.5,0.14285714285714285,0.22916666666666666,102.18
6,Aaron Schunk,668845,52,46,13,178,88,71,9,5,0,38,12,13,10,10,0,2,1,0.8068181818181818,0.4943820224719101,0.17307692307692307,0.09615384615384616,0.2826086956521739,0.34615384615384615,0.43478260869565216,All,178.0,38.0,0.3157894736842105,0.34210526315789475,0.2631578947368421,0.3684210526315789,0.28125,103.2
7,Aaron Zavala,701648,61,41,6,256,103,73,16,16,1,28,0,0,0,3,2,0,1,0.7087378640776699,0.40234375,0.26229508196721313,0.26229508196721313,0.14634146341463414,0.3770491803278688,0.2682926829268293,All,,,,,,,,
8,Abdias De La Cruz,703192,71,61,13,271,136,103,14,7,1,49,0,0,0,5,6,2,0,0.7573529411764706,0.5018450184501845,0.19718309859154928,0.09859154929577464,0.21311475409836064,0.29577464788732394,0.3770491803278688,All,,,,,,,,
9,Abel Bastidas,694201,30,29,9,106,59,37,10,1,0,19,0,0,0,7,1,1,0,0.6271186440677966,0.5566037735849056,0.3333333333333333,0.03333333333333333,0.3103448275862069,0.3333333333333333,0.41379310344827586,All,,,,,,,,
10,Abimelec Ortiz,694673,86,75,18,354,171,128,21,9,2,54,0,0,0,11,5,0,2,0.7485380116959064,0.4830508474576271,0.2441860465116279,0.10465116279069768,0.24,0.3372093023255814,0.38666666666666666,All,,,,,,,,
11,Abraham Nunez,808041,8,8,2,24,12,10,1,0,0,7,0,0,0,1,1,0,0,0.8333333333333334,0.5,0.125,0.0,0.25,0.25,0.375,All,,,,,,,,
12,Abraham Toro,647351,103,86,29,432,193,143,21,14,2,67,24,18,20,19,6,2,2,0.7409326424870466,0.44675925925925924,0.20388349514563106,0.13592233009708737,0.3372093023255814,0.4368932038834951,0.5232558139534884,All,432.0,67.0,0.3582089552238806,0.26865671641791045,0.29850746268656714,0.3582089552238806,0.21973094170403587,104.9
13,Abrahan Gutierrez,670868,36,32,10,141,68,53,6,3,1,26,13,7,6,9,0,0,1,0.7794117647058824,0.48226950354609927,0.16666666666666666,0.08333333333333333,0.3125,0.3888888888888889,0.40625,All,141.0,26.0,0.5,0.2692307692307692,0.23076923076923078,0.3076923076923077,0.2777777777777778,101.75
14,Abrahan Ramirez,800254,64,49,12,260,89,69,15,14,0,35,8,7,3,8,3,1,0,0.7752808988764045,0.3423076923076923,0.234375,0.21875,0.24489795918367346,0.40625,0.3469387755102041,All,176.0,19.0,0.42105263157894735,0.3684210526315789,0.15789473684210525,0.47368421052631576,0.14705882352941177,97.74000000000001
15,Adael Amador,691182,49,40,11,170,72,55,4,8,1,36,21,6,8,8,1,0,2,0.7638888888888888,0.4235294117647059,0.08163265306122448,0.16326530612244897,0.275,0.40816326530612246,0.45,All,170.0,36.0,0.5833333333333334,0.16666666666666666,0.2222222222222222,0.25,0.19318181818181818,104.46000000000001
16,Adam Hackenberg,680753,48,43,9,203,92,66,15,7,0,27,0,0,0,5,3,0,1,0.717391304347826,0.45320197044334976,0.3125,0.14583333333333334,0.20930232558139536,0.3333333333333333,0.3488372093023256,All,,,,,,,,
17,Adam Hall,647228,46,42,10,179,85,62,17,4,1,25,12,4,5,8,2,0,0,0.7294117647058823,0.4748603351955307,0.3695652173913043,0.08695652173913043,0.23809523809523808,0.32608695652173914,0.2857142857142857,All,179.0,25.0,0.48,0.16,0.2,0.16,0.27586206896551724,102.86
18,Adam Retzbach,806273,52,45,10,188,90,55,19,3,3,27,0,0,0,5,2,0,3,0.6111111111111112,0.4787234042553192,0.36538461538461536,0.057692307692307696,0.2222222222222222,0.3076923076923077,0.4666666666666667,All,,,,,,,,
19,Adam Zebrowski,700845,55,48,7,209,98,66,15,7,0,33,0,0,0,7,0,0,0,0.673469387755102,0.4688995215311005,0.2727272727272727,0.12727272727272726,0.14583333333333334,0.2545454545454545,0.14583333333333334,All,,,,,,,,
20,Addison Barger,680718,45,38,8,192,97,71,13,5,1,26,10,6,8,4,2,0,2,0.7319587628865979,0.5052083333333334,0.28888888888888886,0.1111111111111111,0.21052631578947367,0.3111111111111111,0.42105263157894735,All,192.0,26.0,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.2692307692307692,0.4090909090909091,111.9
21,Addison Kopack,688551,25,19,3,108,41,32,9,4,0,12,0,0,0,3,0,0,0,0.7804878048780488,0.37962962962962965,0.36,0.16,0.15789473684210525,0.28,0.15789473684210525,All,,,,,,,,
22,Adrian De Leon,700369,58,50,11,252,93,60,22,5,0,31,0,0,0,6,3,0,2,0.6451612903225806,0.36904761904761907,0.3793103448275862,0.08620689655172414,0.22,0.27586206896551724,0.4,All,,,,,,,,
23,Adrian Pinto,691437,64,57,14,250,107,88,11,7,0,46,0,0,0,8,2,0,4,0.822429906542056,0.428,0.171875,0.109375,0.24561403508771928,0.328125,0.49122807017543857,All,,,,,,,,
24,Adrian Placencia,691269,76,61,18,321,131,75,23,14,1,38,0,0,0,12,3,1,2,0.5725190839694656,0.40809968847352024,0.3026315789473684,0.18421052631578946,0.29508196721311475,0.4342105263157895,0.47540983606557374,All,,,,,,,,
25,Adrian Rodriguez,703641,53,44,13,201,86,58,17,6,1,29,0,0,0,11,1,1,0,0.6744186046511628,0.42786069651741293,0.32075471698113206,0.11320754716981132,0.29545454545454547,0.37735849056603776,0.36363636363636365,All,,,,,,,,
26,Adrian Santana,803745,81,76,19,283,152,126,13,5,0,63,0,0,0,14,3,2,0,0.8289473684210527,0.5371024734982333,0.16049382716049382,0.06172839506172839,0.25,0.2962962962962963,0.34210526315789475,All,,,,,,,,
27,Adrian Sugastey,692368,59,56,13,202,93,80,3,3,0,53,0,0,0,12,0,0,1,0.8602150537634409,0.4603960396039604,0.05084745762711865,0.05084745762711865,0.23214285714285715,0.2711864406779661,0.2857142857142857,All,,,,,,,,
28,Aeverson Arteaga,692348,71,65,12,278,135,90,27,4,0,40,0,0,0,10,1,0,1,0.6666666666666666,0.4856115107913669,0.38028169014084506,0.056338028169014086,0.18461538461538463,0.22535211267605634,0.24615384615384617,All,,,,,,,,
29,Agustin Ramirez,682663,80,71,18,279,141,97,19,7,0,54,21,16,14,8,7,0,3,0.6879432624113475,0.5053763440860215,0.2375,0.0875,0.2535211267605634,0.3125,0.4788732394366197,All,279.0,54.0,0.3888888888888889,0.2962962962962963,0.25925925925925924,0.3148148148148148,0.2876712328767123,109.4
30,Ahbram Liendo,699157,52,49,17,216,85,68,14,3,0,35,0,0,0,11,5,0,1,0.8,0.39351851851851855,0.2692307692307692,0.057692307692307696,0.3469387755102041,0.38461538461538464,0.5102040816326531,All,,,,,,,,
31,Aidan Longwell,815067,89,77,22,309,159,137,10,7,1,71,0,0,0,15,4,1,2,0.8616352201257862,0.5145631067961165,0.11235955056179775,0.07865168539325842,0.2857142857142857,0.33707865168539325,0.44155844155844154,All,,,,,,,,
32,Aidan Miller,805795,77,68,14,312,119,88,21,9,1,47,0,0,0,10,2,0,2,0.7394957983193278,0.3814102564102564,0.2727272727272727,0.11688311688311688,0.20588235294117646,0.3116883116883117,0.3235294117647059,All,,,,,,,,
33,Aidan Smith,806223,79,70,17,301,138,96,27,7,2,43,0,0,0,13,3,1,0,0.6956521739130435,0.4584717607973422,0.34177215189873417,0.08860759493670886,0.24285714285714285,0.3291139240506329,0.3142857142857143,All,,,,,,,,
34,Akil Baddoo,668731,70,59,14,270,121,85,18,9,2,41,16,9,12,11,1,0,2,0.7024793388429752,0.44814814814814813,0.2571428571428571,0.12857142857142856,0.23728813559322035,0.35714285714285715,0.3559322033898305,All,270.0,41.0,0.3902439024390244,0.21951219512195122,0.2926829268292683,0.3170731707317073,0.27007299270072993,104.80000000000001
35,Alan Espinal,694541,37,33,5,165,74,45,17,3,0,17,0,0,0,3,2,0,0,0.6081081081081081,0.4484848484848485,0.4594594594594595,0.08108108108108109,0.15151515151515152,0.21621621621621623,0.21212121212121213,All,,,,,,,,
36,Alan Trejo,676701,77,71,15,305,156,108,21,4,0,52,18,12,19,6,8,1,0,0.6923076923076923,0.5114754098360655,0.2727272727272727,0.05194805194805195,0.2112676056338028,0.24675324675324675,0.352112676056338,All,305.0,52.0,0.34615384615384615,0.23076923076923078,0.36538461538461536,0.38461538461538464,0.3691275167785235,99.64
37,Albert Almora Jr.,546991,53,52,9,222,116,87,16,1,0,36,16,10,8,6,3,0,0,0.75,0.5225225225225225,0.3018867924528302,0.018867924528301886,0.17307692307692307,0.18867924528301888,0.23076923076923078,All,222.0,36.0,0.4444444444444444,0.2777777777777778,0.2222222222222222,0.3888888888888889,0.38317757009345793,101.7
38,Albert Feliz,682765,32,30,4,132,67,30,19,1,1,11,0,0,0,2,1,0,1,0.44776119402985076,0.5075757575757576,0.59375,0.03125,0.13333333333333333,0.1875,0.26666666666666666,All,,,,,,,,
39,Alberto Barriga,800569,77,65,15,325,146,99,25,9,2,41,0,0,0,9,5,0,1,0.678082191780822,0.4492307692307692,0.3246753246753247,0.11688311688311688,0.23076923076923078,0.33766233766233766,0.35384615384615387,All,,,,,,,,
40,Alberto Mendez,800160,40,34,11,164,73,48,8,6,0,26,0,0,0,10,0,0,1,0.6575342465753424,0.4451219512195122,0.2,0.15,0.3235294117647059,0.425,0.4117647058823529,All,,,,,,,,
41,Alberto Rios,814362,30,27,4,108,49,36,6,2,0,22,0,0,0,4,0,0,0,0.7346938775510204,0.4537037037037037,0.2,0.06666666666666667,0.14814814814814814,0.2,0.14814814814814814,All,,,,,,,,
42,Alec Makarewicz,701062,59,52,10,227,138,94,17,5,1,36,0,0,0,5,3,1,1,0.6811594202898551,0.6079295154185022,0.288135593220339,0.0847457627118644,0.19230769230769232,0.2711864406779661,0.34615384615384615,All,,,,,,,,
43,Alejandro Nunez,805168,58,52,16,212,118,81,12,5,1,40,0,0,0,12,1,0,3,0.6864406779661016,0.5566037735849056,0.20689655172413793,0.08620689655172414,0.3076923076923077,0.3793103448275862,0.5,All,,,,,,,,
44,Alejandro Osuna,696030,99,84,22,329,144,127,15,8,5,71,0,0,0,16,4,1,1,0.8819444444444444,0.4376899696048632,0.15151515151515152,0.08080808080808081,0.2619047619047619,0.35353535353535354,0.36904761904761907,All,,,,,,,,
45,Alejo Lopez,664670,56,51,11,215,109,79,11,3,2,40,25,11,4,9,2,0,0,0.7247706422018348,0.5069767441860465,0.19642857142857142,0.05357142857142857,0.21568627450980393,0.2857142857142857,0.2549019607843137,All,215.0,40.0,0.625,0.275,0.1,0.3,0.2807017543859649,95.8
46,Alen Pineda,800572,17,15,2,65,22,11,9,2,0,6,0,0,0,2,0,0,0,0.5,0.3384615384615385,0.5294117647058824,0.11764705882352941,0.13333333333333333,0.23529411764705882,0.13333333333333333,All,,,,,,,,
47,Alex Binelas,681323,27,24,7,94,38,24,11,2,1,13,6,4,3,5,1,0,1,0.631578947368421,0.40425531914893614,0.4074074074074074,0.07407407407407407,0.2916666666666667,0.37037037037037035,0.4583333333333333,All,94.0,13.0,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.38461538461538464,0.30434782608695654,108.71000000000001
48,Alex De Goti,621008,54,48,11,212,85,64,13,4,0,37,11,9,10,8,3,0,0,0.7529411764705882,0.4009433962264151,0.24074074074074073,0.07407407407407407,0.22916666666666666,0.2777777777777778,0.2916666666666667,All,212.0,37.0,0.2972972972972973,0.24324324324324326,0.2702702702702703,0.43243243243243246,0.2523364485981308,99.22
49,Alex De Jesus,682942,33,31,8,141,71,41,16,2,0,15,0,0,0,4,3,1,0,0.5774647887323944,0.5035460992907801,0.48484848484848486,0.06060606060606061,0.25806451612903225,0.30303030303030304,0.41935483870967744,All,,,,,,,,
50,Alex Freeland,690976,130,110,34,525,219,149,38,14,1,77,31,29,17,20,12,0,2,0.680365296803653,0.41714285714285715,0.2923076923076923,0.1076923076923077,0.3090909090909091,0.3769230769230769,0.4727272727272727,All,525.0,77.0,0.4025974025974026,0.37662337662337664,0.22077922077922077,0.44155844155844154,0.21978021978021978,106.08
51,Alex Jackson,656577,37,28,7,179,66,44,8,9,0,20,7,3,9,4,1,0,2,0.6666666666666666,0.3687150837988827,0.21621621621621623,0.24324324324324326,0.25,0.43243243243243246,0.5,All,179.0,20.0,0.35,0.15,0.45,0.3,0.17346938775510204,106.11999999999999
52,Alex McCoy,801932,48,42,11,195,92,55,17,3,2,26,0,0,0,6,3,0,2,0.5978260869565217,0.4717948717948718,0.3541666666666667,0.0625,0.2619047619047619,0.3333333333333333,0.47619047619047616,All,,,,,,,,
53,Alex Mooney,695612,71,59,14,283,148,92,24,8,1,38,0,0,0,9,4,1,0,0.6216216216216216,0.5229681978798587,0.3380281690140845,0.11267605633802817,0.23728813559322035,0.323943661971831,0.3389830508474576,All,,,,,,,,
54,Alex Ramirez,691267,59,54,12,230,106,69,20,5,0,34,0,0,0,10,2,0,0,0.6509433962264151,0.4608695652173913,0.3389830508474576,0.0847457627118644,0.2222222222222222,0.288135593220339,0.25925925925925924,All,,,,,,,,
55,Alex Stone,694565,38,32,6,135,66,50,6,3,3,27,0,0,0,4,2,0,0,0.7575757575757576,0.4888888888888889,0.15789473684210525,0.07894736842105263,0.1875,0.3157894736842105,0.25,All,,,,,,,,
56,Alex Verdugo,657077,33,29,6,132,46,39,4,4,0,25,8,5,9,3,1,0,2,0.8478260869565217,0.3484848484848485,0.12121212121212122,0.12121212121212122,0.20689655172413793,0.30303030303030304,0.4482758620689655,All,132.0,25.0,0.32,0.2,0.36,0.32,0.16666666666666666,102.74
57,Alexander Benua,699229,39,33,7,147,64,45,9,3,1,26,0,0,0,7,0,0,0,0.703125,0.43537414965986393,0.23076923076923078,0.07692307692307693,0.21212121212121213,0.28205128205128205,0.21212121212121213,All,,,,,,,,
58,Alexander Ramirez,682643,33,31,6,128,63,22,20,2,0,11,0,0,0,4,0,0,2,0.3492063492063492,0.4921875,0.6060606060606061,0.06060606060606061,0.1935483870967742,0.24242424242424243,0.3870967741935484,All,,,,,,,,
59,Alexander Vargas,683061,54,47,11,207,108,81,10,5,1,38,0,0,0,6,5,0,0,0.75,0.5217391304347826,0.18518518518518517,0.09259259259259259,0.23404255319148937,0.3148148148148148,0.3404255319148936,All,,,,,,,,
60,Alexey Lumpuy,815121,82,73,12,297,152,85,28,7,2,45,0,0,0,9,1,1,1,0.5592105263157895,0.5117845117845118,0.34146341463414637,0.08536585365853659,0.1643835616438356,0.25609756097560976,0.2465753424657534,All,,,,,,,,
61,Alexis Hernandez,692562,34,27,8,152,63,46,8,7,0,19,9,3,6,5,3,0,0,0.7301587301587301,0.4144736842105263,0.23529411764705882,0.20588235294117646,0.2962962962962963,0.4411764705882353,0.4074074074074074,All,152.0,19.0,0.47368421052631576,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.3258426966292135,102.06
62,Alfonsin Rosario,806210,69,63,19,236,132,87,14,6,0,49,0,0,0,10,4,0,5,0.6590909090909091,0.559322033898305,0.2028985507246377,0.08695652173913043,0.30158730158730157,0.36231884057971014,0.6031746031746031,All,,,,,,,,
63,Alfredo Duno,806957,83,68,15,324,144,100,16,10,4,54,12,6,8,6,5,1,3,0.6944444444444444,0.4444444444444444,0.1927710843373494,0.12048192771084337,0.22058823529411764,0.3493975903614458,0.45588235294117646,All,175.0,27.0,0.4444444444444444,0.2222222222222222,0.2962962962962963,0.37037037037037035,0.2,107.19999999999999
64,Alfredo Velasquez,800414,67,62,12,213,116,100,5,3,0,59,0,0,0,12,0,0,0,0.8620689655172413,0.5446009389671361,0.07462686567164178,0.04477611940298507,0.1935483870967742,0.22388059701492538,0.1935483870967742,All,,,,,,,,
65,Ali Camarillo,701548,98,83,28,344,159,126,19,9,4,66,0,0,0,19,8,0,1,0.7924528301886793,0.4622093023255814,0.19387755102040816,0.09183673469387756,0.3373493975903614,0.41836734693877553,0.46987951807228917,All,,,,,,,,
66,Ali Sanchez,645305,49,43,13,178,75,58,14,5,1,29,15,7,6,10,0,0,3,0.7733333333333333,0.42134831460674155,0.2857142857142857,0.10204081632653061,0.3023255813953488,0.3877551020408163,0.5116279069767442,All,178.0,29.0,0.5172413793103449,0.2413793103448276,0.20689655172413793,0.3103448275862069,0.2247191011235955,104.05000000000001
67,Alika Williams,675961,44,40,6,141,79,67,8,2,1,33,12,3,14,6,0,0,0,0.8481012658227848,0.5602836879432624,0.18181818181818182,0.045454545454545456,0.15,0.20454545454545456,0.15,All,141.0,33.0,0.36363636363636365,0.09090909090909091,0.42424242424242425,0.45454545454545453,0.35384615384615387,98.35000000000001
68,Allan Castro,691369,3,3,1,17,6,4,1,0,0,2,0,0,0,1,0,0,0,0.6666666666666666,0.35294117647058826,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,All,,,,,,,,
69,Allan Cerda,678323,35,32,4,149,70,43,15,3,0,17,0,0,0,1,1,1,1,0.6142857142857143,0.4697986577181208,0.42857142857142855,0.08571428571428572,0.125,0.2,0.3125,All,,,,,,,,
70,Ambioris Tavarez,694222,84,69,18,345,143,90,29,14,2,40,0,0,0,15,2,0,1,0.6293706293706294,0.4144927536231884,0.34523809523809523,0.16666666666666666,0.2608695652173913,0.40476190476190477,0.3333333333333333,All,,,,,,,,
71,Anderdson Rojas,699232,73,58,12,273,124,104,15,11,0,47,0,0,0,8,3,1,0,0.8387096774193549,0.4542124542124542,0.2054794520547945,0.1506849315068493,0.20689655172413793,0.3150684931506849,0.29310344827586204,All,,,,,,,,
72,Anderson De Los Santos,698945,63,54,10,257,115,89,15,9,1,39,0,0,0,6,1,1,2,0.7739130434782608,0.4474708171206226,0.23809523809523808,0.14285714285714285,0.18518518518518517,0.31746031746031744,0.35185185185185186,All,,,,,,,,
73,Anderson Suriel,693798,56,47,4,205,107,80,12,6,3,35,0,0,0,3,1,0,0,0.7476635514018691,0.5219512195121951,0.21428571428571427,0.10714285714285714,0.0851063829787234,0.23214285714285715,0.10638297872340426,All,,,,,,,,
74,Andre Lipcius,686531,55,50,13,208,100,78,9,5,1,41,15,7,15,9,1,0,3,0.78,0.4807692307692308,0.16363636363636364,0.09090909090909091,0.26,0.34545454545454546,0.46,All,208.0,41.0,0.36585365853658536,0.17073170731707318,0.36585365853658536,0.3170731707317073,0.2358490566037736,102.92
75,Andres Nolaya,800438,14,10,1,43,15,8,5,1,2,6,0,0,0,1,0,0,0,0.5333333333333333,0.3488372093023256,0.35714285714285715,0.07142857142857142,0.1,0.2857142857142857,0.1,All,,,,,,,,
76,Andres Valor,808516,75,58,10,276,127,86,23,13,2,37,10,8,5,8,1,0,1,0.6771653543307087,0.4601449275362319,0.30666666666666664,0.17333333333333334,0.1724137931034483,0.3333333333333333,0.2413793103448276,All,214.0,27.0,0.37037037037037035,0.2962962962962963,0.18518518518518517,0.3333333333333333,0.18518518518518517,101.96000000000001
77,Andrew Cossetti,681355,40,32,4,163,57,34,14,8,0,18,0,0,0,2,1,0,1,0.5964912280701754,0.3496932515337423,0.35,0.2,0.125,0.3,0.25,All,,,,,,,,
78,Andrew Jenkins,687543,66,55,11,243,117,87,16,6,5,39,0,0,0,5,3,0,3,0.7435897435897436,0.48148148148148145,0.24242424242424243,0.09090909090909091,0.2,0.3333333333333333,0.41818181818181815,All,,,,,,,,
79,Andrew Knizner,668800,62,45,20,254,75,63,7,11,4,40,16,9,12,17,2,0,1,0.84,0.2952755905511811,0.11290322580645161,0.1774193548387097,0.4444444444444444,0.5645161290322581,0.5555555555555556,All,254.0,40.0,0.4,0.225,0.3,0.225,0.1259259259259259,104.9
80,Andrew Miller,685460,5,3,0,21,9,4,3,1,1,0,0,0,0,0,0,0,0,0.4444444444444444,0.42857142857142855,0.6,0.2,0.0,0.4,0.0,All,,,,,,,,
81,Andrew Navigato,685382,96,89,15,405,195,132,34,7,0,55,23,12,17,11,4,0,0,0.676923076923077,0.48148148148148145,0.3541666666666667,0.07291666666666667,0.16853932584269662,0.22916666666666666,0.21348314606741572,All,405.0,55.0,0.41818181818181815,0.21818181818181817,0.3090909090909091,0.2909090909090909,0.3286384976525822,103.5
82,Andrew Patrick,814429,31,24,1,131,64,36,12,4,2,13,6,1,2,1,0,0,0,0.5625,0.48854961832061067,0.3870967741935484,0.12903225806451613,0.041666666666666664,0.22580645161290322,0.041666666666666664,All,96.0,9.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.22448979591836735,96.6
83,Andrew Pinckney,687605,92,81,18,362,150,106,22,8,4,59,23,9,22,14,1,0,3,0.7066666666666667,0.4143646408839779,0.2391304347826087,0.08695652173913043,0.2222222222222222,0.32608695652173914,0.345679012345679,All,362.0,59.0,0.3898305084745763,0.15254237288135594,0.3728813559322034,0.22033898305084745,0.26903553299492383,105.95000000000002
84,Andrew Pintar,801464,74,69,20,305,134,86,31,4,1,38,19,11,7,18,2,0,0,0.6417910447761194,0.43934426229508194,0.4189189189189189,0.05405405405405406,0.2898550724637681,0.33783783783783783,0.3188405797101449,All,305.0,38.0,0.5,0.2894736842105263,0.18421052631578946,0.23684210526315788,0.2692307692307692,105.8
85,Andrew Salas,829035,55,40,11,235,84,63,12,15,0,28,10,5,2,9,1,1,0,0.75,0.3574468085106383,0.21818181818181817,0.2727272727272727,0.275,0.4727272727272727,0.35,All,159.0,22.0,0.45454545454545453,0.22727272727272727,0.09090909090909091,0.3181818181818182,0.09302325581395349,96.21000000000001
86,Andrew Stevenson,664057,4,4,0,13,6,4,2,0,0,2,1,0,1,0,0,0,0,0.6666666666666666,0.46153846153846156,0.5,0.0,0.0,0.0,0.0,All,13.0,2.0,0.5,0.0,0.5,0.0,0.2857142857142857,94.81
87,Andrew Velazquez,623205,100,89,17,379,211,133,27,10,0,63,27,9,18,13,3,0,1,0.6303317535545023,0.5567282321899736,0.27,0.1,0.19101123595505617,0.27,0.25842696629213485,All,379.0,63.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.23809523809523808,0.3488372093023256,101.41
88,Andrick Nava,682774,29,26,6,121,60,40,4,3,0,22,0,0,0,5,1,0,0,0.6666666666666666,0.49586776859504134,0.13793103448275862,0.10344827586206896,0.23076923076923078,0.3103448275862069,0.2692307692307692,All,,,,,,,,
89,Andruw Monasterio,655316,99,87,21,402,177,129,25,11,1,62,16,15,21,14,3,0,4,0.7288135593220338,0.44029850746268656,0.25252525252525254,0.1111111111111111,0.2413793103448276,0.3333333333333333,0.41379310344827586,All,402.0,62.0,0.25806451612903225,0.24193548387096775,0.3387096774193548,0.3387096774193548,0.2761904761904762,103.3
90,Andruw Musett,808104,67,58,14,270,112,73,22,8,0,37,0,0,0,13,1,0,0,0.6517857142857143,0.4148148148148148,0.3283582089552239,0.11940298507462686,0.2413793103448276,0.3283582089552239,0.25862068965517243,All,,,,,,,,
91,Andy Garriola,696513,74,66,13,270,129,93,15,4,3,52,0,0,0,6,3,0,4,0.7209302325581395,0.4777777777777778,0.20270270270270271,0.05405405405405406,0.19696969696969696,0.2702702702702703,0.42424242424242425,All,,,,,,,,
92,Andy Lugo,702889,69,61,19,248,120,80,18,6,1,44,0,0,0,12,6,0,1,0.6666666666666666,0.4838709677419355,0.2608695652173913,0.08695652173913043,0.3114754098360656,0.37681159420289856,0.45901639344262296,All,,,,,,,,
93,Andy Perez,700321,83,74,17,260,141,112,15,6,1,61,0,0,0,12,1,1,3,0.7943262411347518,0.5423076923076923,0.18072289156626506,0.07228915662650602,0.22972972972972974,0.2891566265060241,0.3918918918918919,All,,,,,,,,
94,Andy Weber,681581,83,77,21,326,163,119,25,5,1,52,0,0,0,16,2,1,2,0.7300613496932515,0.5,0.30120481927710846,0.060240963855421686,0.2727272727272727,0.3253012048192771,0.4025974025974026,All,,,,,,,,
95,Andy Yerzy,647378,11,8,3,44,19,11,2,3,0,6,0,1,1,2,0,0,1,0.5789473684210527,0.4318181818181818,0.18181818181818182,0.2727272727272727,0.375,0.5454545454545454,0.75,All,20.0,2.0,0.0,0.5,0.5,0.5,0.18181818181818182,103.81
96,Aneudis Mordan,698937,49,42,6,191,94,67,14,6,0,29,0,0,0,3,3,0,0,0.7127659574468085,0.49214659685863876,0.2857142857142857,0.12244897959183673,0.14285714285714285,0.24489795918367346,0.21428571428571427,All,,,,,,,,
97,Angel Acosta,808665,51,44,11,158,85,73,5,4,0,42,0,0,0,9,2,0,0,0.8588235294117647,0.5379746835443038,0.09803921568627451,0.0784313725490196,0.25,0.29411764705882354,0.29545454545454547,All,,,,,,,,
98,Angel Arredondo,802397,4,4,0,15,4,3,3,0,0,1,0,0,0,0,0,0,0,0.75,0.26666666666666666,0.75,0.0,0.0,0.0,0.0,All,,,,,,,,
99,Angel Cepeda,806980,79,69,13,320,156,113,22,7,3,47,0,0,0,8,2,2,1,0.7243589743589743,0.4875,0.27848101265822783,0.08860759493670886,0.18840579710144928,0.2911392405063291,0.3188405797101449,All,,,,,,,,
100,Angel Del Rosario,692489,59,51,9,229,91,73,13,5,2,39,17,8,10,7,0,2,0,0.8021978021978022,0.39737991266375544,0.22033898305084745,0.0847457627118644,0.17647058823529413,0.2711864406779661,0.2549019607843137,All,229.0,39.0,0.4358974358974359,0.20512820512820512,0.2564102564102564,0.28205128205128205,0.23846153846153847,96.19999999999999
101,Angel Martinez,682657,34,32,11,124,68,55,9,0,0,25,6,9,8,5,6,0,0,0.8088235294117647,0.5483870967741935,0.2647058823529412,0.0,0.34375,0.3235294117647059,0.53125,All,124.0,25.0,0.24,0.36,0.32,0.44,0.3770491803278688,103.18
102,Angel Mateo,800377,73,66,20,273,138,105,12,6,0,55,0,0,0,16,2,0,2,0.7608695652173914,0.5054945054945055,0.1643835616438356,0.0821917808219178,0.30303030303030304,0.3561643835616438,0.42424242424242425,All,,,,,,,,
103,Angel Ortiz,691292,79,70,15,306,147,105,23,8,0,48,0,0,0,9,3,1,2,0.7142857142857143,0.4803921568627451,0.2911392405063291,0.10126582278481013,0.21428571428571427,0.2911392405063291,0.37142857142857144,All,,,,,,,,
