,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
317,Drey Jameson,686753,26260,ARI,MLB,28.0,0.217,0.095,0.095,0.061,0.238,0.204,0.371,0.043,3.905,0.013,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
318,Gus Varland,681402,24737,ARI,MLB,28.8,0.213,0.096,0.082,0.063,0.25,0.236,0.316,0.04,4.0,0.021,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
319,Spencer Strider,675911,27498,ATL,MLB,26.8,0.305,0.082,0.081,0.067,0.244,0.283,0.287,0.04,3.905,0.012,1.0443333333333333,0.9473333333333334,0.868,1.145,1.0513333333333335,1.0163333333333333,0.9746666666666666,1.0843333333333334,0.9646666666666667,1.0313333333333332,1.0283333333333333,0.946,0.9953333333333333,1.0353333333333332,0.9823333333333333,0.8643333333333333
320,Bryce Elder,693821,27779,ATL,MLB,26.3,0.188,0.087,0.076,0.064,0.245,0.212,0.36,0.043,3.905,0.01,1.0613333333333332,0.9259999999999999,0.885,1.1356666666666666,1.0156666666666667,1.0456666666666667,1.0143333333333333,1.0516666666666667,0.9706666666666667,1.0286666666666666,1.0506666666666666,0.9219999999999999,0.919,1.109,1.054,0.7926666666666666
321,Hurston Waldrep,694462,33527,ATL,MLB,23.5,0.204,0.096,0.065,0.077,0.239,0.217,0.355,0.046,3.905,0.007,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
322,Erick Fedde,607200,17425,ATL,MLB,32.5,0.148,0.094,0.082,0.062,0.246,0.244,0.313,0.044,3.905,0.005,1.0396666666666665,0.9486666666666667,0.9,1.1193333333333333,1.017,1.0446666666666666,1.0083333333333333,1.0573333333333335,0.9833333333333333,1.0166666666666666,0.9936666666666666,0.977,1.011,1.0203333333333333,1.0256666666666667,0.8206666666666667
323,Joey Wentz,666214,19962,ATL,MLB,27.9,0.194,0.098,0.088,0.062,0.244,0.279,0.284,0.042,3.905,0.005,0.9726666666666667,1.0453333333333334,0.991,0.9966666666666667,1.093,0.7996666666666666,1.0976666666666668,0.7596666666666666,1.0196666666666665,0.975,0.9223333333333333,1.163,1.044,0.894,0.829,1.4306666666666668
324,Raisel iglesias,628452,17130,ATL,MLB,35.6,0.263,0.048,0.081,0.061,0.237,0.295,0.292,0.046,3.905,0.007,1.0363333333333333,0.95,0.916,1.105,1.0776666666666668,0.9850000000000001,1.028,1.0383333333333333,0.995,1.0053333333333332,0.989,0.982,0.977,1.053,1.0336666666666667,0.8113333333333334
325,Pierce Johnson,572955,13435,ATL,MLB,34.3,0.263,0.072,0.075,0.064,0.248,0.278,0.294,0.04,3.905,0.004,0.9923333333333333,1.0013333333333334,0.8833333333333333,1.1516666666666666,0.9463333333333334,1.1463333333333334,1.0016666666666665,1.0716666666666668,0.954,1.0616666666666665,1.0096666666666665,0.9616666666666666,1.0403333333333333,0.9693333333333333,1.0496666666666665,0.753
326,Dylan Lee,669276,19996,ATL,MLB,31.1,0.283,0.056,0.083,0.064,0.241,0.307,0.254,0.046,3.905,0.001,0.9513333333333334,1.0753333333333333,1.1,0.8200000000000001,1.0823333333333334,0.841,1.025,0.9173333333333333,1.0286666666666666,0.9633333333333334,0.945,1.097,1.044,0.9106666666666667,0.779,1.459
327,Tyler Kinley,641755,18297,ATL,MLB,34.6,0.244,0.11,0.074,0.066,0.243,0.296,0.281,0.043,3.905,0.007,1.015,0.972,0.857,1.1749999999999998,0.973,1.0986666666666667,0.9766666666666666,1.0993333333333333,0.9983333333333333,0.9986666666666666,0.973,1.0073333333333332,1.0323333333333333,0.989,1.007,0.8253333333333333
328,Aaron Bummer,607481,16258,ATL,MLB,31.9,0.244,0.066,0.055,0.057,0.25,0.141,0.435,0.049,3.905,0.021,0.959,1.066,1.0056666666666667,0.9683333333333333,1.107,0.7933333333333333,1.087,0.8089999999999999,1.0346666666666666,0.95,0.9803333333333333,1.0373333333333334,0.957,1.0616666666666668,0.801,1.4400000000000002
329,Daysbel Hernandez,678226,20271,ATL,MLB,28.9,0.263,0.143,0.069,0.059,0.238,0.305,0.317,0.042,3.905,0.014,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
330,Hunter Stratton,676702,23455,ATL,MLB,28.8,0.201,0.06,0.079,0.058,0.247,0.296,0.267,0.045,3.905,0.015,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
331,Austin Cox,680735,24604,ATL,MLB,28.4,0.233,0.095,0.085,0.066,0.249,0.235,0.297,0.044,3.905,0.008,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
332,Chris Sale,519242,10603,ATL,MLB,36.4,0.3,0.067,0.073,0.06,0.246,0.255,0.315,0.045,3.905,0.016,0.972,1.0646666666666667,1.0053333333333334,0.943,1.0546666666666666,0.8943333333333333,1.0936666666666668,0.5993333333333334,1.0093333333333332,1.0173333333333334,0.9596666666666667,1.0976666666666668,1.0396666666666665,0.8416666666666667,0.8216666666666667,1.715666666666667
333,Didier Fuentes,800311,30661,ATL,MLB,20.2,0.273,0.084,0.076,0.074,0.255,0.237,0.276,0.042,4.246,0.014,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
334,Nathan Wiles,686249,25474,ATL,MLB,27.1,0.229,0.075,0.075,0.064,0.245,0.287,0.274,0.046,3.905,0.008,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
335,Dane Dunning,641540,19409,ATL,MLB,30.7,0.203,0.081,0.084,0.064,0.244,0.21,0.344,0.045,3.905,0.015,1.0293333333333332,0.9566666666666667,0.8893333333333333,1.1353333333333333,1.0246666666666666,1.0356666666666667,0.9803333333333333,1.0893333333333335,0.9676666666666667,1.0343333333333333,1.0563333333333333,0.9103333333333333,0.9276666666666666,1.1096666666666666,1.026,0.8109999999999999
336,Connor Seabold,657756,19695,ATL,MLB,29.6,0.165,0.074,0.093,0.072,0.24,0.3,0.238,0.046,3.905,0.021,1.014,0.9736666666666667,0.8773333333333333,1.1473333333333333,0.9816666666666667,1.083,1.0933333333333333,0.9640000000000001,0.9916666666666666,1.008,1.0256666666666665,0.944,0.969,1.0646666666666667,0.975,0.867
337,Rolddy Munoz,691548,sa3011575,ATL,MLB,25.4,0.261,0.102,0.052,0.048,0.246,0.238,0.378,0.049,3.905,0.018,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
338,Dylan Dodd,689266,29928,ATL,MLB,27.2,0.162,0.06,0.101,0.062,0.239,0.28,0.29,0.041,3.905,0.006,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
339,Wander Suero,593833,15855,ATL,MLB,33.9,0.234,0.084,0.096,0.07,0.236,0.302,0.263,0.042,3.905,0.016,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
340,Matthew Boyd,571510,15440,CHC,MLB,34.6,0.218,0.053,0.079,0.061,0.243,0.297,0.276,0.045,3.905,0.012,0.9736666666666667,1.047,1.0096666666666667,0.945,1.0999999999999999,0.749,1.1066666666666667,0.6856666666666666,1.006,1.0133333333333334,0.9229999999999999,1.1953333333333334,1.0503333333333333,0.855,0.8413333333333334,1.4546666666666668
341,Colin Rea,607067,12317,CHC,MLB,35.2,0.178,0.065,0.086,0.064,0.244,0.27,0.296,0.042,3.905,0.011,1.0233333333333332,0.9643333333333333,0.8856666666666667,1.135,0.9726666666666667,1.0886666666666667,0.9836666666666666,1.0823333333333334,0.9783333333333333,1.0216666666666665,1.029,0.9423333333333332,1.0003333333333333,1.03,0.991,0.852
342,Shota Imanaga,684007,33829,CHC,MLB,32.0,0.227,0.035,0.087,0.067,0.238,0.324,0.255,0.042,3.905,0.005,0.9656666666666667,1.078,0.991,1.006,1.0746666666666667,0.814,1.0056666666666667,1.0216666666666667,1.0183333333333333,0.9733333333333333,0.9796666666666666,1.0103333333333333,1.012,0.979,0.879,1.36
343,Javier Assad,665871,21741,CHC,MLB,28.1,0.199,0.087,0.082,0.058,0.245,0.246,0.311,0.047,3.905,0.012,0.989,0.999,0.9053333333333333,1.1146666666666667,0.9953333333333333,1.067,1.0076666666666667,1.059,0.9406666666666667,1.0619999999999998,1.0313333333333332,0.9386666666666666,1.0193333333333334,1.01,0.972,0.871
344,Cade Horton,690990,31872,CHC,MLB,24.0,0.2,0.079,0.095,0.058,0.24,0.236,0.341,0.042,3.846,0.01,1.0176666666666665,0.9716666666666667,0.9806666666666667,1.0476666666666665,1.1053333333333333,0.9770000000000001,1.1936666666666667,0.9126666666666667,0.9273333333333333,1.059,0.9969999999999999,0.9713333333333333,0.9976666666666666,1.0333333333333332,0.8843333333333333,0.941
345,Daniel Palencia,694037,27914,CHC,MLB,25.5,0.259,0.097,0.066,0.082,0.24,0.26,0.314,0.042,3.905,0.016,0.9823333333333333,1.0103333333333333,0.8046666666666666,1.2369999999999999,0.9926666666666667,1.077,1.0176666666666665,1.048,0.9633333333333334,1.046,1.1083333333333332,0.8243333333333333,0.9133333333333333,1.1493333333333333,0.9156666666666666,0.946
346,Brad Keller,641745,15734,CHC,MLB,30.1,0.23,0.076,0.083,0.056,0.241,0.206,0.384,0.043,3.905,0.009,0.9959999999999999,0.9933333333333333,0.9293333333333333,1.0906666666666667,1.0106666666666666,1.051,1.0493333333333332,1.0130000000000001,0.9753333333333333,1.0263333333333333,1.011,0.9603333333333333,1.0056666666666667,1.0236666666666667,0.9453333333333332,0.9
347,Andrew Kittredge,552640,12828,CHC,MLB,35.4,0.263,0.06,0.08,0.06,0.241,0.239,0.357,0.042,3.905,0.005,1.022,0.9573333333333333,0.8876666666666667,1.165,0.9263333333333333,1.1966666666666668,0.99,1.095,1.0006666666666666,0.9896666666666666,1.0343333333333333,0.9193333333333333,0.9766666666666667,1.0676666666666665,0.9726666666666667,0.8636666666666666
348,Caleb Thielbar,573204,10078,CHC,MLB,38.6,0.248,0.076,0.088,0.061,0.239,0.324,0.245,0.046,3.905,0.003,0.9806666666666667,1.0296666666666667,1.013,0.9586666666666667,1.0913333333333333,0.832,1.039,0.895,1.021,0.9763333333333333,0.9723333333333333,1.0533333333333335,0.991,0.9923333333333334,0.9753333333333333,1.1506666666666667
349,Drew Pomeranz,519141,11426,CHC,MLB,36.8,0.268,0.086,0.079,0.074,0.24,0.261,0.311,0.041,3.905,0.016,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
350,Taylor Rogers,573124,13449,CHC,MLB,34.7,0.248,0.104,0.081,0.059,0.243,0.251,0.31,0.047,3.905,0.017,0.9316666666666666,1.1063333333333334,0.931,1.0866666666666667,1.109,0.7789999999999999,1.1003333333333334,0.773,0.9969999999999999,1.0213333333333334,0.9676666666666666,1.0593333333333335,1.0243333333333333,0.9406666666666667,0.8313333333333334,1.4016666666666668
351,Ryan Brasier,518489,5615,CHC,MLB,38.0,0.223,0.071,0.073,0.065,0.246,0.246,0.333,0.041,3.905,0.004,1.0333333333333332,0.9406666666666667,0.9006666666666667,1.138,0.9886666666666667,1.0856666666666668,0.9356666666666666,1.1726666666666667,0.9606666666666667,1.0533333333333332,1.0559999999999998,0.8913333333333333,0.9683333333333334,1.0766666666666667,1.1163333333333334,0.6463333333333333
352,Ben Brown,676962,23590,CHC,MLB,26.0,0.241,0.061,0.096,0.067,0.245,0.248,0.294,0.04,3.905,0.008,0.9836666666666666,1.0056666666666667,0.8903333333333333,1.1316666666666666,0.9306666666666666,1.1440000000000001,0.9833333333333333,1.088,1.01,0.9863333333333333,1.0266666666666666,0.9416666666666667,0.981,1.052,1.0946666666666667,0.7273333333333333
353,Michael Soroka,647336,18383,CHC,MLB,28.1,0.25,0.083,0.084,0.065,0.242,0.266,0.291,0.045,3.905,0.022,1.0073333333333332,0.9803333333333333,0.8843333333333333,1.1296666666666666,1.0256666666666667,1.037,0.9969999999999999,1.0666666666666667,0.963,1.0346666666666666,0.984,0.9846666666666667,1.0543333333333333,0.9826666666666666,0.9213333333333333,0.9173333333333333
354,Jameson Taillon,592791,11674,CHC,MLB,33.8,0.194,0.055,0.086,0.062,0.242,0.288,0.284,0.043,3.905,0.006,1.0156666666666665,0.9716666666666667,0.7846666666666667,1.2473333333333332,0.9753333333333334,1.0913333333333333,0.9716666666666666,1.1006666666666667,0.985,1.0153333333333332,1.0323333333333333,0.9359999999999999,0.9916666666666667,1.0396666666666665,0.9993333333333333,0.8386666666666667
355,Jordan Wicks,696136,30094,CHC,MLB,26.0,0.184,0.08,0.076,0.061,0.248,0.231,0.328,0.045,3.905,0.007,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
356,Jack Neely,680891,30106,CHC,MLB,25.2,0.291,0.1,0.078,0.064,0.252,0.318,0.232,0.04,3.905,0.016,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
357,Porter Hodge,687863,26413,CHC,MLB,24.5,0.274,0.108,0.066,0.061,0.242,0.308,0.309,0.04,3.905,0.02,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
358,Luke Little,681432,28036,CHC,MLB,25.0,0.262,0.112,0.068,0.054,0.243,0.2,0.383,0.05,3.905,0.035,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
359,Nate Pearson,663878,20160,CHC,MLB,29.0,0.23,0.083,0.086,0.064,0.244,0.31,0.264,0.04,3.905,0.014,0.9929999999999999,0.9996666666666666,0.8583333333333334,1.1829999999999998,0.9946666666666667,1.0746666666666667,1.0973333333333333,0.934,0.9893333333333333,1.01,1.0466666666666666,0.9086666666666666,0.9473333333333334,1.1039999999999999,1.0256666666666667,0.7903333333333333
360,Ethan Roberts,681799,24930,CHC,MLB,28.1,0.229,0.085,0.092,0.063,0.248,0.273,0.257,0.044,3.905,0.022,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
361,Gavin Hollowell,668970,25427,CHC,MLB,27.8,0.223,0.103,0.08,0.064,0.248,0.279,0.266,0.045,3.905,0.023,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
362,Tom Cosgrove,676680,23443,CHC,MLB,29.2,0.213,0.083,0.058,0.044,0.241,0.352,0.261,0.053,3.905,0.023,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
363,Hunter Greene,668881,22182,CIN,MLB,26.0,0.286,0.069,0.08,0.068,0.239,0.333,0.25,0.042,3.905,0.019,0.9716666666666666,1.016,0.8896666666666667,1.13,0.972,1.0966666666666667,0.938,1.1413333333333333,1.008,0.9883333333333333,1.05,0.9146666666666666,0.976,1.058,0.9973333333333333,0.84
364,Nick Martinez,607259,12730,CIN,MLB,35.1,0.163,0.057,0.075,0.058,0.246,0.257,0.308,0.047,3.905,0.008,0.9676666666666666,1.0276666666666667,0.9046666666666667,1.1203333333333332,0.9813333333333334,1.0896666666666668,1.036,1.024,0.9776666666666667,1.0253333333333332,1.0363333333333333,0.9273333333333333,0.973,1.0643333333333334,0.9863333333333333,0.85
365,Zack Littell,641793,15823,CIN,MLB,29.9,0.174,0.041,0.087,0.063,0.242,0.273,0.302,0.041,3.905,0.008,1.0086666666666666,0.9796666666666666,0.872,1.1556666666666666,1.0266666666666666,1.0326666666666666,1.018,1.048,0.9783333333333333,1.023,1.029,0.9396666666666667,0.967,1.068,1.0536666666666665,0.776
366,Andrew Abbott,671096,29911,CIN,MLB,26.2,0.189,0.065,0.084,0.065,0.24,0.335,0.242,0.043,3.905,0.005,0.972,1.055,1.0313333333333334,0.861,1.081,0.7966666666666666,1.073,0.7726666666666666,1.0066666666666666,1.015,0.9616666666666667,1.0786666666666667,1.018,0.9556666666666667,0.8726666666666667,1.375
367,Brady Singer,663903,25377,CIN,MLB,29.1,0.225,0.087,0.082,0.063,0.247,0.225,0.333,0.043,3.905,0.015,0.9863333333333333,0.997,0.8516666666666667,1.153,0.8933333333333333,1.1556666666666666,0.9653333333333333,1.0953333333333333,0.9766666666666667,1.0223333333333333,1.053,0.9226666666666666,0.9793333333333333,1.0496666666666665,1.0523333333333333,0.8003333333333333
368,Emilio Pagan,641941,14771,CIN,MLB,34.3,0.282,0.087,0.09,0.075,0.241,0.318,0.235,0.041,3.905,0.004,0.9906666666666666,1.0023333333333333,0.9003333333333333,1.1283333333333332,0.9566666666666667,1.1253333333333333,1.0396666666666665,1.0176666666666667,0.971,1.035,1.0579999999999998,0.896,0.975,1.0633333333333332,1.081,0.719
369,Tony Santillan,663574,19926,CIN,MLB,28.4,0.264,0.086,0.074,0.071,0.246,0.297,0.26,0.043,3.905,0.018,1.0403333333333333,0.942,0.9163333333333333,1.1063333333333332,1.065,0.989,1.0156666666666667,1.0503333333333333,1.016,0.98,0.983,0.992,0.998,1.0323333333333333,0.864,0.9933333333333334
370,Graham Ashcraft,668933,27552,CIN,MLB,27.5,0.21,0.09,0.072,0.056,0.247,0.2,0.379,0.045,3.905,0.013,0.9966666666666666,0.9933333333333333,0.9329999999999999,1.0866666666666667,1.085,0.9646666666666667,1.1426666666666665,0.903,0.994,1.0046666666666666,0.9763333333333333,1.0003333333333333,1.027,0.9986666666666666,0.898,0.9556666666666667
371,Scott Barlow,605130,14993,CIN,MLB,32.7,0.251,0.12,0.072,0.057,0.243,0.266,0.32,0.045,3.905,0.014,1.004,0.9853333333333333,0.9403333333333334,1.0773333333333333,1.001,1.0643333333333334,1.0206666666666666,1.044,0.9876666666666666,1.0123333333333333,0.9949999999999999,0.981,1.0,1.0293333333333332,1.0333333333333332,0.7873333333333333
372,Brent Suter,608718,13942,CIN,MLB,36.0,0.183,0.06,0.07,0.053,0.243,0.254,0.326,0.051,3.905,0.009,0.9963333333333333,1.0003333333333333,1.0073333333333334,0.9643333333333333,1.0206666666666666,0.9463333333333334,0.9876666666666667,0.9849999999999999,1.02,0.976,0.985,1.0290000000000001,1.0136666666666665,0.9603333333333334,0.883,1.2933333333333334
373,Luis Mey,682825,25620,CIN,MLB,24.2,0.224,0.111,0.08,0.047,0.248,0.235,0.354,0.043,4.25,0.026,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
374,Sam Moll,594580,14874,CIN,MLB,33.6,0.262,0.085,0.067,0.057,0.233,0.255,0.381,0.046,3.905,0.019,0.8936666666666666,1.135,1.0936666666666666,0.866,1.1036666666666666,0.82,1.0663333333333334,0.8586666666666667,1.0753333333333333,0.9046666666666666,0.9653333333333333,1.0636666666666668,1.0006666666666666,0.9756666666666667,0.7203333333333333,1.4996666666666667
375,Joe LaSorsa,686747,25481,CIN,MLB,27.3,0.185,0.064,0.071,0.053,0.242,0.308,0.288,0.047,3.905,0.015,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
376,Chase Burns,695505,35333,CIN,MLB,22.6,0.309,0.083,0.079,0.077,0.247,0.239,0.27,0.049,4.0,0.0,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
377,Nick Lodolo,666157,26378,CIN,MLB,27.5,0.255,0.054,0.086,0.063,0.239,0.248,0.331,0.043,3.905,0.032,0.976,1.042,0.9926666666666667,1.0053333333333334,1.0976666666666666,0.6923333333333332,1.0663333333333334,0.7673333333333333,1.0146666666666666,0.9876666666666666,0.9446666666666667,1.1620000000000001,1.03,0.9016666666666667,0.864,1.4526666666666668
378,Ian Gibaut,664139,17871,CIN,MLB,31.8,0.22,0.085,0.074,0.064,0.245,0.282,0.3,0.042,3.905,0.011,1.0343333333333333,0.9503333333333334,0.8663333333333334,1.1623333333333332,1.1286666666666667,0.9176666666666666,1.0323333333333333,1.0316666666666667,0.9563333333333334,1.048,0.9806666666666666,0.9943333333333333,1.038,0.9873333333333333,0.8386666666666667,1.0206666666666666
379,Chase Petty,695534,30170,CIN,MLB,22.4,0.221,0.092,0.094,0.055,0.242,0.241,0.328,0.044,3.905,0.014,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
380,Sam Benschoter,680397,sa3017639,CIN,MLB,27.4,0.208,0.094,0.069,0.061,0.25,0.225,0.314,0.05,3.905,0.019,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
381,Connor Phillips,683175,27649,CIN,MLB,24.3,0.239,0.102,0.096,0.062,0.239,0.316,0.25,0.043,3.905,0.017,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
382,Lyon Richardson,680689,24581,CIN,MLB,25.6,0.185,0.12,0.085,0.067,0.248,0.202,0.354,0.039,3.905,0.014,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
383,Yosver Zululeta,691172,27765,CIN,MLB,27.6,0.239,0.087,0.095,0.065,0.227,0.223,0.369,0.047,3.905,0.027,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
384,Kyle Freeland,607536,16256,COL,MLB,32.3,0.158,0.064,0.089,0.068,0.246,0.24,0.3,0.042,3.905,0.009,0.9733333333333333,1.0503333333333333,1.002,0.9673333333333333,1.0646666666666667,0.853,1.0623333333333334,0.8083333333333333,1.019,0.9713333333333333,0.9556666666666667,1.101,1.0263333333333333,0.9256666666666667,0.8606666666666667,1.4226666666666667
385,Austin Gomber,596295,16561,COL,MLB,31.8,0.138,0.06,0.089,0.067,0.244,0.26,0.289,0.043,3.905,0.004,0.976,1.0396666666666667,1.007,0.9533333333333334,1.058,0.879,1.0246666666666666,0.9383333333333334,1.024,0.958,0.956,1.0933333333333335,1.0243333333333333,0.9353333333333333,0.916,1.2243333333333335
386,Bradley Blalock,687134,26419,COL,MLB,24.7,0.137,0.099,0.089,0.068,0.245,0.252,0.303,0.04,3.905,0.006,0.9636666666666666,1.011,0.916,1.0993333333333333,1.027,1.038,1.1293333333333333,0.9653333333333334,0.9663333333333334,1.0283333333333333,1.0203333333333333,0.9536666666666667,0.9406666666666667,1.076,1.0753333333333333,0.7966666666666666
387,Tanner Gordon,685299,27669,COL,MLB,27.8,0.163,0.051,0.083,0.059,0.257,0.256,0.275,0.041,3.905,0.005,1.05,0.941,0.875,1.141,1.0176666666666667,1.0443333333333333,0.9353333333333332,1.122,1.049,0.9576666666666666,1.0979999999999999,0.8823333333333333,0.8460000000000001,1.169,0.9823333333333333,0.8633333333333333
388,Chase Dollander,801403,33482,COL,MLB,23.8,0.187,0.102,0.102,0.051,0.242,0.261,0.303,0.043,4.046,0.017,1.0876666666666666,0.9143333333333333,0.8906666666666667,1.1219999999999999,1.006,1.0533333333333335,0.975,1.0806666666666667,0.9393333333333334,1.0486666666666666,1.1166666666666667,0.8813333333333333,0.9093333333333333,1.0996666666666666,1.0536666666666665,0.8123333333333334
389,Victor Vodnik,680767,24614,COL,MLB,25.9,0.236,0.11,0.084,0.064,0.24,0.171,0.414,0.042,3.905,0.006,1.0699999999999998,0.91,0.8473333333333334,1.184,1.0006666666666666,1.062,1.033,1.0316666666666667,0.9946666666666667,1.0046666666666666,1.0033333333333332,0.9683333333333333,0.995,1.036,1.0566666666666666,0.7786666666666666
390,Jimmy Herget,623474,17556,COL,MLB,32.0,0.226,0.062,0.076,0.071,0.241,0.29,0.276,0.044,3.905,0.016,1.021,0.9616666666666667,0.8230000000000001,1.2523333333333333,0.9456666666666667,1.1546666666666667,1.0386666666666666,1.0143333333333333,0.9836666666666667,1.0186666666666666,1.0523333333333333,0.8946666666666666,0.9526666666666667,1.1023333333333334,1.0533333333333332,0.738
391,Juan M. Mejia,675848,23237,COL,MLB,25.1,0.247,0.081,0.072,0.071,0.238,0.274,0.299,0.047,4.142,0.03,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
392,Nick Anderson,623433,18337,COL,MLB,35.1,0.207,0.075,0.089,0.066,0.245,0.276,0.286,0.039,3.905,0.004,0.9919999999999999,0.9996666666666666,0.9526666666666667,1.0636666666666665,1.168,0.8616666666666667,1.056,1.002,1.0106666666666666,0.9846666666666666,1.007,0.965,0.9329999999999999,1.1103333333333334,0.7513333333333333,1.1353333333333333
393,Dugan Darnell,699911,27812,COL,MLB,28.2,0.264,0.095,0.069,0.056,0.248,0.271,0.294,0.048,3.905,0.008,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
394,Jaden Hill,677955,30250,COL,MLB,25.7,0.223,0.092,0.06,0.072,0.24,0.271,0.328,0.044,3.905,0.032,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
395,Ryan Rolison,669020,22200,COL,MLB,28.1,0.168,0.089,0.084,0.061,0.238,0.225,0.339,0.05,3.416,0.006,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
396,Anthony Molina,683627,26952,COL,MLB,23.6,0.169,0.071,0.086,0.071,0.252,0.214,0.309,0.04,3.905,0.006,0.9969999999999999,0.9933333333333333,0.7863333333333333,1.259,0.937,1.147,0.9926666666666666,1.0803333333333334,1.0213333333333334,0.9686666666666666,1.0056666666666665,0.967,1.003,1.0256666666666665,0.967,0.875
397,German Marquez,608566,15038,COL,MLB,30.5,0.207,0.079,0.077,0.067,0.247,0.214,0.345,0.042,3.905,0.006,1.0403333333333333,0.9526666666666667,0.8383333333333334,1.166,0.996,1.0626666666666666,1.01,1.055,0.969,1.0283333333333333,1.012,0.9596666666666667,1.0236666666666667,1.0116666666666667,0.9803333333333333,0.8656666666666666
398,Antonio Senzatela,622608,15488,COL,MLB,30.6,0.164,0.068,0.076,0.063,0.25,0.202,0.349,0.043,3.905,0.01,1.0563333333333333,0.9359999999999999,0.88,1.1353333333333333,1.0813333333333333,0.988,1.025,1.042,0.9973333333333333,1.004,0.968,0.9986666666666667,1.0343333333333333,1.001,0.9843333333333333,0.8616666666666666
