,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
156,Thomas Hatch,641672,19264,MIN,MLB,30.9,0.188,0.103,0.082,0.074,0.249,0.214,0.329,0.038,3.905,0.017,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
157,David Festa,701581,30056,MIN,MLB,25.5,0.244,0.083,0.091,0.068,0.243,0.276,0.274,0.043,3.905,0.01,1.0036666666666667,0.9846666666666667,0.8943333333333333,1.127,1.0676666666666668,0.989,1.0296666666666665,1.0353333333333334,1.01,0.988,1.022,0.9483333333333333,0.954,1.0803333333333334,0.8753333333333333,0.976
158,Simeon Woods Richardson,680573,24494,MIN,MLB,24.9,0.205,0.091,0.088,0.061,0.244,0.311,0.258,0.041,3.905,0.005,1.0196666666666665,0.9656666666666667,0.9133333333333333,1.1119999999999999,1.0776666666666668,0.9650000000000001,0.995,1.0773333333333335,0.9853333333333333,1.0153333333333332,0.978,1.0023333333333333,1.0106666666666666,1.0153333333333332,0.9113333333333333,0.9470000000000001
159,Anthony Misiewicz,664948,18152,MIN,MLB,30.8,0.217,0.076,0.09,0.072,0.245,0.263,0.284,0.039,3.905,0.004,0.9996666666666666,1.0046666666666666,0.986,0.9973333333333333,1.1386666666666667,0.7773333333333333,1.0933333333333333,0.8253333333333334,0.967,1.0463333333333333,0.9746666666666667,1.0513333333333335,1.0156666666666667,0.9553333333333334,0.7443333333333333,1.4593333333333334
160,Taj Bradley,671737,22543,MIN,MLB,24.4,0.216,0.086,0.086,0.069,0.241,0.249,0.319,0.042,3.905,0.007,0.9833333333333333,1.0036666666666667,0.8916666666666667,1.1266666666666667,1.0083333333333333,1.053,1.0343333333333333,1.0306666666666666,0.9716666666666667,1.0293333333333332,1.016,0.955,0.9976666666666666,1.033,0.982,0.8603333333333333
161,Mick Abel,690953,27756,MIN,MLB,24.0,0.211,0.082,0.093,0.064,0.249,0.28,0.263,0.039,4.204,0.014,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
162,Marco Raya,694397,sa3014550,MIN,MLB,23.0,0.229,0.098,0.071,0.059,0.242,0.23,0.337,0.051,3.905,0.016,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
163,Noah Davis,663562,25862,MIN,MLB,28.3,0.192,0.094,0.079,0.069,0.254,0.241,0.286,0.041,3.905,0.029,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
164,Carlos Rodon,607074,16137,NYY,MLB,32.7,0.261,0.093,0.087,0.065,0.241,0.313,0.255,0.043,3.905,0.01,0.9723333333333333,1.0566666666666666,1.006,0.9483333333333334,1.064,0.8523333333333333,1.0613333333333335,0.8009999999999999,1.0156666666666665,0.984,0.9586666666666667,1.093,1.0216666666666665,0.9406666666666667,0.876,1.3823333333333334
165,Cam Schlittler,693645,32095,NYY,MLB,24.5,0.233,0.09,0.09,0.053,0.246,0.26,0.316,0.04,4.046,0.013,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
166,Luis Gil,661563,21052,NYY,MLB,27.2,0.265,0.101,0.085,0.059,0.245,0.319,0.261,0.04,3.905,0.01,1.0546666666666666,0.9253333333333333,0.9066666666666667,1.1179999999999999,0.992,1.0703333333333334,0.96,1.1083333333333334,0.9339999999999999,1.0679999999999998,1.0583333333333333,0.9109999999999999,1.0083333333333333,1.022,1.0316666666666667,0.8089999999999999
167,Max Fried,608331,13743,NYY,MLB,31.6,0.225,0.064,0.067,0.058,0.243,0.203,0.388,0.047,3.905,0.009,0.964,1.0803333333333334,0.973,1.0656666666666665,1.0416666666666665,0.9386666666666666,1.0150000000000001,0.9836666666666667,1.017,0.978,0.963,1.074,1.0336666666666665,0.8973333333333333,0.9149999999999999,1.2236666666666667
168,Will Warren,701542,30182,NYY,MLB,26.2,0.256,0.103,0.09,0.057,0.248,0.237,0.317,0.042,3.905,0.01,1.1003333333333332,0.905,0.785,1.2066666666666666,0.9933333333333333,1.063,1.013,1.052,1.0563333333333333,0.9613333333333333,0.9946666666666666,0.9726666666666667,0.982,1.0453333333333332,0.7336666666666667,1.0503333333333333
169,David Bednar,670280,19569,NYY,MLB,30.9,0.307,0.07,0.077,0.066,0.242,0.29,0.288,0.042,3.905,0.007,1.0223333333333333,0.9626666666666667,0.891,1.138,0.985,1.0823333333333334,1.049,1.01,0.9983333333333333,0.9993333333333333,1.0056666666666665,0.9666666666666667,0.9883333333333333,1.0436666666666665,0.9906666666666667,0.847
170,Luke Weaver,596133,16918,NYY,MLB,32.0,0.277,0.07,0.088,0.069,0.243,0.278,0.275,0.042,3.905,0.009,1.0246666666666666,0.9616666666666667,0.8663333333333334,1.1623333333333332,1.095,0.9550000000000001,0.9923333333333333,1.0773333333333335,0.972,1.0303333333333333,1.0053333333333332,0.9666666666666667,0.996,1.0343333333333333,0.9343333333333333,0.9129999999999999
171,Devin Williams,642207,15816,NYY,MLB,30.9,0.326,0.103,0.07,0.061,0.245,0.252,0.33,0.045,3.905,0.012,1.0939999999999999,0.8883333333333333,0.898,1.1243333333333332,0.979,1.0746666666666667,1.1059999999999999,0.9796666666666667,1.044,0.9686666666666666,1.0383333333333333,0.9393333333333334,0.901,1.109,0.883,0.9426666666666667
172,Camilo Doval,666808,21992,NYY,MLB,28.1,0.265,0.12,0.071,0.061,0.238,0.203,0.396,0.046,3.905,0.014,1.0143333333333333,0.9733333333333333,0.8986666666666667,1.1253333333333333,0.9086666666666667,1.1673333333333333,0.9793333333333333,1.0916666666666668,1.0156666666666667,0.9803333333333333,1.0126666666666666,0.9583333333333333,0.972,1.0616666666666665,1.0783333333333334,0.7486666666666666
173,Mark Leiter Jr.,643410,15551,NYY,MLB,34.5,0.279,0.078,0.077,0.061,0.248,0.212,0.338,0.046,3.905,0.019,0.9656666666666666,1.0106666666666666,0.9093333333333333,1.1046666666666667,1.031,1.034,1.0263333333333333,1.0416666666666667,0.972,1.025,0.9946666666666666,0.9733333333333333,1.0106666666666666,1.0233333333333332,1.0286666666666666,0.8283333333333333
174,Tim Hill,657612,16814,NYY,MLB,35.5,0.139,0.064,0.064,0.055,0.239,0.173,0.447,0.046,3.905,0.015,0.9436666666666667,1.072,0.9913333333333333,0.9886666666666667,1.1853333333333333,0.7283333333333333,1.0753333333333335,0.8513333333333333,1.0316666666666665,0.965,0.949,1.083,1.06,0.902,0.7783333333333333,1.405
175,Yerry De Los Santos,660787,21420,NYY,MLB,27.7,0.205,0.095,0.078,0.055,0.236,0.189,0.43,0.043,3.905,0.01,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
176,Brent Headrick,687396,27702,NYY,MLB,27.7,0.281,0.081,0.097,0.067,0.242,0.313,0.237,0.042,3.905,0.01,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
177,Ryan Yarbrough,642232,16502,NYY,MLB,33.7,0.183,0.076,0.075,0.054,0.245,0.283,0.284,0.049,3.905,0.02,0.945,1.1233333333333333,0.9996666666666666,0.977,1.0996666666666666,0.7546666666666666,1.0203333333333333,0.9496666666666667,1.027,0.9496666666666667,0.9563333333333333,1.0913333333333335,1.0233333333333332,0.9386666666666666,0.8553333333333333,1.4060000000000001
178,Fernando E. Cruz,518585,7048,NYY,MLB,35.4,0.379,0.105,0.086,0.067,0.246,0.284,0.255,0.045,3.905,0.01,1.0313333333333332,0.9503333333333334,0.8876666666666667,1.1453333333333333,0.9923333333333334,1.0736666666666668,1.0086666666666666,1.059,1.001,0.9959999999999999,0.9966666666666666,0.9776666666666666,1.0143333333333333,1.012,0.9169999999999999,0.9363333333333334
179,Jonathan Loaisiga,642528,19753,NYY,MLB,30.8,0.205,0.066,0.056,0.051,0.238,0.208,0.417,0.05,3.905,0.011,1.0043333333333333,0.9873333333333333,0.9083333333333333,1.1256666666666666,0.8826666666666667,1.2583333333333333,0.9536666666666667,1.151,0.9676666666666667,1.0443333333333333,1.0266666666666666,0.9346666666666666,0.9646666666666667,1.0846666666666667,1.0753333333333333,0.6996666666666667
180,Allan Winans,642216,21238,NYY,MLB,30.0,0.201,0.066,0.092,0.067,0.252,0.212,0.304,0.042,3.905,0.016,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
181,Jake Bird,656234,21267,NYY,MLB,29.7,0.242,0.095,0.081,0.062,0.245,0.199,0.374,0.042,3.905,0.02,1.0006666666666666,0.99,0.9366666666666666,1.0823333333333331,0.9296666666666666,1.1540000000000001,0.9816666666666666,1.0936666666666668,1.032,0.956,0.9706666666666666,1.0113333333333332,1.052,0.9636666666666667,1.059,0.7586666666666666
182,Ian Hamilton,641656,19261,NYY,MLB,30.2,0.25,0.112,0.072,0.053,0.249,0.248,0.339,0.043,3.905,0.01,1.0303333333333333,0.949,0.9416666666666667,1.0739999999999998,0.8936666666666666,1.205,0.9093333333333333,1.1903333333333335,0.9783333333333333,1.0243333333333333,1.0253333333333332,0.9413333333333332,1.0063333333333333,1.021,1.091,0.7123333333333333
183,Scott Effross,664123,18384,NYY,MLB,31.7,0.248,0.055,0.066,0.062,0.247,0.24,0.344,0.043,3.905,0.013,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
184,Jayven Sandridge,682144,25158,NYY,MLB,26.5,0.294,0.142,0.074,0.075,0.247,0.267,0.273,0.044,3.905,0.015,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
185,Michael Arias,683522,sa3017036,NYY,MLB,23.8,0.238,0.128,0.064,0.061,0.247,0.253,0.331,0.044,3.905,0.014,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
186,Jeffrey Springs,605488,17677,OAK,MLB,32.9,0.206,0.064,0.08,0.069,0.246,0.286,0.262,0.044,3.905,0.004,0.9873333333333333,1.0033333333333334,1.005,0.9586666666666667,1.048,0.9089999999999999,1.037,0.9003333333333333,1.0016666666666665,1.0266666666666666,0.954,1.099,1.0423333333333333,0.8806666666666667,0.9186666666666666,1.2166666666666668
187,Jacob Lopez,682052,25098,OAK,MLB,27.5,0.247,0.084,0.076,0.066,0.246,0.325,0.215,0.049,3.905,0.017,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
188,J.T. Ginn,669372,27889,OAK,MLB,26.3,0.237,0.069,0.088,0.06,0.247,0.205,0.353,0.042,3.905,0.02,1.1036666666666666,0.88,0.807,1.2189999999999999,0.9113333333333333,1.1423333333333334,1.278,0.8076666666666668,0.9543333333333334,1.0433333333333332,0.9899999999999999,0.98,1.03,1.003,1.0919999999999999,0.7613333333333333
189,Jackson Perkins,678022,31468,OAK,MLB,25.7,0.212,0.088,0.076,0.056,0.241,0.294,0.283,0.05,3.935,0.016,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
190,Luis D. Morales,806960,32227,OAK,MLB,22.9,0.238,0.095,0.074,0.075,0.243,0.285,0.262,0.046,3.905,0.008,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
191,Sean Newcomb,656794,16943,OAK,MLB,32.2,0.236,0.106,0.075,0.068,0.249,0.235,0.303,0.045,3.905,0.012,0.969,1.052,0.99,0.9983333333333333,1.0493333333333332,0.8989999999999999,1.0553333333333335,0.8576666666666667,1.0146666666666666,0.9863333333333333,0.9606666666666667,1.0746666666666667,1.013,0.9646666666666667,0.9556666666666667,1.1416666666666668
192,Michael J. Kelly,547184,12791,OAK,MLB,33.0,0.199,0.091,0.066,0.06,0.245,0.304,0.289,0.044,3.905,0.008,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
193,Justin Sterner,686993,27694,OAK,MLB,29.0,0.236,0.079,0.085,0.066,0.236,0.336,0.273,0.038,3.905,0.015,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
194,Elvis Alvarado,665660,21662,OAK,MLB,26.5,0.243,0.091,0.086,0.059,0.249,0.264,0.297,0.04,4.092,0.02,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
195,Tyler Ferguson,621053,19481,OAK,MLB,31.9,0.258,0.118,0.081,0.067,0.233,0.297,0.304,0.044,3.905,0.02,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
196,Ben Bowden,641386,20198,OAK,MLB,30.8,0.222,0.099,0.092,0.067,0.238,0.297,0.25,0.048,3.905,0.004,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
197,Hogan Harris,663687,21520,OAK,MLB,28.7,0.229,0.102,0.079,0.069,0.245,0.275,0.279,0.044,3.905,0.013,0.971,1.0526666666666666,0.9593333333333334,1.0883333333333334,1.047,0.9116666666666666,1.04,0.8913333333333333,0.9933333333333333,1.0516666666666667,0.96,1.081,1.0516666666666665,0.8513333333333334,0.8756666666666667,1.3483333333333334
198,Osvaldo Bido,674370,23150,OAK,MLB,29.9,0.188,0.09,0.075,0.061,0.246,0.326,0.252,0.043,3.905,0.022,0.9996666666666666,0.9903333333333333,0.8823333333333333,1.148,0.9136666666666666,1.1720000000000002,1.044,1.0153333333333334,0.9856666666666667,1.015,1.0966666666666667,0.8536666666666667,0.9393333333333334,1.105,1.0586666666666666,0.761
199,Luis Severino,622663,15890,OAK,MLB,31.5,0.179,0.072,0.075,0.061,0.246,0.255,0.309,0.046,3.905,0.015,1.0519999999999998,0.9333333333333333,0.9366666666666666,1.083,0.9503333333333334,1.1096666666666668,1.0446666666666666,1.022,0.959,1.04,1.045,0.9269999999999999,0.9883333333333333,1.042,0.9836666666666666,0.8603333333333333
200,Brady Basso,669620,25582,OAK,MLB,27.9,0.215,0.072,0.078,0.055,0.251,0.283,0.299,0.038,3.763,0.006,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
201,Joey Estes,683155,26257,OAK,MLB,23.9,0.165,0.066,0.094,0.073,0.236,0.368,0.198,0.041,3.905,0.017,1.0143333333333333,0.9733333333333333,0.7886666666666666,1.2506666666666666,0.9713333333333334,1.097,1.037,1.0256666666666667,1.0103333333333333,0.986,0.9899999999999999,0.9846666666666667,0.9893333333333333,1.0423333333333333,1.0546666666666666,0.773
202,Mitch Spence,687765,27707,OAK,MLB,27.3,0.18,0.066,0.092,0.06,0.241,0.229,0.349,0.041,3.905,0.011,0.964,1.0333333333333332,0.9896666666666667,1.0186666666666666,0.9786666666666667,1.0916666666666668,1.0816666666666666,0.9673333333333334,0.962,1.0446666666666666,1.0106666666666666,0.9603333333333333,1.016,1.0093333333333332,0.9823333333333333,0.8556666666666667
203,Ken Waldichuk,686610,27681,OAK,MLB,27.6,0.209,0.102,0.084,0.067,0.242,0.271,0.293,0.043,3.911,0.017,0.9833333333333333,1.0123333333333333,0.9856666666666667,1.0283333333333333,1.0396666666666667,0.9490000000000001,1.0446666666666666,0.8713333333333333,1.013,0.9943333333333333,0.9736666666666666,1.0326666666666666,1.0233333333333332,0.9353333333333333,0.884,1.3426666666666667
204,Anthony Maldonado,687424,26034,OAK,MLB,27.5,0.212,0.078,0.082,0.059,0.247,0.296,0.239,0.05,3.905,0.009,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
205,Eduarniel Nunez,674384,23162,OAK,MLB,26.2,0.275,0.129,0.063,0.06,0.236,0.175,0.449,0.046,3.905,0.022,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
206,Michel Otanez,671305,22533,OAK,MLB,28.1,0.276,0.101,0.076,0.074,0.241,0.276,0.295,0.042,3.905,0.023,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
207,Jared Shuster,694363,27472,OAK,MLB,27.1,0.155,0.089,0.075,0.063,0.245,0.295,0.266,0.046,3.905,0.003,0.9676666666666667,1.056,1.0416666666666667,0.8866666666666666,1.0616666666666665,0.8723333333333333,1.0616666666666668,0.847,1.003,1.0103333333333333,0.947,1.1026666666666667,1.05,0.8866666666666667,0.848,1.375
208,Henry Baez,692013,sa3016584,OAK,MLB,22.9,0.205,0.092,0.081,0.064,0.243,0.258,0.31,0.043,3.905,0.016,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
209,Bryan Woo,693433,30279,SEA,MLB,25.6,0.25,0.05,0.075,0.063,0.238,0.294,0.304,0.044,3.905,0.012,1.047,0.9433333333333334,0.8023333333333333,1.2093333333333334,0.9876666666666667,1.0716666666666668,0.97,1.0923333333333334,0.9256666666666666,1.0696666666666665,1.1003333333333332,0.878,0.9423333333333334,1.0843333333333334,1.1079999999999999,0.7466666666666666
210,George Kirby,669923,25436,SEA,MLB,27.6,0.256,0.056,0.081,0.062,0.242,0.254,0.336,0.04,3.905,0.009,0.9936666666666666,0.995,0.842,1.1823333333333332,1.0146666666666666,1.0463333333333333,1.0583333333333333,1.0036666666666667,0.9813333333333333,1.0193333333333332,1.0333333333333332,0.9356666666666666,0.956,1.0786666666666667,0.999,0.841
211,Logan Gilbert,669302,22250,SEA,MLB,28.3,0.319,0.065,0.08,0.064,0.245,0.271,0.299,0.042,3.905,0.007,0.9916666666666666,0.999,0.895,1.1303333333333332,1.0363333333333333,1.0203333333333333,0.989,1.0826666666666667,0.9766666666666667,1.0256666666666665,1.024,0.9446666666666667,0.9873333333333333,1.045,1.0023333333333333,0.833
212,Luis Castillo,622491,15689,SEA,MLB,32.7,0.224,0.056,0.085,0.064,0.242,0.266,0.303,0.043,3.905,0.009,1.0366666666666666,0.952,0.837,1.1806666666666665,0.9603333333333334,1.0996666666666668,0.9546666666666666,1.11,0.9866666666666667,1.0133333333333332,1.0483333333333333,0.9236666666666666,0.956,1.074,1.0526666666666666,0.7926666666666666
213,Andres Munoz,662253,20373,SEA,MLB,26.6,0.312,0.101,0.074,0.055,0.24,0.209,0.392,0.046,3.905,0.016,1.0043333333333333,0.9843333333333333,0.8776666666666667,1.1466666666666665,0.9536666666666667,1.1163333333333334,0.9959999999999999,1.073,0.981,1.02,1.0416666666666665,0.9253333333333333,0.9346666666666666,1.1046666666666667,1.014,0.822
214,Matt Brash,666374,25756,SEA,MLB,27.3,0.281,0.098,0.062,0.054,0.257,0.211,0.342,0.045,3.905,0.012,1.0513333333333332,0.9286666666666666,0.9266666666666666,1.0943333333333332,1.046,1.0136666666666667,0.857,1.217,0.9626666666666667,1.0386666666666666,1.0523333333333333,0.9169999999999999,0.9873333333333333,1.0436666666666665,0.9873333333333333,0.8546666666666667
215,Gabe Speier,642100,17170,SEA,MLB,30.4,0.319,0.068,0.076,0.059,0.243,0.247,0.337,0.045,3.905,0.015,0.946,1.07,1.0426666666666666,0.9299999999999999,1.1446666666666667,0.772,1.0046666666666666,0.938,1.027,0.97,0.9183333333333333,1.1223333333333334,1.0999999999999999,0.8493333333333334,0.7006666666666667,1.5096666666666667
216,Eduard Bazardo,660825,20997,SEA,MLB,30.0,0.257,0.09,0.08,0.064,0.24,0.274,0.329,0.038,3.905,0.011,1.021,0.964,0.8943333333333333,1.1366666666666665,0.955,1.1223333333333334,1.0236666666666665,1.0403333333333333,0.9196666666666666,1.0986666666666667,1.0483333333333333,0.9126666666666666,1.0023333333333333,1.0263333333333333,1.225,0.5473333333333333
217,Caleb Ferguson,657571,19349,SEA,MLB,29.1,0.221,0.076,0.062,0.058,0.25,0.225,0.348,0.046,3.905,0.023,0.9926666666666667,1.0083333333333333,0.98,1.012,1.1106666666666667,0.7883333333333333,1.0936666666666668,0.7993333333333333,1.019,0.9783333333333333,0.9503333333333333,1.09,1.018,0.953,0.9126666666666666,1.241
218,Carlos M. Vargas,672841,22915,SEA,MLB,25.9,0.187,0.076,0.07,0.053,0.245,0.24,0.355,0.045,3.905,0.015,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
219,Casey Legumina,668984,25921,SEA,MLB,28.2,0.225,0.102,0.076,0.057,0.237,0.275,0.334,0.045,3.905,0.012,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
220,Tayler Saucedo,642048,17888,SEA,MLB,32.2,0.216,0.091,0.072,0.051,0.246,0.182,0.389,0.05,3.905,0.022,0.9339999999999999,1.099,1.025,0.941,1.097,0.82,1.0543333333333333,0.8713333333333333,1.0656666666666665,0.9063333333333333,0.951,1.086,0.9936666666666666,0.9903333333333334,0.859,1.3253333333333335
221,Jackson Kowar,663804,21549,SEA,MLB,28.9,0.214,0.099,0.087,0.063,0.251,0.26,0.282,0.04,3.905,0.017,1.0559999999999998,0.9163333333333333,0.9173333333333333,1.1073333333333333,1.0296666666666667,1.028,0.9329999999999999,1.1516666666666666,0.961,1.045,1.0703333333333334,0.8876666666666666,0.9693333333333334,1.0673333333333332,1.008,0.825
222,Logan Evans,688138,33699,SEA,MLB,24.2,0.183,0.085,0.096,0.066,0.249,0.253,0.283,0.039,4.023,0.014,1.057,0.9313333333333333,0.9446666666666667,1.0756666666666665,1.0146666666666666,1.0470000000000002,1.174,0.9043333333333334,0.986,1.014,1.0446666666666666,0.9293333333333333,0.9196666666666666,1.105,0.9073333333333333,0.9316666666666666
223,Bryce Miller,682243,29837,SEA,MLB,27.0,0.203,0.09,0.089,0.064,0.242,0.294,0.279,0.04,3.905,0.01,1.0386666666666666,0.9486666666666667,0.8256666666666667,1.1963333333333332,0.9536666666666667,1.1086666666666667,1.0536666666666665,1.0116666666666667,0.9803333333333333,1.0196666666666665,1.0683333333333334,0.9019999999999999,0.9623333333333334,1.069,0.9199999999999999,0.9239999999999999
224,Trent Thornton,663423,17948,SEA,MLB,31.9,0.205,0.068,0.08,0.061,0.246,0.274,0.29,0.044,3.905,0.013,0.9949999999999999,0.9993333333333333,0.8816666666666667,1.1603333333333332,1.0396666666666667,1.0086666666666666,0.9676666666666666,1.123,0.964,1.048,1.0286666666666666,0.9333333333333333,1.0146666666666666,1.0063333333333333,0.8976666666666666,0.9783333333333333
225,Emerson Hancock,676106,27470,SEA,MLB,26.2,0.164,0.084,0.083,0.064,0.247,0.254,0.299,0.043,3.905,0.014,1.0033333333333332,0.9843333333333333,0.8083333333333333,1.2063333333333333,1.0823333333333334,0.9776666666666667,0.96,1.107,0.948,1.053,1.059,0.9113333333333333,0.944,1.0876666666666666,1.1243333333333334,0.7156666666666667
226,Blas Castano,680604,26117,SEA,MLB,27.0,0.197,0.087,0.071,0.063,0.239,0.252,0.324,0.05,3.905,0.024,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
227,Jhonathan Diaz,646242,20298,SEA,MLB,28.9,0.166,0.115,0.066,0.064,0.247,0.257,0.324,0.042,3.905,0.022,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
228,Troy Taylor,700187,31883,SEA,MLB,24.0,0.227,0.082,0.096,0.057,0.241,0.307,0.251,0.046,3.905,0.025,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
229,Joe Jacques,682175,25178,SEA,MLB,30.5,0.181,0.077,0.072,0.061,0.244,0.205,0.366,0.048,3.534,0.032,0.967,1.05,0.997,0.972,1.085,0.824,1.058,0.843,1.023,0.977,0.949,1.094,1.029,0.926,0.862,1.374
230,Domingo Gonzalez,682445,sa3007495,SEA,MLB,25.9,0.256,0.098,0.086,0.066,0.238,0.253,0.289,0.052,3.905,0.024,1.015,0.967,0.898,1.132,1.02,1.072,1.025,1.074,0.981,1.019,1.015,0.942,0.993,1.053,0.944,0.821
231,Ryan Pepiot,686752,26221,TB,MLB,28.0,0.25,0.086,0.089,0.062,0.24,0.313,0.26,0.044,3.905,0.014,0.9933333333333333,0.9936666666666666,0.829,1.184,1.06,0.999,1.0433333333333332,1.0213333333333334,0.998,1.0013333333333332,0.9693333333333333,1.004,0.996,1.0346666666666666,0.9856666666666666,0.8566666666666667
232,Shane Baz,669358,22264,TB,MLB,26.2,0.243,0.085,0.084,0.058,0.24,0.264,0.333,0.041,3.905,0.015,0.9936666666666666,0.998,0.906,1.1196666666666666,1.0756666666666668,0.9666666666666667,1.047,1.0096666666666667,0.9776666666666667,1.025,1.038,0.9249999999999999,0.9453333333333334,1.1006666666666667,0.9366666666666666,0.9146666666666666
233,Drew Rasmussen,656876,25385,TB,MLB,30.1,0.23,0.056,0.068,0.064,0.247,0.226,0.35,0.043,3.905,0.006,0.984,1.011,0.9526666666666667,1.0619999999999998,1.0583333333333333,0.9873333333333334,1.018,1.0476666666666667,0.992,1.0063333333333333,1.022,0.9453333333333332,0.9563333333333334,1.0876666666666666,0.9706666666666667,0.87
234,Joe Boyle,671212,29608,TB,MLB,26.0,0.244,0.129,0.075,0.061,0.239,0.329,0.282,0.041,3.905,0.014,1.04,0.951,0.8606666666666667,1.1516666666666666,0.9696666666666667,1.0876666666666668,0.834,1.214,0.9553333333333334,1.0416666666666665,1.0333333333333332,0.9403333333333334,1.0336666666666667,1.0006666666666666,0.981,0.8643333333333333
235,Adrian Houser,605288,12718,TB,MLB,32.6,0.173,0.079,0.072,0.06,0.244,0.217,0.364,0.045,3.905,0.011,1.0183333333333333,0.9683333333333333,0.864,1.167,0.9573333333333334,1.1153333333333333,0.9536666666666667,1.125,0.9613333333333334,1.0436666666666665,1.0573333333333332,0.9043333333333333,0.9373333333333334,1.105,1.0943333333333334,0.7223333333333333
236,Pete Fairbanks,664126,17998,TB,MLB,31.7,0.235,0.08,0.063,0.059,0.243,0.266,0.333,0.045,3.905,0.005,1.015,0.972,0.9286666666666666,1.0919999999999999,0.9633333333333334,1.1056666666666668,1.043,1.0193333333333334,0.9319999999999999,1.0763333333333334,0.9846666666666666,0.9906666666666667,1.0603333333333333,0.9606666666666667,1.0846666666666667,0.7403333333333333
237,Griffin Jax,643377,20253,TB,MLB,30.8,0.335,0.06,0.082,0.066,0.236,0.247,0.343,0.043,3.905,0.009,1.015,0.971,0.9063333333333333,1.1233333333333333,1.035,1.018,1.051,1.0016666666666667,0.95,1.0643333333333334,1.038,0.9223333333333333,0.9886666666666667,1.0446666666666666,0.859,1.0243333333333333
