,player_name,pitcher,pitch_type,PC,%,Velo,SwStr%,Strike%,Ball%,GB%
0,A.J. Minter,621345,CH,93,0.178,86.7,0.183,0.387,0.452,0.6
1,A.J. Minter,621345,FC,180,0.345,89.4,0.2,0.572,0.261,0.433
2,A.J. Minter,621345,FF,249,0.477,94.5,0.1,0.514,0.317,0.405
3,A.J. Puk,640462,CH,17,0.014,90.3,0.235,0.471,0.294,0.75
4,A.J. Puk,640462,FF,502,0.428,95.6,0.165,0.524,0.337,0.271
5,A.J. Puk,640462,FS,30,0.026,84.4,0.067,0.4,0.333,0.375
6,A.J. Puk,640462,SI,178,0.152,94.7,0.051,0.511,0.303,0.576
7,A.J. Puk,640462,SL,247,0.211,85.5,0.255,0.559,0.308,0.364
8,A.J. Puk,640462,ST,199,0.17,81.6,0.116,0.467,0.392,0.357
9,AJ Smith-Shawver,700363,CH,22,0.253,86.0,0.136,0.318,0.591,0.0
10,AJ Smith-Shawver,700363,CU,18,0.207,76.5,0.111,0.667,0.222,1.0
11,AJ Smith-Shawver,700363,FF,47,0.54,96.2,0.085,0.511,0.319,0.125
12,Aaron Ashby,676879,CH,97,0.2,88.8,0.206,0.423,0.371,0.6
13,Aaron Ashby,676879,CU,93,0.192,82.2,0.097,0.559,0.387,0.6
14,Aaron Ashby,676879,FF,7,0.014,96.7,0.0,0.286,0.429,0.0
15,Aaron Ashby,676879,SI,220,0.455,96.2,0.055,0.5,0.305,0.628
16,Aaron Ashby,676879,SL,66,0.136,83.2,0.212,0.545,0.364,0.667
17,Aaron Brooks,605156,CH,54,0.134,85.0,0.148,0.315,0.481,0.364
18,Aaron Brooks,605156,CU,7,0.017,79.5,0.0,0.571,0.286,0.0
19,Aaron Brooks,605156,FF,113,0.28,92.1,0.088,0.398,0.434,0.368
20,Aaron Brooks,605156,SI,98,0.243,91.9,0.041,0.357,0.235,0.65
21,Aaron Brooks,605156,SL,131,0.325,85.2,0.137,0.473,0.321,0.407
22,Aaron Bummer,607481,CH,11,0.011,84.2,0.091,0.455,0.273,1.0
23,Aaron Bummer,607481,CU,22,0.023,82.2,0.045,0.273,0.682,0.0
24,Aaron Bummer,607481,FC,49,0.05,87.4,0.082,0.286,0.51,0.5
25,Aaron Bummer,607481,FF,97,0.1,93.6,0.124,0.546,0.289,0.312
26,Aaron Bummer,607481,SI,388,0.398,93.1,0.046,0.528,0.273,0.792
27,Aaron Bummer,607481,ST,407,0.418,82.3,0.187,0.452,0.43,0.438
28,Aaron Civale,650644,CU,422,0.156,77.1,0.109,0.491,0.374,0.421
29,Aaron Civale,650644,FC,869,0.322,88.1,0.112,0.484,0.33,0.36
30,Aaron Civale,650644,FF,266,0.099,92.0,0.045,0.459,0.387,0.22
31,Aaron Civale,650644,FS,54,0.02,85.6,0.111,0.296,0.463,0.308
32,Aaron Civale,650644,SI,649,0.24,92.6,0.063,0.45,0.381,0.382
33,Aaron Civale,650644,SL,38,0.014,83.5,0.184,0.395,0.5,0.0
34,Aaron Civale,650644,ST,401,0.149,80.2,0.145,0.436,0.324,0.375
35,Aaron Hicks,543305,FF,18,1.0,65.9,0.111,0.444,0.278,0.0
