,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,BrlHR,Brl3B,Brl2B,Brl1B,BrlBABIP,BrlOut,SolidHR,Solid3B,Solid2B,Solid1B,SolidBABIP,SolidOut,FlareHR,Flare3B,Flare2B,Flare1B,FlareBABIP,FlareOut,UnderHR,Under3B,Under2B,Under1B,UnderBABIP,UnderOut,ToppedHR,Topped3B,Topped2B,Topped1B,ToppedBABIP,ToppedOut,WeakHR,Weak3B,Weak2B,Weak1B,WeakBABIP,WeakOut,SBAtt%,SBSuccess%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
0,Jorge Soler,624585,14221,LAA,MLB,33.2,0.259,0.107,0.133,0.077,0.213,0.28,0.259,0.037,0.52,0.0,0.193,0.028,0.741,0.259,0.081,0.016,0.228,0.126,0.451,0.5489999999999999,0.0,0.008,0.092,0.549,0.649,0.351,0.006,0.002,0.023,0.026,0.057,0.943,0.0,0.0,0.013,0.121,0.134,0.866,0.0,0.0,0.002,0.142,0.144,0.856,0.02678689956331878,0.95,3.9092224069473023,0.012246820536975978,1.013,0.967,0.909,1.1085,0.9555,1.2215,0.992,1.085,1.0065,0.9615,1.041,0.8725,0.9804999999999999,1.0655000000000001,1.0150000000000001,0.8160000000000001
1,Zach Neto,687263,31347,LAA,MLB,24.3,0.234,0.06,0.095,0.077,0.231,0.24,0.3,0.058,0.53,0.0,0.262,0.0,0.792,0.20799999999999996,0.071,0.016,0.215,0.116,0.418,0.5820000000000001,0.0,0.005,0.11,0.556,0.671,0.32899999999999996,0.007,0.004,0.031,0.031,0.073,0.927,0.0,0.0,0.02,0.139,0.159,0.841,0.0,0.0,0.002,0.116,0.118,0.882,0.2636502673796791,0.775,3.9092224069473023,0.03888419273034658,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
2,Mike Trout,545361,10155,LAA,MLB,33.7,0.281,0.114,0.164,0.069,0.239,0.287,0.195,0.046,0.591,0.033,0.128,0.002,0.754,0.246,0.078,0.016,0.207,0.116,0.417,0.583,0.0,0.008,0.097,0.543,0.648,0.352,0.005,0.005,0.029,0.033,0.072,0.928,0.0,0.0,0.014,0.18,0.194,0.806,0.0,0.001,0.002,0.214,0.217,0.783,0.11391764705882353,0.8346153846153846,3.9092224069473023,0.01710097719869707,1.0190000000000001,0.9485,0.929,1.0495,1.0619999999999998,0.893,1.0745,0.8345,0.954,1.1204999999999998,0.972,1.0845,1.008,0.9805,0.933,1.0675
3,Taylor Ward,621493,17548,LAA,MLB,31.4,0.233,0.089,0.119,0.067,0.23,0.292,0.27,0.023,0.457,0.024,0.204,0.006,0.69,0.31000000000000005,0.069,0.016,0.207,0.114,0.406,0.594,0.0,0.005,0.095,0.564,0.664,0.33599999999999997,0.006,0.002,0.026,0.032,0.066,0.9339999999999999,0.0,0.0,0.017,0.155,0.172,0.8280000000000001,0.0,0.0,0.002,0.211,0.213,0.787,0.0738084388185654,0.65,3.9092224069473023,0.013131313131313131,1.034,0.9045,0.9405,1.013,1.036,0.9775,1.044,0.9339999999999999,0.9644999999999999,1.083,1.0,0.9984999999999999,1.0154999999999998,0.9625,0.942,1.03
4,Logan O'Hoppe,681351,24729,LAA,MLB,25.2,0.293,0.062,0.137,0.071,0.251,0.246,0.263,0.032,0.543,0.0,0.114,0.038,0.695,0.30500000000000005,0.064,0.023,0.196,0.144,0.427,0.573,0.0,0.005,0.086,0.559,0.65,0.35,0.007,0.002,0.031,0.028,0.068,0.9319999999999999,0.0,0.0,0.005,0.16,0.165,0.835,0.0,0.0,0.0,0.137,0.137,0.863,0.050911111111111115,0.48125,3.9092224069473023,0.01858513189448441,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
5,Nolan Schanuel,694384,33189,LAA,MLB,23.2,0.166,0.115,0.044,0.046,0.293,0.225,0.351,0.04,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.087,0.57,0.662,0.33799999999999997,0.005,0.002,0.029,0.024,0.06,0.94,0.0,0.0,0.008,0.136,0.144,0.856,0.0,0.0,0.002,0.133,0.135,0.865,0.07714767025089606,0.8250000000000001,3.9092224069473023,0.015730337078651686,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
6,Luis Rengifo,650859,19858,LAA,MLB,28.2,0.161,0.065,0.044,0.05,0.265,0.22,0.386,0.034,0.594,0.005,0.11,0.0,0.709,0.29100000000000004,0.071,0.022,0.227,0.102,0.422,0.5780000000000001,0.0,0.008,0.092,0.561,0.661,0.33899999999999997,0.007,0.002,0.027,0.035,0.071,0.929,0.0,0.002,0.016,0.173,0.191,0.8089999999999999,0.0,0.0,0.008,0.124,0.132,0.868,0.2252054054054054,0.7380434782608696,3.9092224069473023,0.011247991430101767,1.0065,0.923,1.087,0.9315,0.9470000000000001,1.254,1.0065,1.099,1.021,0.9829999999999999,0.9834999999999999,0.9425,1.024,1.025,0.9185,0.8999999999999999
7,Jo Adell,666176,20220,LAA,MLB,26.1,0.291,0.071,0.104,0.057,0.209,0.269,0.315,0.046,0.493,0.01,0.173,0.0,0.676,0.32399999999999995,0.068,0.028,0.227,0.128,0.451,0.5489999999999999,0.0,0.017,0.106,0.549,0.672,0.32799999999999996,0.005,0.002,0.02,0.033,0.06,0.94,0.0,0.0,0.015,0.152,0.167,0.833,0.0,0.0,0.002,0.195,0.197,0.8029999999999999,0.2338845070422535,0.746875,3.9092224069473023,0.015591397849462365,1.0305,0.9265,1.0225,0.808,0.9655,1.1415,1.015,1.018,0.9904999999999999,1.0114999999999998,1.0205,0.95,0.9875,1.0335,1.0145,0.8514999999999999
8,Kyren Paris,677347,26420,LAA,MLB,23.5,0.342,0.092,0.085,0.055,0.279,0.196,0.317,0.069,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.18,0.18,0.8200000000000001,0.0,0.0,0.0,0.194,0.194,0.806,0.2886,0.8705882352941177,3.9092224069473023,0.02,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
9,Travis d'Arnaud,518595,7739,LAA,MLB,36.2,0.265,0.068,0.099,0.077,0.221,0.219,0.346,0.038,0.509,0.0,0.202,0.0,0.711,0.28900000000000003,0.082,0.021,0.218,0.118,0.439,0.5609999999999999,0.0,0.005,0.11,0.541,0.656,0.344,0.006,0.002,0.034,0.026,0.068,0.9319999999999999,0.0,0.0,0.011,0.139,0.15,0.85,0.0,0.0,0.002,0.08,0.082,0.918,0.027720792079207926,0.95,3.9092224069473023,0.018571428571428572,1.0285,0.911,0.8835,1.214,1.005,1.067,1.036,0.9385,0.9684999999999999,1.087,0.9944999999999999,1.0225,1.0335,0.886,0.9974999999999999,0.866
10,J.D. Davis,605204,16219,LAA,MLB,32.0,0.277,0.089,0.091,0.063,0.225,0.177,0.402,0.043,0.406,0.0,0.232,0.024,0.661,0.33899999999999997,0.075,0.016,0.219,0.133,0.443,0.5569999999999999,0.0,0.005,0.092,0.573,0.67,0.32999999999999996,0.005,0.009,0.022,0.028,0.064,0.9359999999999999,0.0,0.003,0.02,0.162,0.185,0.815,0.0,0.0,0.002,0.144,0.146,0.854,0.03302314049586777,0.575,3.9092224069473023,0.016744809109176157,0.9955,1.004,0.9235,1.037,0.9989999999999999,1.068,1.1275,0.8115,0.972,1.0459999999999998,1.0285,0.9385,0.9365,1.1245,1.0455,0.8035
11,Tim Anderson,641313,15172,LAA,MLB,31.9,0.252,0.043,0.022,0.054,0.29,0.155,0.443,0.035,0.345,0.0,0.253,0.048,0.646,0.354,0.064,0.016,0.216,0.112,0.408,0.5920000000000001,0.0,0.007,0.084,0.571,0.662,0.33799999999999997,0.005,0.004,0.04,0.028,0.077,0.923,0.0,0.002,0.009,0.165,0.176,0.8240000000000001,0.0,0.0,0.025,0.197,0.222,0.778,0.12646666666666667,0.7892857142857143,3.9092224069473023,0.005339028296849973,1.0110000000000001,0.973,0.95,0.9844999999999999,0.9989999999999999,1.081,1.0285,0.974,0.9924999999999999,1.006,1.0125,0.964,0.994,1.021,0.9615,0.9795
12,Kevin Newman,621028,17696,LAA,MLB,31.8,0.151,0.053,0.018,0.036,0.29,0.254,0.349,0.053,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.067,0.021,0.243,0.097,0.428,0.5720000000000001,0.0,0.007,0.106,0.538,0.651,0.349,0.007,0.003,0.026,0.026,0.062,0.938,0.0,0.0,0.011,0.145,0.156,0.844,0.0,0.0,0.002,0.196,0.198,0.802,0.1158,0.86,3.9092224069473023,0.006238303181534623,1.0670000000000002,0.878,0.954,0.982,0.7395,1.501,0.9295,1.163,0.9875,1.0165,1.033,0.935,0.977,1.046,1.0625,0.786
13,Yoan Moncada,660162,17232,LAA,MLB,29.9,0.294,0.072,0.087,0.067,0.261,0.24,0.316,0.029,0.369,0.004,0.311,0.043,0.727,0.273,0.078,0.016,0.223,0.118,0.435,0.565,0.0,0.007,0.099,0.565,0.671,0.32899999999999996,0.005,0.004,0.033,0.028,0.07,0.9299999999999999,0.0,0.0,0.024,0.143,0.167,0.833,0.0,0.0,0.027,0.131,0.158,0.842,0.060825641025641024,0.8,3.9092224069473023,0.011472275334608031,0.9644999999999999,1.049,1.0819999999999999,0.9285,1.0645,0.921,1.0499999999999998,0.974,1.001,1.0425,0.951,1.047,1.061,0.895,0.8434999999999999,1.1675
14,Anthony Rendon,543685,12861,LAA,MLB,34.9,0.155,0.114,0.03,0.074,0.247,0.303,0.312,0.033,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.068,0.016,0.232,0.105,0.421,0.579,0.0,0.005,0.097,0.56,0.662,0.33799999999999997,0.01,0.002,0.024,0.027,0.063,0.937,0.0,0.0,0.014,0.121,0.135,0.865,0.0,0.0,0.0,0.142,0.142,0.858,0.08351681415929203,0.875,4.065040650406504,0.018867924528301886,1.0114999999999998,0.973,0.8955,1.131,0.819,1.5785,1.0379999999999998,0.9515,0.984,1.029,1.006,0.9824999999999999,1.0230000000000001,0.9405,1.0025,0.864
15,Chuckie Robinson,642020,19824,LAA,MLB,30.4,0.272,0.05,0.063,0.063,0.278,0.232,0.296,0.068,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.157,0.157,0.843,0.0,0.0,0.0,0.118,0.118,0.882,0.031830075187969924,0.6772727272727272,3.698529411764706,0.018578352180936994,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
16,Niko Kavadas,694359,29782,LAA,MLB,26.5,0.387,0.141,0.128,0.084,0.227,0.256,0.271,0.034,0.55,0.0,0.2,0.0,0.715,0.28500000000000003,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.144,0.144,0.856,0.0,0.0,0.0,0.198,0.198,0.802,0.02741904761904762,0.8,4.386792452830188,0.030642750373692077,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
17,Ryan Noda,676116,23312,LAA,MLB,29.1,0.342,0.149,0.109,0.084,0.221,0.26,0.272,0.054,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.087,0.565,0.657,0.34299999999999997,0.009,0.002,0.03,0.034,0.075,0.925,0.0,0.0,0.021,0.16,0.181,0.819,0.0,0.0,0.0,0.204,0.204,0.796,0.06343636363636364,0.8176470588235294,4.201680672268908,0.031007751937984496,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
18,Matthew Lugo,683090,sa1169598,LAA,MLB,24.0,0.291,0.075,0.123,0.058,0.275,0.188,0.298,0.059,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.15150731707317075,0.8176470588235294,3.9092224069473023,0.018028846153846152,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
19,Gustavo Campero,672569,22707,LAA,MLB,27.6,0.2,0.066,0.096,0.055,0.271,0.182,0.342,0.055,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.16,0.16,0.84,0.0,0.0,0.0,0.226,0.226,0.774,0.21635172413793102,0.836986301369863,3.9092224069473023,0.04328523862375139,0.968,0.964,1.125,0.991,1.062,1.089,1.071,1.054,1.019,1.023,0.94,0.953,1.058,1.026,0.821,0.841
20,Sebastian Rivero,665861,21735,LAA,MLB,26.5,0.251,0.046,0.06,0.04,0.25,0.25,0.35,0.05,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.030610810810810813,0.575,3.7534246575342465,0.017241379310344827,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
21,Zach Humphreys,668876,sa3016853,LAA,MLB,27.6,0.242,0.107,0.042,0.062,0.236,0.22,0.369,0.071,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.12927368421052632,0.74,3.9092224069473023,0.006544502617801047,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
22,Yolmer Sanchez,570560,11602,LAA,MLB,32.9,0.264,0.093,0.061,0.059,0.254,0.28,0.302,0.044,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.08453988439306359,0.8375,3.9092224069473023,0.020278833967046894,0.968,0.964,1.125,0.991,1.062,1.089,1.071,1.054,1.019,1.023,0.94,0.953,1.058,1.026,0.821,0.841
23,Carter Kieboom,666198,19958,LAA,MLB,27.7,0.287,0.064,0.048,0.057,0.263,0.218,0.351,0.063,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.09,0.503,0.598,0.402,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.016,0.184,0.2,0.8,0.0,0.0,0.0,0.142,0.142,0.858,0.07694285714285715,0.7192307692307692,3.6099706744868034,0.019681349578256794,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
24,Chad Stevens,677060,sa3017040,LAA,MLB,26.2,0.319,0.074,0.103,0.06,0.296,0.191,0.285,0.065,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.1428769230769231,0.74,3.9092224069473023,0.01927353595255745,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
25,Scott Kingery,664068,17975,LAA,MLB,31.0,0.293,0.079,0.074,0.071,0.246,0.294,0.258,0.057,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.1716987341772152,0.9105263157894736,3.9092224069473023,0.006939625260235947,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
26,Bryce Teodosio,669326,29524,LAA,MLB,25.9,0.325,0.067,0.056,0.047,0.236,0.256,0.321,0.085,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.193,0.193,0.8069999999999999,0.0,0.0,0.0,0.22,0.22,0.78,0.33059136690647484,0.8182432432432433,3.9092224069473023,0.02358490566037736,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
27,Korey Holland,680690,sa3008249,LAA,MLB,25.3,0.343,0.068,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.13408571428571428,0.809375,3.9092224069473023,0.007471980074719801,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
28,Sonny DiChiara,800685,sa3019866,LAA,MLB,25.8,0.329,0.106,0.091,0.055,0.283,0.194,0.309,0.068,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.03106760563380282,0.95,3.9092224069473023,0.02795425667090216,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
29,Evan White,657108,20078,LAA,MLB,29.0,0.301,0.094,0.069,0.048,0.277,0.187,0.349,0.07,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.099,0.8,3.9326923076923075,0.011652787704513848,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
30,Caleb Ketchup,810053,sa3022436,LAA,MLB,23.3,0.294,0.096,0.06,0.049,0.286,0.221,0.283,0.1,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.142,0.142,0.858,0.4553029585798817,0.8306818181818182,3.9092224069473023,0.012455516014234875,1.016,0.964,0.893,0.991,1.023,1.089,1.021,1.054,0.981,1.023,1.016,0.953,0.994,1.026,0.964,0.841
31,Travis Blankenhorn,663905,18395,LAA,MLB,28.8,0.269,0.079,0.102,0.058,0.227,0.28,0.293,0.04,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.144,0.144,0.856,0.0,0.0,0.0,0.198,0.198,0.802,0.06321085271317829,0.45,3.7916666666666665,0.01871657754010695,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
32,Tucker Flint,687272,sa3019856,LAA,MLB,24.1,0.295,0.108,0.068,0.048,0.284,0.182,0.348,0.07,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.008,0.099,0.552,0.659,0.34099999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.147,0.147,0.853,0.0,0.0,0.0,0.204,0.204,0.796,0.12451204188481675,0.66875,3.9092224069473023,0.03295668549905838,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
33,Cedric Mullins II,656775,17929,BAL,MLB,30.6,0.203,0.097,0.056,0.056,0.233,0.348,0.256,0.051,0.55,0.041,0.193,0.018,0.802,0.19799999999999995,0.087,0.021,0.219,0.109,0.436,0.5640000000000001,0.0,0.008,0.114,0.542,0.664,0.33599999999999997,0.01,0.004,0.023,0.026,0.063,0.937,0.0,0.0,0.019,0.175,0.194,0.806,0.0,0.0,0.008,0.281,0.289,0.7110000000000001,0.21595384615384614,0.8195652173913044,3.9092224069473023,0.011607910576096303,0.9795,1.037,1.0955,0.9139999999999999,1.056,0.8525,1.1425,0.6685,1.0185,0.966,0.9339999999999999,1.133,1.0365,0.9425,0.8705,1.2845
34,Gunnar Henderson,683002,26289,BAL,MLB,23.8,0.237,0.095,0.112,0.079,0.251,0.187,0.335,0.035,0.547,0.041,0.126,0.01,0.725,0.275,0.069,0.027,0.228,0.109,0.433,0.567,0.0,0.013,0.101,0.541,0.655,0.345,0.012,0.003,0.025,0.026,0.066,0.9339999999999999,0.0,,0.023,0.183,,,0.0,0.0,0.01,0.167,0.177,0.823,0.11894529914529915,0.81875,3.9092224069473023,0.009540329575021683,0.976,1.0459999999999998,1.029,1.0795,1.1265,0.6595,1.1164999999999998,0.7124999999999999,1.04,0.9079999999999999,0.947,1.1065,0.9750000000000001,1.104,0.7444999999999999,1.627
35,Adley Rutschman,668939,26288,BAL,MLB,27.2,0.159,0.104,0.07,0.057,0.277,0.294,0.272,0.029,0.478,0.0,0.194,0.021,0.693,0.30700000000000005,0.073,0.016,0.22,0.107,0.416,0.5840000000000001,0.0,0.008,0.099,0.554,0.661,0.33899999999999997,0.007,0.003,0.025,0.034,0.069,0.931,0.0,0.0,0.017,0.117,0.134,0.866,0.0,0.0,0.002,0.165,0.167,0.833,0.022853435114503814,0.575,3.9092224069473023,0.00819672131147541,0.9994999999999999,0.9415,1.0455,1.04,1.0065,1.1084999999999998,1.0565,0.972,1.0025,1.0295,0.94,1.0545,1.064,0.9225,0.938,0.8494999999999999
36,Ryan O'Hearn,656811,16442,BAL,MLB,31.8,0.159,0.077,0.08,0.081,0.243,0.245,0.323,0.028,0.42,0.009,0.147,0.021,0.596,0.404,0.072,0.016,0.212,0.126,0.426,0.5740000000000001,0.0,0.006,0.099,0.549,0.654,0.346,0.01,0.005,0.02,0.034,0.069,0.931,0.0,0.003,0.019,0.179,0.201,0.7989999999999999,0.0,0.0,0.002,0.163,0.165,0.835,0.04310097087378641,0.8136363636363637,3.9092224069473023,0.007941760423560556,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
37,Jordan Westburg,676059,27815,BAL,MLB,26.2,0.226,0.056,0.111,0.08,0.241,0.241,0.298,0.03,0.471,0.034,0.286,0.0,0.791,0.20899999999999996,0.066,0.019,0.224,0.124,0.433,0.567,0.0,0.027,0.094,0.536,0.657,0.34299999999999997,0.005,0.002,0.017,0.019,0.043,0.957,0.0,0.0,0.023,0.137,0.16,0.84,0.0,0.0,0.0,0.201,0.201,0.7989999999999999,0.0885116564417178,0.77,3.9092224069473023,0.018984337921214997,0.9615,1.1,0.835,1.279,0.9809999999999999,1.1345,0.9424999999999999,1.2275,0.981,1.039,1.045,0.8674999999999999,1.013,0.966,0.8425,1.3335
38,Heston Kjerstad,677008,31166,BAL,MLB,26.2,0.302,0.064,0.109,0.084,0.244,0.26,0.275,0.028,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.086,0.597,0.688,0.31200000000000006,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.151,0.151,0.849,0.0,0.0,0.0,0.216,0.216,0.784,0.04177802197802198,0.7192307692307692,3.9092224069473023,0.03188180404354588,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
39,Ramon Urias,602104,18795,BAL,MLB,30.9,0.205,0.078,0.08,0.051,0.24,0.251,0.347,0.031,0.431,0.014,0.194,0.01,0.65,0.35,0.075,0.019,0.226,0.106,0.426,0.5740000000000001,0.0,0.007,0.096,0.574,0.677,0.32299999999999995,0.006,0.005,0.026,0.028,0.065,0.935,0.0,0.0,0.014,0.152,0.166,0.834,0.0,0.0,0.002,0.21,0.212,0.788,0.03012258064516129,0.7,3.9092224069473023,0.01616915422885572,1.0065,0.985,0.952,0.984,0.9924999999999999,1.085,0.9715,1.109,0.988,1.017,1.013,0.9655,1.0015,1.004,1.0459999999999998,0.7855
40,Jackson Holliday,702616,31781,BAL,MLB,21.4,0.31,0.076,0.083,0.08,0.229,0.199,0.359,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.077,0.019,0.219,0.116,0.431,0.569,0.0,0.005,0.066,0.605,0.676,0.32399999999999995,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.005,0.156,0.161,0.839,0.0,0.0,0.0,0.243,0.243,0.757,0.13915483870967743,0.7778688524590164,3.9092224069473023,0.006825938566552901,0.968,1.051,1.125,0.991,1.062,0.826,1.071,0.854,1.019,0.977,0.94,1.091,1.058,0.922,0.821,1.374
41,Ramon Laureano,657656,17128,BAL,MLB,30.8,0.301,0.057,0.118,0.061,0.243,0.247,0.292,0.04,0.461,0.057,0.21,0.009,0.736,0.264,0.066,0.016,0.227,0.117,0.426,0.5740000000000001,0.0,0.005,0.106,0.557,0.668,0.33199999999999996,0.005,0.005,0.022,0.028,0.06,0.94,0.0,0.0,0.017,0.152,0.169,0.831,0.0,0.0,0.002,0.118,0.12,0.88,0.10529618320610687,0.846551724137931,3.9092224069473023,0.025966183574879228,1.0255,0.9445,0.915,1.0614999999999999,1.0525,0.961,1.0385,0.97,0.962,1.0695000000000001,0.9955,1.0015,1.006,0.995,1.0405,0.8009999999999999
