,Player,Team,FGID,SAVID,Age,PA,AB,BIP,K,K%,BB,BB%,SF,HBP,BABIP,Brl%,Solid%,Flare%,Topped%,Under%,Weak%,H,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS,R,RBI,SB Att,SB,CS,Pos,$,Deep $,G
0,Jackson Chourio,MIL,28806,694192.0,21,640.0,590.0,458.0,134.0,0.20929199999999998,45.0,0.07045703066566941,2.0,3.0,0.345,0.086,0.065,0.245,0.362,0.188,0.053,158.0,100.0,30.0,3.0,25.0,286.0,0.268,0.322,0.455,0.776,100.0,78.0,30.3,24.2,6.0,OF,13.47,9.65,142.0
0,Yordan Alvarez,HOU,19556,670541.0,27,599.0,513.0,414.0,101.0,0.1693,74.0,0.12305001515725654,2.0,10.0,0.356,0.142,0.072,0.237,0.223,0.291,0.035,147.0,81.0,32.0,3.0,32.0,286.0,0.287,0.385,0.545,0.93,91.0,98.0,7.3,7.0,0.0,OF,13.47,9.27,133.0
0,Vladimir Guerrero Jr.,TOR,19611,665489.0,26,668.0,587.0,490.0,100.0,0.1498,72.0,0.10787868745467731,2.0,6.0,0.35,0.121,0.062,0.238,0.339,0.205,0.035,171.0,103.0,35.0,1.0,32.0,306.0,0.292,0.373,0.519,0.892,102.0,97.0,5.9,3.5,2.0,1B,13.37,9.15,148.0
0,Ronald Acuna Jr.,ATL,18401,660670.0,27,575.0,502.0,413.0,91.0,0.1591,61.0,0.10622966860725482,2.0,9.0,0.36,0.125,0.077,0.24,0.347,0.179,0.033,149.0,94.0,29.0,2.0,24.0,272.0,0.296,0.381,0.507,0.888,98.0,78.0,26.3,21.7,5.0,OF,13.3,9.57,128.0
0,Mookie Betts,LAD,13611,605141.0,32,660.0,570.0,477.0,95.0,0.143856,81.0,0.1223231655441333,2.0,7.0,0.336,0.083,0.095,0.263,0.218,0.32,0.022,160.0,95.0,36.0,3.0,26.0,293.0,0.281,0.376,0.493,0.869,105.0,89.0,19.0,15.4,4.0,"SS, OF",12.98,9.45,147.0
0,Teoscar Hernandez,LAD,13066,606192.0,32,625.0,569.0,386.0,185.0,0.295624,47.0,0.07575526315789473,2.0,7.0,0.366,0.135,0.069,0.225,0.316,0.22,0.035,141.0,79.0,30.0,2.0,30.0,272.0,0.248,0.313,0.468,0.781,87.0,101.0,10.6,8.3,2.0,OF,12.62,8.69,139.0
0,Lawrence Butler,OAK,22542,671732.0,24,612.0,565.0,420.0,148.0,0.24133599999999997,44.0,0.07115428571428573,2.0,1.0,0.344,0.112,0.059,0.261,0.322,0.223,0.023,144.0,83.0,32.0,3.0,27.0,278.0,0.255,0.309,0.462,0.771,97.0,75.0,22.7,19.7,3.0,OF,12.59,9.04,136.0
0,Jarren Duran,BOS,24617,680776.0,28,656.0,600.0,454.0,148.0,0.226,49.0,0.07430307982810262,2.0,5.0,0.359,0.085,0.068,0.254,0.344,0.215,0.034,163.0,96.0,40.0,7.0,19.0,296.0,0.271,0.331,0.458,0.789,104.0,73.0,29.6,25.1,5.0,OF,12.59,9.16,146.0
0,Marcell Ozuna,ATL,10324,542303.0,34,630.0,561.0,408.0,155.0,0.24666399999999997,64.0,0.1021220982142857,2.0,3.0,0.372,0.145,0.09,0.245,0.272,0.212,0.036,152.0,88.0,31.0,1.0,32.0,283.0,0.271,0.348,0.5,0.847,90.0,104.0,3.3,3.0,0.0,UT,12.56,8.78,140.0
0,Brent Rooker,OAK,19627,667670.0,30,618.0,546.0,366.0,183.0,0.2954,59.0,0.09593947368421053,2.0,10.0,0.371,0.15,0.076,0.224,0.243,0.271,0.036,136.0,73.0,27.0,2.0,34.0,276.0,0.248,0.332,0.492,0.824,93.0,90.0,11.5,9.3,2.0,UT,12.47,8.86,137.0
0,Ketel Marte,ARI,13613,606466.0,31,628.0,551.0,439.0,113.0,0.18019999999999997,70.0,0.11098159541188737,2.0,6.0,0.345,0.103,0.067,0.241,0.35,0.214,0.025,152.0,89.0,32.0,4.0,26.0,276.0,0.275,0.361,0.492,0.854,96.0,83.0,8.4,6.7,2.0,2B,12.47,8.18,140.0
0,Michael Harris II,ATL,25931,671739.0,24,595.0,553.0,440.0,116.0,0.194548,33.0,0.05546233470196801,2.0,6.0,0.361,0.107,0.071,0.239,0.349,0.182,0.052,159.0,98.0,31.0,2.0,27.0,285.0,0.287,0.333,0.498,0.831,84.0,89.0,16.6,13.0,4.0,OF,12.37,8.82,132.0
0,Oneil Cruz,PIT,21711,665833.0,26,620.0,560.0,379.0,184.0,0.2964,55.0,0.08876425888665325,2.0,2.0,0.364,0.142,0.047,0.222,0.348,0.21,0.03,138.0,78.0,31.0,3.0,26.0,272.0,0.246,0.315,0.45,0.765,83.0,90.0,24.6,22.2,2.0,"SS, OF",11.92,8.94,138.0
0,Bryce Harper,PHI,11579,547180.0,32,636.0,542.0,402.0,142.0,0.223616,87.0,0.13732848039810658,2.0,4.0,0.359,0.113,0.082,0.249,0.289,0.233,0.034,144.0,83.0,33.0,2.0,26.0,264.0,0.266,0.371,0.476,0.847,95.0,91.0,12.9,9.6,3.0,1B,11.78,8.31,141.0
0,Pete Alonso,NYM,19251,624413.0,30,658.0,571.0,417.0,156.0,0.2373,71.0,0.10847895153626859,2.0,14.0,0.325,0.128,0.065,0.201,0.294,0.264,0.048,135.0,74.0,26.0,2.0,33.0,268.0,0.237,0.336,0.463,0.798,89.0,97.0,4.7,4.1,1.0,1B,11.67,8.05,146.0
0,Wyatt Langford,TEX,33333,694671.0,23,598.0,535.0,414.0,122.0,0.204872,56.0,0.09441806873557324,2.0,5.0,0.342,0.1,0.064,0.24,0.297,0.256,0.042,142.0,84.0,30.0,2.0,26.0,267.0,0.265,0.34,0.474,0.814,82.0,82.0,19.9,16.5,3.0,OF,11.57,8.39,133.0
0,Luis Robert,CWS,20043,673357.0,27,599.0,548.0,368.0,182.0,0.3029,41.0,0.06880848739495798,2.0,8.0,0.35,0.116,0.056,0.243,0.278,0.267,0.04,129.0,76.0,27.0,1.0,24.0,248.0,0.235,0.297,0.421,0.719,84.0,80.0,27.6,22.3,5.0,OF,11.53,8.42,133.0
0,Matt Olson,ATL,14344,621566.0,31,663.0,574.0,417.0,159.0,0.24000000000000002,81.0,0.12187521606507372,2.0,6.0,0.346,0.128,0.076,0.223,0.269,0.269,0.034,144.0,81.0,30.0,2.0,31.0,274.0,0.251,0.348,0.473,0.821,89.0,96.0,3.2,3.0,0.0,1B,11.38,7.9,147.0
0,James Wood,WSH,29518,695578.0,22,594.0,517.0,362.0,157.0,0.26439999999999997,69.0,0.11697928571428573,2.0,6.0,0.39,0.112,0.061,0.292,0.376,0.121,0.038,141.0,88.0,26.0,3.0,23.0,258.0,0.273,0.364,0.47,0.834,77.0,82.0,26.2,20.5,6.0,OF,11.38,8.39,132.0
0,Anthony Santander,TOR,14551,623993.0,30,640.0,575.0,441.0,135.0,0.2113,55.0,0.08634957824159188,2.0,9.0,0.316,0.107,0.082,0.207,0.238,0.332,0.034,140.0,76.0,31.0,2.0,31.0,269.0,0.243,0.318,0.464,0.781,84.0,92.0,4.0,3.5,1.0,OF,11.28,7.87,142.0
0,Kyle Schwarber,PHI,16478,656941.0,32,660.0,551.0,362.0,191.0,0.289176,102.0,0.15400188182921895,2.0,5.0,0.349,0.145,0.069,0.218,0.277,0.262,0.03,126.0,67.0,23.0,2.0,34.0,257.0,0.229,0.353,0.465,0.819,90.0,88.0,8.2,4.6,4.0,UT,11.23,8.02,147.0
0,Jose Altuve,HOU,5417,514888.0,34,642.0,582.0,465.0,119.0,0.185128,52.0,0.08030934065934067,1.0,7.0,0.333,0.071,0.049,0.258,0.311,0.241,0.071,155.0,103.0,29.0,1.0,21.0,262.0,0.265,0.332,0.429,0.761,93.0,66.0,19.9,15.7,4.0,2B,11.23,7.72,143.0
0,William Contreras,MIL,20503,661388.0,27,628.0,552.0,423.0,130.0,0.20689999999999995,71.0,0.11231976744186047,2.0,4.0,0.349,0.095,0.071,0.232,0.386,0.186,0.03,148.0,91.0,30.0,2.0,24.0,263.0,0.268,0.354,0.462,0.816,83.0,88.0,11.8,9.9,2.0,C,11.14,7.65,140.0
0,Ezequiel Tovar,COL,24064,678662.0,23,647.0,613.0,439.0,175.0,0.270672,29.0,0.0441510905125409,2.0,4.0,0.365,0.095,0.064,0.27,0.261,0.26,0.05,160.0,95.0,37.0,3.0,25.0,292.0,0.262,0.298,0.457,0.755,85.0,86.0,18.5,15.5,3.0,SS,11.04,8.36,144.0
0,Mike Trout,LAA,10155,545361.0,33,485.0,421.0,291.0,132.0,0.27248,54.0,0.11183208430913348,2.0,8.0,0.38,0.175,0.063,0.239,0.187,0.292,0.045,111.0,56.0,21.0,2.0,31.0,240.0,0.263,0.356,0.546,0.902,85.0,67.0,16.7,13.2,4.0,OF,10.97,8.05,108.0
0,Bryan Reynolds,PIT,19326,668804.0,30,656.0,586.0,443.0,145.0,0.2217,58.0,0.08860817245817244,2.0,10.0,0.35,0.097,0.068,0.263,0.315,0.216,0.04,155.0,97.0,31.0,3.0,24.0,273.0,0.264,0.34,0.451,0.79,91.0,79.0,12.3,10.7,2.0,OF,10.95,7.91,146.0
0,Trea Turner,PHI,16252,607208.0,31,649.0,602.0,473.0,131.0,0.20140000000000002,40.0,0.06215522648083625,2.0,5.0,0.337,0.075,0.062,0.24,0.332,0.259,0.032,159.0,104.0,31.0,2.0,22.0,279.0,0.265,0.316,0.434,0.75,98.0,71.0,21.9,19.6,2.0,SS,10.89,8.39,144.0
0,Ozzie Albies,ATL,16556,645277.0,28,627.0,576.0,476.0,102.0,0.1625,44.0,0.07001986301369864,2.0,6.0,0.316,0.072,0.069,0.242,0.29,0.303,0.023,151.0,96.0,33.0,2.0,20.0,257.0,0.261,0.319,0.429,0.748,81.0,83.0,12.7,11.3,1.0,2B,10.79,7.28,139.0
0,Freddie Freeman,LAD,5361,518692.0,35,644.0,556.0,445.0,113.0,0.17550400000000002,77.0,0.12003744360902256,2.0,9.0,0.343,0.096,0.08,0.262,0.27,0.248,0.044,153.0,94.0,34.0,3.0,22.0,265.0,0.274,0.37,0.464,0.834,89.0,93.0,9.8,8.1,2.0,1B,10.76,7.7,143.0
0,Luis Rengifo,LAA,19858,650859.0,28,541.0,496.0,404.0,92.0,0.1704,38.0,0.07057142857142858,1.0,6.0,0.324,0.051,0.053,0.264,0.378,0.226,0.027,131.0,93.0,21.0,2.0,15.0,222.0,0.265,0.324,0.407,0.731,75.0,64.0,39.0,29.6,9.0,"2B, 3B",10.7,7.73,120.0
0,Brenton Doyle,COL,25479,686668.0,26,612.0,562.0,397.0,167.0,0.273,45.0,0.07312962420558167,2.0,4.0,0.341,0.097,0.058,0.235,0.301,0.249,0.06,135.0,83.0,27.0,4.0,21.0,253.0,0.241,0.3,0.416,0.716,85.0,68.0,29.1,24.4,5.0,OF,10.55,7.96,136.0
0,Christian Walker,HOU,13419,572233.0,34,627.0,555.0,415.0,142.0,0.22726000000000005,62.0,0.09869239783299966,2.0,8.0,0.331,0.117,0.066,0.223,0.275,0.28,0.04,137.0,79.0,28.0,2.0,29.0,258.0,0.247,0.331,0.459,0.789,81.0,93.0,6.1,4.8,1.0,1B,10.49,7.44,139.0
0,C.J. Abrams,WSH,25768,682928.0,24,604.0,547.0,426.0,123.0,0.203316,41.0,0.06864816729323309,2.0,14.0,0.333,0.078,0.082,0.245,0.301,0.244,0.05,142.0,89.0,29.0,3.0,20.0,262.0,0.259,0.326,0.437,0.763,88.0,63.0,35.6,29.4,6.0,SS,10.4,8.35,134.0
0,Jordan Westburg,BAL,27815,676059.0,26,569.0,525.0,398.0,129.0,0.2263,34.0,0.06038857142857144,2.0,8.0,0.344,0.103,0.085,0.242,0.301,0.241,0.027,137.0,80.0,33.0,4.0,20.0,247.0,0.261,0.315,0.454,0.769,76.0,81.0,14.9,11.7,3.0,"2B, 3B",10.39,7.09,126.0
0,Jazz Chisholm,NYY,20454,665862.0,27,601.0,545.0,390.0,157.0,0.2609,51.0,0.08400791690381333,2.0,4.0,0.328,0.099,0.061,0.224,0.347,0.215,0.055,128.0,78.0,23.0,2.0,24.0,250.0,0.234,0.303,0.418,0.721,87.0,75.0,33.5,27.9,6.0,"3B, OF",10.32,8.6,134.0
0,Taylor Ward,LAA,17548,621493.0,31,645.0,575.0,429.0,148.0,0.22910000000000003,60.0,0.09285714285714286,2.0,8.0,0.334,0.112,0.065,0.23,0.281,0.291,0.02,143.0,86.0,30.0,2.0,26.0,258.0,0.249,0.328,0.442,0.77,81.0,86.0,10.7,7.0,4.0,OF,10.3,7.41,143.0
0,Ian Happ,CHC,17919,664023.0,30,654.0,564.0,410.0,156.0,0.2386,82.0,0.12517628232301822,2.0,6.0,0.34,0.103,0.068,0.242,0.286,0.267,0.035,139.0,83.0,30.0,3.0,24.0,258.0,0.247,0.348,0.438,0.786,91.0,70.0,15.5,13.1,2.0,OF,10.22,7.53,145.0
0,Austin Riley,ATL,18360,663586.0,27,654.0,585.0,429.0,159.0,0.24330000000000002,56.0,0.08542949806949807,2.0,11.0,0.355,0.134,0.077,0.225,0.283,0.258,0.023,152.0,88.0,33.0,2.0,30.0,279.0,0.26,0.334,0.474,0.809,97.0,92.0,2.8,2.2,1.0,3B,10.17,7.93,145.0
0,Rafael Devers,BOS,17350,646240.0,28,638.0,557.0,416.0,142.0,0.22290000000000001,73.0,0.11468409478349813,2.0,7.0,0.353,0.121,0.08,0.216,0.31,0.238,0.034,147.0,80.0,37.0,2.0,28.0,278.0,0.264,0.355,0.492,0.847,96.0,91.0,6.4,5.2,1.0,3B,10.17,8.01,142.0
0,Adolis Garcia,TEX,19287,666969.0,32,607.0,549.0,384.0,168.0,0.276372,50.0,0.08268917595406958,2.0,5.0,0.338,0.127,0.07,0.222,0.286,0.267,0.029,130.0,74.0,26.0,2.0,27.0,247.0,0.236,0.305,0.438,0.743,76.0,83.0,13.2,10.0,3.0,OF,10.11,7.36,135.0
0,Cal Raleigh,SEA,21534,663728.0,28,578.0,512.0,356.0,158.0,0.27390000000000003,60.0,0.10435426065162907,2.0,4.0,0.339,0.135,0.068,0.23,0.212,0.313,0.042,121.0,65.0,24.0,1.0,30.0,243.0,0.235,0.319,0.464,0.784,75.0,82.0,7.6,6.5,1.0,C,10.07,6.93,128.0
0,Corey Seager,TEX,13624,608369.0,30,555.0,490.0,393.0,99.0,0.17919999999999997,58.0,0.10496751971134571,2.0,4.0,0.351,0.14,0.093,0.226,0.285,0.225,0.03,138.0,76.0,29.0,2.0,31.0,265.0,0.282,0.362,0.539,0.901,89.0,78.0,4.1,2.4,2.0,SS,10.06,7.58,123.0
0,Manny Machado,SD,11493,592518.0,32,638.0,581.0,459.0,124.0,0.194652,53.0,0.08315597152044098,2.0,1.0,0.333,0.104,0.064,0.231,0.313,0.261,0.027,153.0,95.0,29.0,1.0,27.0,273.0,0.263,0.325,0.458,0.784,82.0,95.0,12.4,9.5,3.0,3B,10.04,8.05,142.0
0,Randy Arozarena,SEA,19290,668227.0,30,628.0,540.0,386.0,156.0,0.24819999999999998,71.0,0.11379746543778801,2.0,15.0,0.331,0.094,0.07,0.215,0.326,0.263,0.032,128.0,77.0,27.0,3.0,21.0,232.0,0.236,0.341,0.411,0.751,74.0,82.0,25.4,18.0,7.0,OF,10.0,7.46,140.0
0,Willy Adames,SF,15986,642715.0,29,648.0,574.0,413.0,163.0,0.2515,70.0,0.10776958629605687,2.0,2.0,0.335,0.115,0.07,0.224,0.239,0.303,0.049,138.0,80.0,32.0,2.0,25.0,260.0,0.241,0.325,0.433,0.758,86.0,76.0,19.6,15.7,4.0,SS,9.98,7.73,144.0
0,Dylan Crews,WSH,33541,686611.0,23,582.0,521.0,395.0,127.0,0.21838383838383837,46.0,0.07904761904761905,2.0,14.0,0.325,0.077,0.066,0.235,0.348,0.242,0.031,129.0,83.0,24.0,1.0,20.0,235.0,0.247,0.324,0.415,0.739,76.0,65.0,33.3,25.8,7.0,OF,9.95,7.71,129.0
0,Lane Thomas,CLE,16939,657041.0,29,556.0,507.0,366.0,142.0,0.2551,41.0,0.07355554899645808,1.0,7.0,0.334,0.082,0.067,0.261,0.291,0.257,0.042,122.0,74.0,28.0,3.0,18.0,227.0,0.242,0.306,0.412,0.718,71.0,74.0,34.2,25.9,8.0,OF,9.86,7.6,124.0
0,Marcus Semien,TEX,12533,543760.0,34,666.0,600.0,495.0,106.0,0.15906399999999998,60.0,0.09075100029134699,2.0,4.0,0.312,0.068,0.057,0.247,0.268,0.318,0.042,155.0,101.0,30.0,2.0,21.0,258.0,0.258,0.329,0.423,0.752,92.0,66.0,9.5,7.0,2.0,2B,9.8,6.68,148.0
0,Riley Greene,DET,25976,682985.0,24,625.0,553.0,392.0,164.0,0.26176,65.0,0.10436285714285713,2.0,4.0,0.368,0.133,0.077,0.249,0.335,0.183,0.023,144.0,86.0,30.0,5.0,24.0,261.0,0.261,0.342,0.463,0.805,88.0,76.0,7.2,6.1,1.0,OF,9.75,7.12,139.0
0,Zack Gelof,OAK,29766,680869.0,25,582.0,530.0,351.0,180.0,0.3095,45.0,0.07741262101534828,1.0,5.0,0.335,0.091,0.066,0.233,0.314,0.255,0.041,118.0,70.0,26.0,2.0,21.0,224.0,0.222,0.289,0.394,0.683,68.0,70.0,23.4,19.6,4.0,2B,9.65,6.81,129.0
0,Bryson Stott,PHI,26294,681082.0,27,570.0,518.0,425.0,95.0,0.1659,47.0,0.08238578860445911,1.0,4.0,0.313,0.046,0.055,0.264,0.323,0.28,0.032,133.0,92.0,24.0,3.0,14.0,225.0,0.256,0.322,0.394,0.716,71.0,68.0,27.2,23.9,3.0,2B,9.64,6.96,127.0
0,Nick Castellanos,PHI,11737,592206.0,33,623.0,575.0,426.0,151.0,0.242592,40.0,0.06463496240601505,2.0,6.0,0.352,0.087,0.068,0.276,0.273,0.264,0.033,150.0,94.0,32.0,3.0,22.0,256.0,0.261,0.314,0.437,0.751,78.0,85.0,8.3,6.6,2.0,OF,9.58,7.02,138.0
0,Matt McLain,CIN,29695,680574.0,25,561.0,505.0,351.0,156.0,0.27849999999999997,45.0,0.07940857142857144,2.0,10.0,0.378,0.104,0.073,0.267,0.265,0.242,0.05,133.0,77.0,28.0,3.0,24.0,241.0,0.262,0.333,0.475,0.807,83.0,72.0,2.4,1.8,1.0,"2B, SS",9.52,6.41,125.0
0,Mark Vientos,NYM,22184,668901.0,25,612.0,562.0,387.0,177.0,0.28979999999999995,43.0,0.06969714285714286,2.0,5.0,0.355,0.126,0.067,0.242,0.324,0.208,0.033,137.0,79.0,25.0,2.0,32.0,263.0,0.245,0.302,0.464,0.766,85.0,93.0,2.4,2.3,0.0,3B,9.48,7.52,136.0
0,Seiya Suzuki,CHC,30116,673548.0,30,562.0,495.0,357.0,140.0,0.2492,60.0,0.10678845401174168,2.0,5.0,0.361,0.106,0.086,0.257,0.272,0.255,0.023,129.0,79.0,26.0,3.0,21.0,233.0,0.261,0.345,0.455,0.8,73.0,78.0,18.9,13.2,6.0,OF,9.33,7.05,125.0
0,Josh Naylor,ARI,18839,647304.0,27,601.0,537.0,441.0,98.0,0.163,57.0,0.09440829787234044,2.0,6.0,0.322,0.083,0.063,0.24,0.329,0.247,0.037,142.0,88.0,31.0,3.0,21.0,245.0,0.264,0.34,0.446,0.786,78.0,85.0,12.1,8.8,3.0,1B,9.2,6.85,134.0
0,Andres Gimenez,TOR,19950,665926.0,26,599.0,545.0,444.0,102.0,0.17070000000000002,33.0,0.05469763582294407,1.0,20.0,0.306,0.044,0.048,0.248,0.341,0.253,0.065,136.0,93.0,26.0,3.0,14.0,227.0,0.249,0.315,0.383,0.698,69.0,69.0,25.8,21.8,4.0,2B,9.2,6.64,133.0
0,Christian Yelich,MIL,11477,592885.0,33,541.0,468.0,354.0,116.0,0.213444,69.0,0.1271411751395384,1.0,3.0,0.353,0.085,0.072,0.27,0.376,0.157,0.04,125.0,82.0,24.0,3.0,16.0,221.0,0.267,0.364,0.433,0.797,77.0,65.0,26.2,22.4,4.0,OF,9.1,7.16,120.0
0,Luis Garcia Jr.,WSH,20391,671277.0,24,546.0,511.0,429.0,84.0,0.153088,33.0,0.06066057991513437,2.0,0.0,0.332,0.081,0.06,0.244,0.381,0.196,0.038,142.0,93.0,29.0,3.0,18.0,243.0,0.279,0.322,0.451,0.773,63.0,67.0,21.9,17.1,5.0,2B,9.07,6.57,121.0
0,Dansby Swanson,CHC,18314,621020.0,31,625.0,560.0,412.0,150.0,0.24020000000000002,59.0,0.09472566438435652,2.0,4.0,0.331,0.095,0.073,0.23,0.344,0.224,0.034,136.0,87.0,27.0,3.0,20.0,243.0,0.243,0.319,0.409,0.727,75.0,80.0,21.3,18.0,3.0,SS,9.03,7.22,139.0
0,Jake Burger,TEX,22275,669394.0,28,582.0,535.0,386.0,152.0,0.2601,35.0,0.060561911145155106,2.0,10.0,0.358,0.128,0.071,0.235,0.304,0.227,0.036,138.0,78.0,28.0,3.0,29.0,260.0,0.258,0.315,0.486,0.801,76.0,81.0,3.5,1.8,2.0,"1B, 3B",9.02,6.63,129.0
0,Brice Turang,MIL,22186,668930.0,25,564.0,513.0,408.0,106.0,0.1875,48.0,0.0849958106841612,1.0,2.0,0.295,0.034,0.042,0.264,0.358,0.235,0.066,120.0,87.0,20.0,3.0,10.0,207.0,0.235,0.303,0.343,0.646,63.0,57.0,42.5,36.7,6.0,2B,9.02,6.88,125.0
0,Pete Crow-Armstrong,CHC,27769,691718.0,23,530.0,485.0,360.0,127.0,0.238964,33.0,0.06237507492507492,1.0,10.0,0.318,0.083,0.059,0.219,0.273,0.263,0.103,114.0,71.0,22.0,3.0,18.0,220.0,0.236,0.298,0.407,0.705,61.0,67.0,34.8,28.7,6.0,OF,8.98,7.21,118.0
0,Matt Chapman,SF,16505,656305.0,31,629.0,557.0,398.0,161.0,0.25670000000000004,62.0,0.09937871102838532,2.0,7.0,0.343,0.13,0.076,0.204,0.264,0.293,0.033,136.0,75.0,32.0,4.0,25.0,261.0,0.245,0.328,0.453,0.78,79.0,90.0,13.7,11.2,2.0,3B,8.92,7.4,140.0
0,Salvador Perez,KC,7304,521692.0,34,593.0,541.0,411.0,132.0,0.221852,40.0,0.06663863636363636,2.0,11.0,0.33,0.107,0.072,0.242,0.248,0.298,0.033,136.0,83.0,26.0,2.0,24.0,240.0,0.251,0.314,0.44,0.754,73.0,85.0,2.2,2.0,0.0,"C, 1B",8.87,6.16,132.0
0,Paul Goldschmidt,NYY,9218,502671.0,37,616.0,556.0,394.0,163.0,0.264936,55.0,0.08983855864493448,2.0,3.0,0.347,0.106,0.081,0.258,0.295,0.228,0.032,137.0,85.0,28.0,1.0,22.0,241.0,0.246,0.317,0.422,0.739,76.0,86.0,9.3,7.7,2.0,1B,8.86,6.59,137.0
0,Josh Lowe,TB,19953,666139.0,27,514.0,470.0,329.0,143.0,0.2778,42.0,0.08096899613899614,1.0,1.0,0.343,0.102,0.056,0.255,0.288,0.273,0.025,113.0,68.0,25.0,2.0,18.0,214.0,0.24,0.302,0.416,0.718,66.0,75.0,22.7,20.5,2.0,OF,8.78,6.86,114.0
0,Xander Bogaerts,SD,12161,593428.0,32,610.0,558.0,452.0,107.0,0.175768,45.0,0.07314285714285713,1.0,6.0,0.324,0.059,0.044,0.254,0.361,0.244,0.038,147.0,103.0,26.0,1.0,16.0,234.0,0.263,0.323,0.4,0.723,70.0,71.0,15.7,13.0,3.0,"2B, SS",8.76,6.23,136.0
0,Heliot Ramos,SF,22515,671218.0,25,572.0,524.0,376.0,151.0,0.2636,43.0,0.07559086999505685,2.0,2.0,0.342,0.132,0.056,0.195,0.342,0.227,0.048,129.0,75.0,26.0,2.0,25.0,239.0,0.245,0.305,0.447,0.751,72.0,78.0,8.5,6.4,2.0,OF,8.75,6.54,127.0
0,Yainer Diaz,HOU,23003,673237.0,26,548.0,519.0,419.0,101.0,0.18419999999999997,24.0,0.04430586919104991,2.0,4.0,0.348,0.085,0.077,0.271,0.35,0.188,0.029,146.0,94.0,29.0,2.0,21.0,244.0,0.282,0.318,0.465,0.783,73.0,81.0,3.5,3.3,0.0,C,8.68,6.16,122.0
0,Brandon Lowe,TB,18882,664040.0,30,500.0,446.0,316.0,132.0,0.2632,46.0,0.09182073170731707,1.0,7.0,0.343,0.112,0.068,0.248,0.271,0.263,0.038,108.0,61.0,22.0,1.0,23.0,209.0,0.243,0.321,0.456,0.777,72.0,69.0,6.8,6.0,1.0,2B,8.61,5.96,111.0
0,Jesus Sanchez,MIA,19913,660821.0,27,536.0,484.0,347.0,139.0,0.25870000000000004,47.0,0.08704045184847102,2.0,4.0,0.36,0.115,0.064,0.248,0.362,0.172,0.04,125.0,75.0,27.0,3.0,21.0,229.0,0.258,0.327,0.452,0.779,68.0,73.0,14.8,12.7,2.0,OF,8.58,6.64,119.0
0,Anthony Volpe,NYY,27647,683011.0,23,614.0,563.0,416.0,148.0,0.24042799999999995,45.0,0.07385996677740864,1.0,4.0,0.318,0.064,0.062,0.264,0.354,0.209,0.047,133.0,88.0,25.0,3.0,17.0,234.0,0.236,0.297,0.381,0.678,72.0,72.0,30.4,24.8,6.0,SS,8.56,7.12,136.0
0,Cody Bellinger,NYY,15998,641355.0,29,585.0,533.0,439.0,96.0,0.1632,48.0,0.08131666666666666,1.0,3.0,0.297,0.065,0.048,0.245,0.274,0.34,0.028,130.0,83.0,26.0,2.0,19.0,228.0,0.244,0.309,0.409,0.718,73.0,79.0,17.0,13.5,4.0,"1B, OF",8.41,6.49,130.0
0,Bo Bichette,TOR,19612,666182.0,27,616.0,575.0,457.0,119.0,0.19390000000000002,36.0,0.058341855465772224,2.0,3.0,0.344,0.071,0.066,0.277,0.348,0.191,0.046,157.0,107.0,30.0,2.0,18.0,252.0,0.273,0.319,0.427,0.746,88.0,70.0,15.0,10.9,4.0,SS,8.4,6.8,137.0
0,Brandon Nimmo,NYM,12927,607043.0,32,597.0,519.0,383.0,138.0,0.23047200000000004,65.0,0.10949333510355815,2.0,11.0,0.335,0.09,0.064,0.248,0.325,0.249,0.024,128.0,81.0,25.0,2.0,20.0,226.0,0.247,0.342,0.419,0.762,75.0,74.0,12.3,10.2,2.0,OF,8.37,6.41,133.0
0,Jorge Soler,LAA,14221,624585.0,33,555.0,484.0,348.0,138.0,0.24941600000000003,63.0,0.11410679623669226,2.0,5.0,0.329,0.125,0.078,0.217,0.263,0.277,0.039,114.0,64.0,24.0,1.0,25.0,220.0,0.236,0.33,0.449,0.779,71.0,80.0,3.5,3.2,0.0,OF,8.27,6.17,123.0
0,Masyn Winn,STL,27479,691026.0,23,630.0,582.0,472.0,111.0,0.17619999999999997,44.0,0.06974756367663344,1.0,3.0,0.311,0.047,0.06,0.259,0.315,0.263,0.056,147.0,102.0,28.0,2.0,14.0,240.0,0.252,0.307,0.382,0.689,85.0,61.0,30.7,23.9,7.0,SS,8.26,6.98,140.0
0,Triston Casas,BOS,22514,671213.0,25,580.0,497.0,345.0,154.0,0.2664,79.0,0.1364216970278044,2.0,1.0,0.355,0.122,0.072,0.22,0.295,0.25,0.041,123.0,68.0,27.0,2.0,26.0,230.0,0.246,0.35,0.466,0.816,73.0,83.0,4.1,0.8,3.0,1B,8.16,6.08,129.0
0,Maikel Garcia,KC,22715,672580.0,25,544.0,503.0,401.0,103.0,0.1895,39.0,0.07234571428571429,1.0,1.0,0.316,0.045,0.061,0.272,0.373,0.216,0.033,127.0,90.0,24.0,2.0,10.0,208.0,0.252,0.307,0.369,0.676,65.0,56.0,33.4,27.7,6.0,"2B, 3B",8.14,6.23,121.0
