,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,Unnamed: 0,System,ADP,xMLBAMID,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,FIP,MLBID,$,Deep $
432,Jeff Criswell,COL,27608,676105.0,205.603,47.4,0.0,42.88,23.28,0.0,0.0,0.0,21.0,6.0,1.1,0.248,9.7,51.0,18.0,3.4,0.088,2.0,27.6,8.280000000000001,1.0,3.99,1.28,0.493,0.237,0.216,32.511514,63.04228450000001,32.5798155,,,,,,,,,,,,,,,,,1.0,1.85
433,Prelander Berroa,CWS,22932,672860.0,205.619,47.4,0.0,38.2,22.31,0.0,0.0,3.0,21.0,5.0,0.9,0.276,10.8,57.0,23.0,4.4,0.11,2.0,24.84,7.36,1.0,3.99,1.29,0.494,0.237,0.216,29.897322,58.03597799999999,29.9601315,,,,,,,,,,,,,,,,,1.0,2.16
434,Zach Brzykcy,WSH,27783,694350.0,203.0,47.2,0.0,38.2,22.31,0.0,0.0,0.0,21.0,5.0,1.0,0.283,10.9,57.0,21.0,4.0,0.102,2.0,24.84,7.36,1.0,4.0,1.25,0.469,0.239,0.234,30.875,56.1875,29.9375,,,,,,,,,,,,,,,,,1.0,2.02
435,Julian Merryweather,CHC,16703,657240.0,204.0,47.2,0.0,40.120000000000005,22.31,0.0,0.0,0.0,21.0,6.0,1.1,0.252,9.7,51.0,19.0,3.6,0.093,2.0,25.76,7.36,1.0,4.0,1.25,0.415,0.244,0.27,35.510000000000005,56.614999999999995,32.428,,,,,,,,,,,,,,,,,1.0,1.96
436,Jake Bird,COL,21267,656234.0,217.0,47.0,0.0,48.400000000000006,27.16,0.0,0.0,0.0,25.0,6.0,1.1,0.184,7.7,40.0,24.0,4.6,0.111,4.0,31.28,10.120000000000001,1.0,4.79,1.54,0.517,0.229,0.208,35.802,72.44550000000001,35.878499999999995,,,,,,,,,,,,,,,,,1.0,1.0
437,Ben Brown,CHC,23590,676962.0,198.0,46.8,4.0,38.28,21.34,1.0,1.0,0.0,20.0,6.0,1.2,0.276,10.6,55.0,17.0,3.3,0.085,1.0,23.92,7.36,1.0,3.85,1.18,0.386,0.241,0.29,34.650000000000006,51.408,30.302999999999997,,,,,,,,,,,,,,,,,1.0,4.32
438,Stephen Kolek,SD,21487,663568.0,200.0,46.7,2.0,45.64,22.31,1.0,0.8,0.0,21.0,6.0,1.2,0.194,7.5,39.0,12.0,2.3,0.062,3.0,30.360000000000003,8.280000000000001,1.0,4.05,1.23,0.574,0.22,0.173,32.2585,74.798,34.269999999999996,,,,,,,,,,,,,,,,,1.0,2.06
439,Trevor Rogers,BAL,22286,669432.0,203.0,46.7,6.0,42.88,23.28,2.0,2.2,0.0,21.0,6.0,1.2,0.225,8.9,46.0,17.0,3.3,0.086,2.0,27.6,8.280000000000001,1.0,4.05,1.28,0.457,0.239,0.244,35.28,62.09,33.53,,,,,,,,,,,,,,,,,1.0,3.91
440,Bryce Jarvis,ARI,27477,686826.0,212.0,46.6,0.0,46.64,26.189999999999998,0.0,0.0,0.0,24.0,7.0,1.4,0.162,6.6,34.0,22.0,4.2,0.104,3.0,29.44,9.200000000000001,1.0,4.64,1.47,0.449,0.239,0.25,39.78,68.562,37.362,,,,,,,,,,,,,,,,,1.0,1.0
441,Andrew Walters,CLE,33834,689958.0,198.0,46.6,0.0,35.44,21.34,0.0,0.0,0.0,20.0,5.0,1.0,0.301,11.6,60.0,21.0,4.1,0.105,2.0,22.080000000000002,7.36,1.0,3.86,1.21,0.405,0.243,0.276,31.356,48.8475,28.255499999999998,,,,,,,,,,,,,,,,,1.0,2.39
442,Wandy Peralta,SD,14295,593974.0,208.0,46.6,0.0,46.56,25.22,0.0,0.0,0.0,23.0,6.0,1.2,0.169,6.8,35.0,18.0,3.5,0.088,4.0,31.28,8.280000000000001,1.0,4.44,1.39,0.529,0.23,0.198,35.495000000000005,74.3225,36.425,,,,,,,,,,,,,,,,,1.0,1.12
443,Chase Silseth,LAA,30074,681217.0,205.0,46.6,3.0,41.04,23.28,1.0,1.0,0.0,21.0,6.0,1.2,0.236,9.3,48.0,21.0,4.1,0.101,2.0,26.68,7.36,1.0,4.06,1.33,0.491,0.237,0.217,32.436,62.628,32.436,,,,,,,,,,,,,,,,,1.0,3.66
444,Marc Church,TEX,26353,687847.0,202.0,46.6,0.0,40.120000000000005,22.31,0.0,0.0,0.0,21.0,6.0,1.2,0.25,9.7,50.0,19.0,3.7,0.094,2.0,25.76,7.36,1.0,4.06,1.27,0.445,0.24,0.255,34.2475,58.1875,31.919999999999998,,,,,,,,,,,,,,,,,1.0,1.95
445,Michael Fulmer,BOS,13218,605242.0,202.0,46.6,0.0,42.96,24.25,0.0,0.0,0.0,22.0,7.0,1.4,0.248,9.7,50.0,17.0,3.3,0.085,3.0,25.76,9.200000000000001,1.0,4.25,1.29,0.381,0.242,0.293,37.32749999999999,54.74249999999999,32.535,,,,,,,,,,,,,,,,,1.0,1.73
446,Brennan Bernardino,BOS,16835,657514.0,199.0,46.5,1.0,41.96,23.28,0.0,0.4,0.0,21.0,6.0,1.2,0.255,9.9,51.0,15.0,2.9,0.076,5.0,26.68,8.280000000000001,1.0,4.06,1.22,0.51,0.228,0.21,31.255,62.51,31.122,,,,,,,,,,,,,,,,,1.0,1.95
447,JT Brubaker,NYY,17578,664141.0,200.0,46.4,2.0,42.88,23.28,1.0,0.8,0.0,21.0,7.0,1.4,0.234,9.1,47.0,15.0,2.9,0.076,3.0,27.6,8.280000000000001,0.0,4.07,1.25,0.459,0.24,0.242,34.638,61.341,33.12,,,,,,,,,,,,,,,,,1.0,1.98
448,Forrest Whitley,HOU,19586,666215.0,202.0,46.2,0.0,39.120000000000005,22.31,0.0,0.0,0.0,21.0,5.0,1.0,0.259,10.1,52.0,22.0,4.3,0.111,2.0,25.76,7.36,1.0,4.09,1.32,0.536,0.231,0.193,28.992,61.824,30.144,,,,,,,,,,,,,,,,,1.0,1.7
450,Lucas Gilbreath,COL,21290,656458.0,207.0,45.9,0.0,41.040000000000006,25.22,0.0,0.0,0.0,23.0,6.0,1.2,0.239,9.6,49.0,25.0,4.9,0.12,5.0,25.76,8.280000000000001,1.0,4.51,1.44,0.43,0.242,0.261,34.6465,57.19,32.053,,,,,,,,,,,,,,,,,1.0,1.03
451,Jordan Wicks,CHC,30094,696136.0,202.0,45.9,7.0,43.8,23.28,2.0,1.5,0.0,21.0,6.0,1.2,0.193,7.6,39.0,17.0,3.3,0.085,1.0,28.52,8.280000000000001,1.0,4.12,1.32,0.453,0.239,0.247,37.011,64.459,34.967,,,,,,,,,,,,,,,,,1.0,3.63
452,Riley O'Brien,STL,20348,676617.0,205.0,45.7,0.0,43.8,24.25,0.0,0.0,0.0,22.0,6.0,1.2,0.202,8.1,41.0,22.0,4.3,0.106,2.0,28.52,8.280000000000001,1.0,4.33,1.44,0.525,0.226,0.203,32.873000000000005,67.805,33.086,,,,,,,,,,,,,,,,,1.0,1.13
453,Tyler Gilbert,CWS,17964,656457.0,195.0,44.9,1.0,43.88,23.28,0.0,0.4,0.0,21.0,7.0,1.4,0.183,7.2,36.0,14.0,2.8,0.074,2.0,27.6,8.280000000000001,1.0,4.21,1.29,0.388,0.242,0.288,39.730000000000004,59.30500000000001,34.945,,,,,,,,,,,,,,,,,1.0,1.58
454,Richard Fitts,BOS,30160,690916.0,201.0,44.9,4.0,47.56,25.22,1.0,1.7,0.0,23.0,7.0,1.4,0.175,7.0,35.0,16.0,3.2,0.081,2.0,29.44,10.120000000000001,1.0,4.61,1.42,0.452,0.239,0.247,38.025,66.15,35.925,,,,,,,,,,,,,,,,,1.0,2.8
455,Jacob Latz,TEX,21306,656641.0,200.0,44.9,0.0,41.120000000000005,24.25,0.0,0.0,0.0,22.0,7.0,1.4,0.216,8.6,43.0,22.0,4.4,0.11,1.0,24.84,8.280000000000001,1.0,4.41,1.41,0.338,0.235,0.322,39.285000000000004,51.84,32.0625,,,,,,,,,,,,,,,,,1.0,1.16
456,Jacob Waguespack,TB,18318,621097.0,188.0,44.8,2.0,35.44,19.4,0.0,0.5,0.0,18.0,5.0,1.0,0.281,10.6,53.0,15.0,3.0,0.079,2.0,23.0,6.44,1.0,3.62,1.13,0.505,0.229,0.214,28.439999999999998,56.1,28.139999999999997,,,,,,,,,,,,,,,,,1.0,2.73
457,Tommy Nance,TOR,19178,667297.0,193.0,44.6,0.0,39.2,22.31,0.0,0.0,0.0,21.0,6.0,1.2,0.245,9.5,47.0,17.0,3.4,0.088,3.0,24.84,7.36,1.0,4.24,1.26,0.492,0.236,0.217,30.766499999999997,59.468999999999994,30.701999999999998,,,,,,,,,,,,,,,,,1.0,1.8
458,Bobby Miller,LAD,27483,676272.0,197.0,44.5,3.0,41.120000000000005,23.28,1.0,1.1,0.0,21.0,7.0,1.4,0.215,8.5,42.0,19.0,3.8,0.096,2.0,25.76,7.36,1.0,4.25,1.35,0.463,0.24,0.238,33.864,60.724000000000004,32.64,,,,,,,,,,,,,,,,,1.0,3.27
459,Sean Reynolds,SD,22253,669308.0,195.0,44.5,0.0,36.36,21.34,0.0,0.0,0.0,20.0,5.0,1.0,0.255,10.1,50.0,22.0,4.4,0.115,2.0,23.92,6.44,1.0,4.04,1.31,0.511,0.229,0.21,28.904999999999998,57.871500000000005,28.8435,,,,,,,,,,,,,,,,,1.0,1.72
460,Rafael Montero,HOU,12760,606160.0,200.0,44.2,0.0,43.8,24.25,0.0,0.0,0.0,22.0,6.0,1.2,0.179,7.3,36.0,21.0,4.3,0.107,2.0,28.52,8.280000000000001,1.0,4.48,1.47,0.471,0.239,0.232,35.178,64.4215,34.2485,,,,,,,,,,,,,,,,,1.0,1.0
461,Ronny Henriquez,MIA,24094,678692.0,192.0,44.1,0.0,42.88,23.28,0.0,0.0,0.0,21.0,6.0,1.2,0.199,7.8,38.0,14.0,2.9,0.072,6.0,27.6,8.280000000000001,1.0,4.29,1.29,0.503,0.23,0.214,33.18,65.31,32.9,,,,,,,,,,,,,,,,,1.0,1.52
462,Huascar Brazoban,NYM,6107,623211.0,194.0,44.0,0.0,38.2,22.31,0.0,0.0,0.0,21.0,5.0,1.0,0.24,9.6,47.0,21.0,4.3,0.11,3.0,24.84,7.36,1.0,4.3,1.35,0.494,0.236,0.215,29.924999999999997,58.211999999999996,29.988,,,,,,,,,,,,,,,,,1.0,1.47
463,Drey Jameson,ARI,26260,686753.0,191.0,43.9,1.0,40.040000000000006,21.34,0.0,0.5,0.0,20.0,5.0,1.0,0.225,8.8,43.0,17.0,3.5,0.09,1.0,25.76,8.280000000000001,1.0,4.1,1.3,0.486,0.239,0.22,31.439999999999998,59.998,31.374499999999998,,,,,,,,,,,,,,,,,1.0,1.73
464,Chayce McDermott,BAL,29866,694646.0,190.0,43.7,5.0,34.52,21.34,2.0,1.5,0.0,20.0,5.0,1.0,0.283,11.1,54.0,22.0,4.5,0.114,2.0,22.080000000000002,6.44,1.0,4.12,1.29,0.396,0.24,0.283,30.950999999999997,47.082,27.36,,,,,,,,,,,,,,,,,1.0,3.92
465,Abner Uribe,MIL,25327,682842.0,190.0,43.7,0.0,36.36,20.37,0.0,0.0,0.0,19.0,5.0,1.0,0.265,10.3,50.0,20.0,4.1,0.106,1.0,23.92,6.44,1.0,3.91,1.29,0.522,0.226,0.205,27.9,57.12,27.959999999999997,,,,,,,,,,,,,,,,,1.0,2.01
466,Justin Topa,MIN,15145,623437.0,183.0,43.1,0.0,40.04,19.4,0.0,0.0,0.0,18.0,5.0,1.0,0.206,7.9,38.0,10.0,2.1,0.056,2.0,26.68,7.36,1.0,3.76,1.16,0.595,0.206,0.169,28.957500000000003,69.1875,30.104999999999997,,,,,,,,,,,,,,,,,1.0,2.29
467,Carlos Vargas,SEA,22915,672841.0,191.0,42.9,0.0,40.04,21.34,0.0,0.0,0.0,20.0,5.0,1.0,0.186,7.6,36.0,19.0,4.0,0.101,2.0,26.68,7.36,1.0,4.2,1.38,0.582,0.216,0.171,29.308000000000003,68.816,31.007999999999996,,,,,,,,,,,,,,,,,1.0,1.38
468,Jhony Brito,SD,25386,666745.0,185.0,42.8,3.0,41.96,20.37,1.0,1.1,0.0,19.0,6.0,1.3,0.172,6.7,32.0,11.0,2.3,0.06,1.0,27.6,7.36,1.0,4.0,1.24,0.44,0.242,0.254,36.494,61.77,34.222,,,,,,,,,,,,,,,,,1.0,3.79
469,Carlos Hernandez,KC,22713,672578.0,190.0,42.7,0.0,37.28,22.31,0.0,0.0,0.0,21.0,5.0,1.1,0.223,8.9,42.0,22.0,4.6,0.114,1.0,23.0,8.280000000000001,1.0,4.43,1.39,0.368,0.24,0.302,35.406000000000006,50.274,30.24,,,,,,,,,,,,,,,,,1.0,1.26
470,George Soriano,MIA,21863,666277.0,188.0,42.7,0.0,40.120000000000005,23.28,0.0,0.0,0.0,21.0,6.0,1.3,0.225,8.9,42.0,18.0,3.8,0.095,5.0,24.84,8.280000000000001,1.0,4.43,1.36,0.413,0.244,0.27,33.92,53.952,30.976,,,,,,,,,,,,,,,,,1.0,1.33
471,Hogan Harris,OAK,21520,663687.0,188.0,42.5,1.0,39.120000000000005,21.34,0.0,0.3,0.0,20.0,5.0,1.1,0.203,8.0,38.0,19.0,4.0,0.102,2.0,24.84,8.280000000000001,1.0,4.24,1.37,0.404,0.244,0.277,35.173500000000004,54.627,31.701999999999998,,,,,,,,,,,,,,,,,1.0,1.31
472,Bryan Baker,BAL,19804,641329.0,179.0,42.1,0.0,34.52,19.4,0.0,0.0,0.0,18.0,5.0,1.1,0.249,9.6,45.0,16.0,3.4,0.09,1.0,22.080000000000002,6.44,1.0,3.85,1.2,0.39,0.241,0.287,32.272999999999996,48.38,28.378999999999998,,,,,,,,,,,,,,,,,1.0,2.19
473,Max Lazar,PHI,23426,676661.0,181.0,42.0,0.0,37.28,20.37,0.0,0.0,0.0,19.0,5.0,1.1,0.237,9.2,43.0,15.0,3.2,0.081,2.0,23.92,7.36,1.0,4.07,1.24,0.523,0.227,0.204,28.535999999999998,58.609500000000004,28.720499999999998,,,,,,,,,,,,,,,,,1.0,1.89
474,Zach Pop,TOR,20185,647315.0,182.0,42.0,0.0,41.04,21.34,0.0,0.0,0.0,20.0,6.0,1.3,0.197,7.7,36.0,13.0,2.8,0.074,2.0,26.68,7.36,1.0,4.29,1.29,0.561,0.217,0.187,29.7255,65.90150000000001,30.390499999999996,,,,,,,,,,,,,,,,,1.0,1.54
475,Justin Sterner,OAK,27694,686993.0,178.0,41.9,0.0,33.6,19.4,0.0,0.0,0.0,18.0,5.0,1.1,0.284,11.0,51.0,17.0,3.7,0.094,2.0,21.16,6.44,1.0,3.87,1.21,0.424,0.244,0.264,28.82,46.97,26.619999999999997,,,,,,,,,,,,,,,,,1.0,2.24
476,Zack Thompson,STL,25918,668868.0,181.0,41.6,1.0,38.2,20.37,0.0,0.3,0.0,19.0,5.0,1.1,0.229,8.9,41.0,16.0,3.5,0.089,1.0,24.84,7.36,1.0,4.11,1.3,0.466,0.24,0.235,30.69,55.552,29.759999999999998,,,,,,,,,,,,,,,,,1.0,1.75
477,Lou Trivino,SF,15043,642152.0,182.0,41.5,0.0,36.28,20.37,0.0,0.0,0.0,19.0,4.0,0.9,0.241,9.5,44.0,18.0,3.9,0.097,3.0,23.92,7.36,1.0,4.12,1.31,0.526,0.228,0.201,27.66,57.36,28.08,,,,,,,,,,,,,,,,,1.0,1.77
478,Jairo Iriarte,CWS,26907,683568.0,181.0,41.4,4.0,37.28,20.37,1.0,1.3,0.0,19.0,5.0,1.1,0.231,9.1,42.0,18.0,3.9,0.1,2.0,24.84,6.44,1.0,4.13,1.34,0.561,0.22,0.183,26.8015,59.95550000000001,27.83,,,,,,,,,,,,,,,,,1.0,3.45
479,Jalen Beeks,HOU,17192,656222.0,182.0,41.3,0.0,39.120000000000005,20.37,0.0,0.0,0.0,19.0,5.0,1.1,0.199,7.8,36.0,16.0,3.5,0.087,1.0,25.76,7.36,1.0,4.14,1.33,0.455,0.239,0.245,32.825,57.525,31.134999999999998,,,,,,,,,,,,,,,,,1.0,1.49
480,Tanner Rainey,PIT,17610,663432.0,180.0,41.2,0.0,34.6,21.34,0.0,0.0,0.0,20.0,6.0,1.3,0.233,9.2,42.0,20.0,4.4,0.112,2.0,21.16,6.44,1.0,4.37,1.33,0.28,0.211,0.38,37.76,41.89,26.608999999999998,,,,,,,,,,,,,,,,,1.0,1.41
481,Kody Funderburk,MIN,24993,681892.0,179.0,41.1,0.0,37.28,21.34,0.0,0.0,0.0,20.0,5.0,1.1,0.242,9.4,43.0,17.0,3.7,0.093,5.0,23.92,7.36,1.0,4.38,1.32,0.525,0.227,0.203,27.5485,56.822500000000005,27.786499999999997,,,,,,,,,,,,,,,,,1.0,1.44
482,Sean Guenther,DET,20045,674944.0,177.0,41.0,0.0,38.2,19.4,0.0,0.0,0.0,18.0,5.0,1.1,0.201,7.9,36.0,13.0,2.9,0.075,2.0,25.76,6.44,1.0,3.95,1.25,0.581,0.217,0.171,27.584000000000003,64.704,29.247999999999998,,,,,,,,,,,,,,,,,1.0,1.9
483,Yosver Zulueta,CIN,27765,691172.0,184.0,40.9,0.0,38.2,22.31,0.0,0.0,0.0,21.0,5.0,1.1,0.213,8.6,39.0,21.0,4.6,0.115,2.0,24.84,7.36,1.0,4.62,1.45,0.582,0.216,0.17,26.660000000000004,62.744,28.272,,,,,,,,,,,,,,,,,1.0,1.0
484,Ryan Burr,TOR,17536,621114.0,178.0,40.7,1.0,34.52,20.37,0.0,0.4,0.0,19.0,6.0,1.3,0.257,10.2,46.0,19.0,4.2,0.106,1.0,22.080000000000002,6.44,0.0,4.2,1.31,0.424,0.244,0.264,29.606,48.251,27.346,,,,,,,,,,,,,,,,,1.0,1.69
485,Jake Bloss,TOR,33168,814005.0,178.0,40.5,6.0,37.36,21.34,2.0,1.3,0.0,20.0,6.0,1.3,0.222,8.9,40.0,17.0,3.8,0.098,2.0,23.0,7.36,1.0,4.44,1.34,0.452,0.239,0.247,30.6735,53.361,28.979499999999998,,,,,,,,,,,,,,,,,1.0,3.3
486,Chris Roycroft,STL,31261,688297.0,177.0,40.3,0.0,38.120000000000005,20.37,0.0,0.0,0.0,19.0,4.0,0.9,0.206,8.0,36.0,16.0,3.6,0.091,5.0,25.76,7.36,1.0,4.24,1.34,0.613,0.202,0.156,26.000000000000004,65.1875,27.625,,,,,,,,,,,,,,,,,1.0,1.4
487,Adam Ottavino,BOS,1247,493603.0,175.0,40.2,0.0,35.44,20.37,0.0,0.0,0.0,19.0,5.0,1.1,0.263,10.3,46.0,16.0,3.6,0.091,5.0,22.080000000000002,7.36,1.0,4.25,1.28,0.481,0.24,0.223,27.2895,51.4715,27.119999999999997,,,,,,,,,,,,,,,,,1.0,1.67
488,Michael Grove,LAD,23221,675627.0,171.0,40.2,0.0,35.52,19.4,0.0,0.0,0.0,18.0,6.0,1.3,0.244,9.4,42.0,12.0,2.7,0.072,2.0,22.080000000000002,6.44,1.0,4.03,1.18,0.427,0.242,0.263,30.5955,50.134499999999996,28.197,,,,,,,,,,,,,,,,,1.0,2.04
489,Casey Legumina,SEA,25921,668984.0,175.289,40.1,0.0,38.2,20.37,0.0,0.0,0.0,19.0,5.0,1.1,0.197,7.9,35.0,15.0,3.4,0.088,2.0,24.84,7.36,1.0,4.26,1.33,0.494,0.236,0.215,29.756137499999994,57.88351799999999,29.818781999999995,,,,,,,,,,,,,,,,,1.0,1.45
490,Mike Burrows,PIT,24728,681347.0,172.0,40.1,2.0,33.6,19.4,0.0,0.3,0.0,18.0,5.0,1.1,0.27,10.3,46.0,16.0,3.6,0.092,2.0,21.16,6.44,1.0,4.04,1.24,0.451,0.239,0.247,27.885,48.455,26.345,,,,,,,,,,,,,,,,,1.0,1.95
491,Matt Brash,SEA,25756,666374.0,171.0,40.1,0.0,27.92,17.46,0.0,0.0,0.0,16.0,4.0,0.9,0.319,12.3,55.0,20.0,4.5,0.115,3.0,18.400000000000002,5.5200000000000005,0.0,3.59,1.2,0.469,0.239,0.234,23.712,43.152,22.991999999999997,,,,,,,,,,,,,,,,,1.0,2.49
493,Drew Smyly,FA,11760,592767.0,174.0,40.0,1.0,37.36,21.34,0.0,0.3,0.0,20.0,6.0,1.4,0.222,8.8,39.0,15.0,3.4,0.087,2.0,23.0,7.36,1.0,4.5,1.31,0.363,0.238,0.306,33.96,47.58,28.68,,,,,,,,,,,,,,,,,1.0,1.37
495,Matt Manning,DET,20369,666159.0,175.0,39.8,3.0,37.28,20.37,1.0,1.2,0.0,19.0,5.0,1.1,0.187,7.5,33.0,16.0,3.6,0.089,1.0,23.92,7.36,1.0,4.3,1.34,0.373,0.239,0.298,35.154,50.589,30.177,,,,,,,,,,,,,,,,,1.0,3.33
496,Kyle Muller,FA,20167,666205.0,171.464,39.6,4.0,40.120000000000005,20.37,1.0,1.4,0.0,19.0,6.0,1.4,0.181,7.0,31.0,10.0,2.3,0.056,1.0,24.84,8.280000000000001,1.0,4.32,1.27,0.42,0.244,0.266,34.312032,55.447199999999995,31.572288,,,,,,,,,,,,,,,,,1.0,3.51
497,Jimmy Herget,COL,17556,623474.0,167.0,39.5,0.0,36.44,19.4,0.0,0.0,0.0,18.0,6.0,1.4,0.234,8.9,39.0,9.0,2.1,0.056,2.0,22.080000000000002,7.36,1.0,4.1,1.15,0.365,0.237,0.304,33.55800000000001,47.302499999999995,28.3815,,,,,,,,,,,,,,,,,1.0,2.14
498,Spencer Bivens,SF,30226,702352.0,168.0,39.1,1.0,39.120000000000005,18.43,0.0,0.4,0.0,17.0,5.0,1.2,0.193,7.4,32.0,9.0,2.1,0.056,1.0,25.76,7.36,1.0,3.91,1.23,0.494,0.236,0.215,30.162499999999998,58.67399999999999,30.226,,,,,,,,,,,,,,,,,1.0,1.92
499,Mason Englert,TB,22288,669438.0,170.0,39.1,0.0,38.28,19.4,0.0,0.0,0.0,18.0,6.0,1.4,0.178,6.9,30.0,11.0,2.5,0.065,1.0,23.92,7.36,1.0,4.14,1.26,0.397,0.242,0.281,34.8945,53.341499999999996,31.089,,,,,,,,,,,,,,,,,1.0,1.65
500,Mike Clevinger,CWS,12808,605182.0,167.0,38.9,1.0,35.52,20.37,0.0,0.4,4.0,19.0,6.0,1.4,0.203,7.9,34.0,13.0,3.0,0.076,3.0,22.080000000000002,6.44,1.0,4.4,1.25,0.336,0.236,0.323,34.98,45.96,28.56,,,,,,,,,,,,,,,,,1.0,1.93
501,Alek Jacob,SD,29628,689690.0,168.0,38.7,0.0,34.44,18.43,0.0,0.0,0.0,17.0,5.0,1.2,0.228,8.8,38.0,15.0,3.5,0.089,2.0,23.0,6.44,0.0,3.95,1.28,0.503,0.23,0.214,27.255,53.6475,27.025,,,,,,,,,,,,,,,,,1.0,1.9
502,Gordon Graceffo,STL,29519,700669.0,170.0,38.5,2.0,37.28,20.37,1.0,0.9,0.0,19.0,5.0,1.2,0.197,7.7,33.0,15.0,3.5,0.087,2.0,23.92,7.36,1.0,4.44,1.36,0.439,0.242,0.255,31.415,53.009,29.401999999999997,,,,,,,,,,,,,,,,,1.0,1.32
503,Sawyer Gipson-Long,DET,26048,687830.0,161.0,38.4,3.0,31.68,16.49,1.0,1.1,0.0,15.0,4.0,0.9,0.264,10.1,43.0,12.0,2.8,0.077,2.0,21.16,5.5200000000000005,1.0,3.52,1.14,0.564,0.219,0.181,23.373,52.682,24.326999999999998,,,,,,,,,,,,,,,,,1.0,4.4
504,Keider Montero,DET,22630,672456.0,165.0,38.1,4.0,34.52,18.43,1.0,1.1,0.0,17.0,5.0,1.2,0.198,7.8,33.0,13.0,3.1,0.077,1.0,22.080000000000002,6.44,1.0,4.02,1.25,0.39,0.241,0.287,32.546499999999995,48.790000000000006,28.6195,,,,,,,,,,,,,,,,,1.0,3.72
505,Keaton Winn,SF,23499,676775.0,166.0,38.0,2.0,36.28,19.4,0.0,0.5,0.0,18.0,4.0,0.9,0.206,8.1,34.0,13.0,3.1,0.076,4.0,23.92,7.36,1.0,4.26,1.3,0.526,0.228,0.201,27.4295,56.882,27.845999999999997,,,,,,,,,,,,,,,,,1.0,1.55
506,Colin Selby,BAL,24986,681882.0,166.0,38.0,0.0,33.52,18.43,0.0,0.0,0.0,17.0,4.0,0.9,0.237,9.2,39.0,16.0,3.8,0.097,1.0,22.080000000000002,6.44,1.0,4.03,1.3,0.561,0.22,0.183,24.5865,55.0005,25.529999999999998,,,,,,,,,,,,,,,,,1.0,1.75
507,Brenan Hanifee,DET,22304,669724.0,164.0,37.8,1.0,37.28,18.43,0.0,0.1,0.0,17.0,5.0,1.2,0.174,6.9,29.0,11.0,2.6,0.069,0.0,24.84,6.44,1.0,4.05,1.28,0.522,0.226,0.205,28.83,59.024,28.892,,,,,,,,,,,,,,,,,1.0,1.72
508,Hunter Strickland,FA,7836,519326.0,164.0,37.7,0.0,32.68000000000001,19.4,0.0,0.0,0.0,18.0,5.0,1.2,0.216,8.4,35.0,15.0,3.6,0.089,3.0,20.240000000000002,6.44,1.0,4.3,1.26,0.337,0.235,0.322,33.17400000000001,43.719,27.075,,,,,,,,,,,,,,,,,1.0,1.66
509,Walter Pennington,TEX,27624,679156.0,166.0,37.6,0.0,35.44,19.4,0.0,0.0,0.0,18.0,5.0,1.2,0.208,8.4,35.0,16.0,3.8,0.098,2.0,23.0,6.44,1.0,4.31,1.37,0.547,0.224,0.19,25.875,56.1775,26.68,,,,,,,,,,,,,,,,,1.0,1.42
510,Pedro Avila,FA,18864,658648.0,162.607,37.1,1.0,32.6,18.43,0.0,0.2,0.0,17.0,4.0,1.0,0.236,9.2,38.0,16.0,3.9,0.101,3.0,21.16,6.44,1.0,4.12,1.31,0.518,0.229,0.207,25.3597345,51.479718,25.468341499999998,,,,,,,,,,,,,,,,,1.0,1.65
511,Nick Robertson,TOR,26226,687798.0,159.0,37.0,0.0,32.6,16.49,0.0,0.0,0.0,15.0,5.0,1.2,0.234,9.0,37.0,12.0,2.9,0.073,0.0,21.16,6.44,0.0,3.65,1.21,0.448,0.239,0.25,28.05,48.29,26.345,,,,,,,,,,,,,,,,,1.0,2.22
512,Tyler Phillips,PHI,20629,663969.0,158.0,36.2,1.0,37.36,19.4,0.0,0.5,0.0,18.0,6.0,1.5,0.184,7.2,29.0,11.0,2.7,0.069,2.0,23.0,7.36,1.0,4.48,1.34,0.428,0.243,0.262,30.798000000000002,50.622,28.497,,,,,,,,,,,,,,,,,1.0,1.25
513,Bradley Blalock,COL,26419,687134.0,164.0,36.1,4.0,37.36,21.34,1.0,1.0,0.0,20.0,6.0,1.5,0.178,7.2,29.0,16.0,4.0,0.099,1.0,23.0,7.36,1.0,4.99,1.48,0.407,0.243,0.275,31.832500000000003,49.8015,28.7385,,,,,,,,,,,,,,,,,1.0,2.51
514,Tanner Gordon,COL,27669,685299.0,156.0,35.7,3.0,37.36,19.4,1.0,1.3,0.0,18.0,6.0,1.5,0.187,7.3,29.0,10.0,2.5,0.067,2.0,23.0,7.36,1.0,4.54,1.33,0.4,0.243,0.279,31.5315,48.55500000000001,28.255499999999998,,,,,,,,,,,,,,,,,1.0,3.22
515,Jonathan Loaisiga,NYY,19753,642528.0,153.0,35.6,0.0,33.52,16.49,0.0,0.0,0.0,15.0,5.0,1.3,0.207,8.1,32.0,10.0,2.5,0.067,1.0,22.080000000000002,6.44,0.0,3.79,1.22,0.539,0.228,0.194,25.197,53.779500000000006,25.973999999999997,,,,,,,,,,,,,,,,,1.0,2.09
